"District","District Code","Grade","Count","%"
"Bethany School District","=""0080011""",01,"N/A","N/A"
"Bethany School District","=""0080011""",02,"*","*"
"Bethany School District","=""0080011""",03,"N/A","N/A"
"Bethany School District","=""0080011""",04,"*","*"
"Bethany School District","=""0080011""",05,"N/A","N/A"
"Bethany School District","=""0080011""",06,"*","*"
"Bethel School District","=""0090011""","K","N/A","N/A"
"Bethel School District","=""0090011""",01,"N/A","N/A"
"Bethel School District","=""0090011""",02,"N/A","N/A"
"Bethel School District","=""0090011""",03,"*","*"
"Bethel School District","=""0090011""",04,9,3.8
"Bethel School District","=""0090011""",05,12,5.0
"Bethel School District","=""0090011""",06,"*","*"
"Bethel School District","=""0090011""",07,6,2.1
"Bethel School District","=""0090011""",08,28,10.9
"Bethel School District","=""0090011""",09,22,9.1
"Bethel School District","=""0090011""",10,12,5.7
"Bethel School District","=""0090011""",11,17,6.8
"Bethel School District","=""0090011""",12,13,5.3
"Bloomfield School District","=""0110011""","K","*","*"
"Bloomfield School District","=""0110011""",01,"*","*"
"Bloomfield School District","=""0110011""",02,6,4.8
"Bloomfield School District","=""0110011""",03,6,4.8
"Bloomfield School District","=""0110011""",04,14,9.7
"Bloomfield School District","=""0110011""",05,14,10.6
"Bloomfield School District","=""0110011""",06,22,13.7
"Bloomfield School District","=""0110011""",07,44,23.0
"Bloomfield School District","=""0110011""",08,24,15.1
"Bloomfield School District","=""0110011""",09,24,14.0
"Bloomfield School District","=""0110011""",10,23,13.5
"Bloomfield School District","=""0110011""",11,25,15.4
"Bloomfield School District","=""0110011""",12,21,11.6
"Bolton School District","=""0120011""","K","N/A","N/A"
"Bolton School District","=""0120011""",01,"N/A","N/A"
"Bolton School District","=""0120011""",02,"N/A","N/A"
"Bolton School District","=""0120011""",03,"*","*"
"Bolton School District","=""0120011""",04,"N/A","N/A"
"Bolton School District","=""0120011""",05,"N/A","N/A"
"Bolton School District","=""0120011""",06,"N/A","N/A"
"Bolton School District","=""0120011""",07,"*","*"
"Bolton School District","=""0120011""",08,"N/A","N/A"
"Bolton School District","=""0120011""",09,"*","*"
"Bolton School District","=""0120011""",10,"*","*"
"Bolton School District","=""0120011""",11,"*","*"
"Bolton School District","=""0120011""",12,"*","*"
"Booker T. Washington Academy District","=""2950013""","K","N/A","N/A"
"Booker T. Washington Academy District","=""2950013""",01,"*","*"
"Booker T. Washington Academy District","=""2950013""",02,"N/A","N/A"
"Booker T. Washington Academy District","=""2950013""",03,"*","*"
"Booker T. Washington Academy District","=""2950013""",04,"*","*"
"Booker T. Washington Academy District","=""2950013""",05,"*","*"
"Booker T. Washington Academy District","=""2950013""",06,"*","*"
"Bozrah School District","=""0130011""","K","N/A","*"
"Bozrah School District","=""0130011""",01,"N/A","*"
"Bozrah School District","=""0130011""",02,"N/A","*"
"Bozrah School District","=""0130011""",03,"N/A","*"
"Bozrah School District","=""0130011""",04,"N/A","*"
"Bozrah School District","=""0130011""",05,"N/A","N/A"
"Bozrah School District","=""0130011""",06,"N/A","*"
"Bozrah School District","=""0130011""",07,"*","*"
"Bozrah School District","=""0130011""",08,"*","*"
"Bozrah School District","=""0130011""",11,"N/A","*"
"Bozrah School District","=""0130011""",12,"N/A","*"
"Branford School District","=""0140011""","K","N/A","N/A"
"Branford School District","=""0140011""",01,"N/A","N/A"
"Branford School District","=""0140011""",02,"*","*"
"Branford School District","=""0140011""",03,"N/A","N/A"
"Branford School District","=""0140011""",04,"*","*"
"Branford School District","=""0140011""",05,6,3.0
"Branford School District","=""0140011""",06,21,9.6
"Branford School District","=""0140011""",07,13,5.5
"Branford School District","=""0140011""",08,7,3.1
"Branford School District","=""0140011""",09,14,6.6
"Branford School District","=""0140011""",10,15,7.6
"Branford School District","=""0140011""",11,14,6.8
"Branford School District","=""0140011""",12,10,3.9
"Brass City Charter School District","=""2900013""","K","N/A","N/A"
"Brass City Charter School District","=""2900013""",01,"N/A","N/A"
"Brass City Charter School District","=""2900013""",02,"N/A","N/A"
"Brass City Charter School District","=""2900013""",03,"N/A","N/A"
"Brass City Charter School District","=""2900013""",04,"*","*"
"Brass City Charter School District","=""2900013""",05,"*","*"
"Brass City Charter School District","=""2900013""",06,"*","*"
"Brass City Charter School District","=""2900013""",07,7,20.6
"Bridgeport School District","=""0150011""","K",11,0.6
"Bridgeport School District","=""0150011""",01,14,0.9
"Bridgeport School District","=""0150011""",02,27,1.7
"Bridgeport School District","=""0150011""",03,80,4.7
"Bridgeport School District","=""0150011""",04,83,5.1
"Bridgeport School District","=""0150011""",05,142,8.0
"Bridgeport School District","=""0150011""",06,129,8.2
"Bridgeport School District","=""0150011""",07,232,14.8
"Bridgeport School District","=""0150011""",08,263,16.4
"Bridgeport School District","=""0150011""",09,405,23.9
"Bridgeport School District","=""0150011""",10,263,19.5
"Bridgeport School District","=""0150011""",11,202,17.6
"Bridgeport School District","=""0150011""",12,153,12.1
"Bristol School District","=""0170011""","K",12,2.0
"Bristol School District","=""0170011""",01,9,1.8
"Bristol School District","=""0170011""",02,22,3.8
"Bristol School District","=""0170011""",03,22,3.7
"Bristol School District","=""0170011""",04,34,5.5
"Bristol School District","=""0170011""",05,27,4.6
"Bristol School District","=""0170011""",06,31,5.1
"Bristol School District","=""0170011""",07,80,12.0
"Bristol School District","=""0170011""",08,67,10.2
"Bristol School District","=""0170011""",09,76,10.7
"Bristol School District","=""0170011""",10,62,10.9
"Bristol School District","=""0170011""",11,38,6.3
"Bristol School District","=""0170011""",12,37,6.1
"Brookfield School District","=""0180011""","K","N/A","N/A"
"Brookfield School District","=""0180011""",01,"N/A","N/A"
"Brookfield School District","=""0180011""",02,"N/A","N/A"
"Brookfield School District","=""0180011""",03,"*","*"
"Brookfield School District","=""0180011""",04,"*","*"
"Brookfield School District","=""0180011""",05,12,6.6
"Brookfield School District","=""0180011""",06,8,4.1
"Brookfield School District","=""0180011""",07,8,3.5
"Brookfield School District","=""0180011""",08,10,4.0
"Brookfield School District","=""0180011""",09,9,4.0
"Brookfield School District","=""0180011""",10,12,5.4
"Brookfield School District","=""0180011""",11,8,3.5
"Brookfield School District","=""0180011""",12,7,3.4
"Brooklyn School District","=""0190011""","K","N/A","N/A"
"Brooklyn School District","=""0190011""",01,"*","*"
"Brooklyn School District","=""0190011""",02,"*","*"
"Brooklyn School District","=""0190011""",03,"*","*"
"Brooklyn School District","=""0190011""",04,"*","*"
"Brooklyn School District","=""0190011""",05,"*","*"
"Brooklyn School District","=""0190011""",06,"*","*"
"Brooklyn School District","=""0190011""",07,"*","*"
"Brooklyn School District","=""0190011""",08,"*","*"
"Brooklyn School District","=""0190011""",09,"N/A","*"
"Brooklyn School District","=""0190011""",10,"N/A","*"
"Brooklyn School District","=""0190011""",11,"N/A","*"
"Brooklyn School District","=""0190011""",12,"N/A","*"
"Canaan School District","=""0210011""","K","N/A","*"
"Canaan School District","=""0210011""",01,"N/A","*"
"Canaan School District","=""0210011""",02,"N/A","*"
"Canaan School District","=""0210011""",03,"N/A","*"
"Canaan School District","=""0210011""",04,"N/A","*"
"Canaan School District","=""0210011""",05,"N/A","*"
"Canaan School District","=""0210011""",06,"N/A","*"
"Canaan School District","=""0210011""",07,"N/A","*"
"Canaan School District","=""0210011""",08,"N/A","*"
"Canterbury School District","=""0220011""","K","N/A","N/A"
"Canterbury School District","=""0220011""",01,"N/A","N/A"
"Canterbury School District","=""0220011""",02,"N/A","N/A"
"Canterbury School District","=""0220011""",03,"N/A","N/A"
"Canterbury School District","=""0220011""",04,"N/A","N/A"
"Canterbury School District","=""0220011""",05,"*","*"
"Canterbury School District","=""0220011""",06,"*","*"
"Canterbury School District","=""0220011""",07,"*","*"
"Canterbury School District","=""0220011""",08,"*","*"
"Canterbury School District","=""0220011""",09,"N/A","*"
"Canterbury School District","=""0220011""",12,"N/A","*"
"Canton School District","=""0230011""","K","N/A","N/A"
"Canton School District","=""0230011""",01,"N/A","N/A"
"Canton School District","=""0230011""",02,"N/A","N/A"
"Canton School District","=""0230011""",03,"N/A","N/A"
"Canton School District","=""0230011""",04,"*","*"
"Canton School District","=""0230011""",05,"*","*"
"Canton School District","=""0230011""",06,"*","*"
"Canton School District","=""0230011""",07,"*","*"
"Canton School District","=""0230011""",08,"*","*"
"Canton School District","=""0230011""",09,"*","*"
"Canton School District","=""0230011""",10,"*","*"
"Canton School District","=""0230011""",11,"*","*"
"Canton School District","=""0230011""",12,"N/A","N/A"
"Capital Preparatory Harbor School District","=""2970013""","K","*","*"
"Capital Preparatory Harbor School District","=""2970013""",01,"*","*"
"Capital Preparatory Harbor School District","=""2970013""",02,8,11.0
"Capital Preparatory Harbor School District","=""2970013""",03,"*","*"
"Capital Preparatory Harbor School District","=""2970013""",04,7,12.5
"Capital Preparatory Harbor School District","=""2970013""",05,"*","*"
"Capital Preparatory Harbor School District","=""2970013""",06,"*","*"
"Capital Preparatory Harbor School District","=""2970013""",07,8,14.5
"Capital Preparatory Harbor School District","=""2970013""",08,"*","*"
"Capital Preparatory Harbor School District","=""2970013""",09,7,11.9
"Capital Preparatory Harbor School District","=""2970013""",10,"*","*"
"Capital Preparatory Harbor School District","=""2970013""",11,7,11.1
"Capital Preparatory Harbor School District","=""2970013""",12,6,15.0
"Capitol Region Education Council","=""2410014""","K","N/A","N/A"
"Capitol Region Education Council","=""2410014""",01,"*","*"
"Capitol Region Education Council","=""2410014""",02,"*","*"
"Capitol Region Education Council","=""2410014""",03,7,1.2
"Capitol Region Education Council","=""2410014""",04,"*","*"
"Capitol Region Education Council","=""2410014""",05,"*","*"
"Capitol Region Education Council","=""2410014""",06,95,13.1
"Capitol Region Education Council","=""2410014""",07,100,14.0
"Capitol Region Education Council","=""2410014""",08,81,12.4
"Capitol Region Education Council","=""2410014""",09,69,11.6
"Capitol Region Education Council","=""2410014""",10,70,11.6
"Capitol Region Education Council","=""2410014""",11,45,9.2
"Capitol Region Education Council","=""2410014""",12,52,9.1
"Chaplin School District","=""0240011""","K","N/A","N/A"
"Chaplin School District","=""0240011""",01,"N/A","*"
"Chaplin School District","=""0240011""",02,"N/A","*"
"Chaplin School District","=""0240011""",03,"N/A","*"
"Chaplin School District","=""0240011""",04,"N/A","N/A"
"Chaplin School District","=""0240011""",05,"N/A","N/A"
"Chaplin School District","=""0240011""",06,"N/A","*"
"Cheshire School District","=""0250011""","K","N/A","N/A"
"Cheshire School District","=""0250011""",01,"*","*"
"Cheshire School District","=""0250011""",02,"*","*"
"Cheshire School District","=""0250011""",03,"N/A","N/A"
"Cheshire School District","=""0250011""",04,"*","*"
"Cheshire School District","=""0250011""",05,"N/A","N/A"
"Cheshire School District","=""0250011""",06,"*","*"
"Cheshire School District","=""0250011""",07,13,3.9
"Cheshire School District","=""0250011""",08,10,3.1
"Cheshire School District","=""0250011""",09,7,2.0
"Cheshire School District","=""0250011""",10,12,3.1
"Cheshire School District","=""0250011""",11,6,1.6
"Cheshire School District","=""0250011""",12,12,3.3
"Chester School District","=""0260011""","K","N/A","N/A"
"Chester School District","=""0260011""",01,"N/A","N/A"
"Chester School District","=""0260011""",02,"N/A","N/A"
"Chester School District","=""0260011""",03,"N/A","N/A"
"Chester School District","=""0260011""",04,"N/A","*"
"Chester School District","=""0260011""",05,"*","*"
"Chester School District","=""0260011""",06,"N/A","N/A"
"Clinton School District","=""0270011""","K","*","*"
"Clinton School District","=""0270011""",01,"N/A","N/A"
"Clinton School District","=""0270011""",02,"N/A","N/A"
"Clinton School District","=""0270011""",03,"N/A","N/A"
"Clinton School District","=""0270011""",04,"*","*"
"Clinton School District","=""0270011""",05,"*","*"
"Clinton School District","=""0270011""",06,"*","*"
"Clinton School District","=""0270011""",07,"*","*"
"Clinton School District","=""0270011""",08,6,4.3
"Clinton School District","=""0270011""",09,17,9.8
"Clinton School District","=""0270011""",10,17,12.1
"Clinton School District","=""0270011""",11,6,4.3
"Clinton School District","=""0270011""",12,16,9.9
"Colchester School District","=""0280011""","K","*","*"
"Colchester School District","=""0280011""",01,"N/A","N/A"
"Colchester School District","=""0280011""",02,"N/A","N/A"
"Colchester School District","=""0280011""",03,"*","*"
"Colchester School District","=""0280011""",04,"*","*"
"Colchester School District","=""0280011""",05,"*","*"
"Colchester School District","=""0280011""",06,"*","*"
"Colchester School District","=""0280011""",07,8,4.5
"Colchester School District","=""0280011""",08,10,5.6
"Colchester School District","=""0280011""",09,23,10.5
"Colchester School District","=""0280011""",10,14,7.1
"Colchester School District","=""0280011""",11,13,6.5
"Colchester School District","=""0280011""",12,16,8.2
"Colebrook School District","=""0290011""","K","N/A","*"
"Colebrook School District","=""0290011""",01,"N/A","*"
"Colebrook School District","=""0290011""",02,"*","*"
"Colebrook School District","=""0290011""",03,"N/A","*"
"Colebrook School District","=""0290011""",04,"*","*"
"Colebrook School District","=""0290011""",05,"*","*"
"Colebrook School District","=""0290011""",06,"N/A","*"
"Columbia School District","=""0300011""","K","N/A","N/A"
"Columbia School District","=""0300011""",01,"N/A","N/A"
"Columbia School District","=""0300011""",02,"N/A","N/A"
"Columbia School District","=""0300011""",03,"N/A","N/A"
"Columbia School District","=""0300011""",04,"N/A","N/A"
"Columbia School District","=""0300011""",05,"*","*"
"Columbia School District","=""0300011""",06,"*","*"
"Columbia School District","=""0300011""",07,"*","*"
"Columbia School District","=""0300011""",08,"*","*"
"Columbia School District","=""0300011""",11,"N/A","*"
"Columbia School District","=""0300011""",12,"N/A","*"
"Common Ground High School District","=""2680013""",09,"*","*"
"Common Ground High School District","=""2680013""",10,"*","*"
"Common Ground High School District","=""2680013""",11,6,10.0
"Common Ground High School District","=""2680013""",12,"*","*"
"Connecticut Technical Education and Career System","=""9000016""",09,365,11.1
"Connecticut Technical Education and Career System","=""9000016""",10,369,12.6
"Connecticut Technical Education and Career System","=""9000016""",11,330,12.4
"Connecticut Technical Education and Career System","=""9000016""",12,246,10.3
"Cooperative Educational Services","=""2430014""","K","*","*"
"Cooperative Educational Services","=""2430014""",01,"*","*"
"Cooperative Educational Services","=""2430014""",02,"*","*"
"Cooperative Educational Services","=""2430014""",03,"N/A","N/A"
"Cooperative Educational Services","=""2430014""",04,"*","*"
"Cooperative Educational Services","=""2430014""",05,"*","*"
"Cooperative Educational Services","=""2430014""",06,"*","*"
"Cooperative Educational Services","=""2430014""",07,"*","*"
"Cooperative Educational Services","=""2430014""",08,7,9.6
"Cooperative Educational Services","=""2430014""",09,"*","*"
"Cooperative Educational Services","=""2430014""",10,7,15.9
"Cooperative Educational Services","=""2430014""",11,"*","*"
"Cooperative Educational Services","=""2430014""",12,"*","*"
"Cornwall School District","=""0310011""","K","N/A","*"
"Cornwall School District","=""0310011""",01,"N/A","*"
"Cornwall School District","=""0310011""",02,"N/A","*"
"Cornwall School District","=""0310011""",03,"N/A","*"
"Cornwall School District","=""0310011""",04,"N/A","*"
"Cornwall School District","=""0310011""",05,"N/A","*"
"Cornwall School District","=""0310011""",06,"N/A","*"
"Cornwall School District","=""0310011""",07,"*","*"
"Cornwall School District","=""0310011""",08,"N/A","*"
"Coventry School District","=""0320011""","K","N/A","N/A"
"Coventry School District","=""0320011""",01,"N/A","N/A"
"Coventry School District","=""0320011""",02,"N/A","N/A"
"Coventry School District","=""0320011""",03,"N/A","N/A"
"Coventry School District","=""0320011""",04,"N/A","N/A"
"Coventry School District","=""0320011""",05,"*","*"
"Coventry School District","=""0320011""",06,"N/A","N/A"
"Coventry School District","=""0320011""",07,6,4.8
"Coventry School District","=""0320011""",08,11,8.1
"Coventry School District","=""0320011""",09,"*","*"
"Coventry School District","=""0320011""",10,"*","*"
"Coventry School District","=""0320011""",11,6,5.0
"Coventry School District","=""0320011""",12,"*","*"
"Cromwell School District","=""0330011""","K","N/A","N/A"
"Cromwell School District","=""0330011""",01,"N/A","N/A"
"Cromwell School District","=""0330011""",02,"*","*"
"Cromwell School District","=""0330011""",03,6,3.8
"Cromwell School District","=""0330011""",04,"*","*"
"Cromwell School District","=""0330011""",05,"*","*"
"Cromwell School District","=""0330011""",06,15,9.9
"Cromwell School District","=""0330011""",07,9,5.6
"Cromwell School District","=""0330011""",08,20,13.1
"Cromwell School District","=""0330011""",09,12,7.5
"Cromwell School District","=""0330011""",10,8,5.9
"Cromwell School District","=""0330011""",11,11,7.6
"Cromwell School District","=""0330011""",12,"*","*"
"Danbury School District","=""0340011""","K","*","*"
"Danbury School District","=""0340011""",01,"*","*"
"Danbury School District","=""0340011""",02,"*","*"
"Danbury School District","=""0340011""",03,"*","*"
"Danbury School District","=""0340011""",04,"*","*"
"Danbury School District","=""0340011""",05,12,1.2
"Danbury School District","=""0340011""",06,34,3.5
"Danbury School District","=""0340011""",07,53,5.5
"Danbury School District","=""0340011""",08,45,5.1
"Danbury School District","=""0340011""",09,138,13.6
"Danbury School District","=""0340011""",10,128,15.8
"Danbury School District","=""0340011""",11,128,14.8
"Danbury School District","=""0340011""",12,75,8.9
"Darien School District","=""0350011""","K","N/A","N/A"
"Darien School District","=""0350011""",01,"*","*"
"Darien School District","=""0350011""",02,"N/A","N/A"
"Darien School District","=""0350011""",03,"*","*"
"Darien School District","=""0350011""",04,"*","*"
"Darien School District","=""0350011""",05,"N/A","N/A"
"Darien School District","=""0350011""",06,"*","*"
"Darien School District","=""0350011""",07,"N/A","N/A"
"Darien School District","=""0350011""",08,"*","*"
"Darien School District","=""0350011""",09,"*","*"
"Darien School District","=""0350011""",10,19,5.0
"Darien School District","=""0350011""",11,"*","*"
"Darien School District","=""0350011""",12,13,3.5
"Deep River School District","=""0360011""","K","N/A","N/A"
"Deep River School District","=""0360011""",01,"N/A","N/A"
"Deep River School District","=""0360011""",02,"N/A","N/A"
"Deep River School District","=""0360011""",03,"N/A","N/A"
"Deep River School District","=""0360011""",04,"N/A","N/A"
"Deep River School District","=""0360011""",05,"N/A","N/A"
"Deep River School District","=""0360011""",06,"N/A","N/A"
"Department of Mental Health and Addiction Services","=""3370015""",12,"N/A","*"
"Derby School District","=""0370011""","K","*","*"
"Derby School District","=""0370011""",01,"*","*"
"Derby School District","=""0370011""",02,"*","*"
"Derby School District","=""0370011""",03,"*","*"
"Derby School District","=""0370011""",04,"*","*"
"Derby School District","=""0370011""",05,12,12.0
"Derby School District","=""0370011""",06,20,16.7
"Derby School District","=""0370011""",07,20,15.3
"Derby School District","=""0370011""",08,19,13.4
"Derby School District","=""0370011""",09,21,23.1
"Derby School District","=""0370011""",10,22,25.3
"Derby School District","=""0370011""",11,14,14.7
"Derby School District","=""0370011""",12,19,22.1
"East Granby School District","=""0400011""","K","*","*"
"East Granby School District","=""0400011""",01,"N/A","N/A"
"East Granby School District","=""0400011""",02,"N/A","N/A"
"East Granby School District","=""0400011""",03,"N/A","N/A"
"East Granby School District","=""0400011""",04,6,11.5
"East Granby School District","=""0400011""",05,"*","*"
"East Granby School District","=""0400011""",06,"N/A","N/A"
"East Granby School District","=""0400011""",07,"N/A","N/A"
"East Granby School District","=""0400011""",08,"N/A","N/A"
"East Granby School District","=""0400011""",09,"*","*"
"East Granby School District","=""0400011""",10,10,15.2
"East Granby School District","=""0400011""",11,"*","*"
"East Granby School District","=""0400011""",12,"*","*"
"East Haddam School District","=""0410011""","K","N/A","N/A"
"East Haddam School District","=""0410011""",01,"*","*"
"East Haddam School District","=""0410011""",02,"N/A","N/A"
"East Haddam School District","=""0410011""",03,"N/A","N/A"
"East Haddam School District","=""0410011""",04,"N/A","N/A"
"East Haddam School District","=""0410011""",05,"N/A","N/A"
"East Haddam School District","=""0410011""",06,"*","*"
"East Haddam School District","=""0410011""",07,"*","*"
"East Haddam School District","=""0410011""",08,"N/A","N/A"
"East Haddam School District","=""0410011""",09,"N/A","N/A"
"East Haddam School District","=""0410011""",10,"*","*"
"East Haddam School District","=""0410011""",11,"*","*"
"East Haddam School District","=""0410011""",12,"*","*"
"East Hampton School District","=""0420011""","K","N/A","N/A"
"East Hampton School District","=""0420011""",01,"N/A","N/A"
"East Hampton School District","=""0420011""",02,"N/A","N/A"
"East Hampton School District","=""0420011""",03,"N/A","N/A"
"East Hampton School District","=""0420011""",04,"N/A","N/A"
"East Hampton School District","=""0420011""",05,"N/A","N/A"
"East Hampton School District","=""0420011""",06,"N/A","N/A"
"East Hampton School District","=""0420011""",07,"*","*"
"East Hampton School District","=""0420011""",08,"*","*"
"East Hampton School District","=""0420011""",09,7,5.6
"East Hampton School District","=""0420011""",10,8,6.0
"East Hampton School District","=""0420011""",11,13,9.9
"East Hampton School District","=""0420011""",12,6,4.8
"East Hartford School District","=""0430011""","K","N/A","N/A"
"East Hartford School District","=""0430011""",01,"*","*"
"East Hartford School District","=""0430011""",02,"*","*"
"East Hartford School District","=""0430011""",03,15,3.0
"East Hartford School District","=""0430011""",04,13,2.7
"East Hartford School District","=""0430011""",05,11,2.1
"East Hartford School District","=""0430011""",06,63,11.6
"East Hartford School District","=""0430011""",07,73,13.4
"East Hartford School District","=""0430011""",08,78,14.9
"East Hartford School District","=""0430011""",09,114,23.8
"East Hartford School District","=""0430011""",10,106,19.7
"East Hartford School District","=""0430011""",11,124,21.1
"East Hartford School District","=""0430011""",12,87,14.8
"East Haven School District","=""0440011""","K","*","*"
"East Haven School District","=""0440011""",01,"*","*"
"East Haven School District","=""0440011""",02,"*","*"
"East Haven School District","=""0440011""",03,"*","*"
"East Haven School District","=""0440011""",04,"*","*"
"East Haven School District","=""0440011""",05,11,5.0
"East Haven School District","=""0440011""",06,10,4.5
"East Haven School District","=""0440011""",07,15,7.2
"East Haven School District","=""0440011""",08,24,10.5
"East Haven School District","=""0440011""",09,27,11.8
"East Haven School District","=""0440011""",10,14,6.3
"East Haven School District","=""0440011""",11,23,9.7
"East Haven School District","=""0440011""",12,17,6.9
