"District","District Code","Grade","Count","%"
"Area Cooperative Educational Services","=""2440014""",05,12,9.2
"Area Cooperative Educational Services","=""2440014""",06,40,11.3
"Area Cooperative Educational Services","=""2440014""",07,66,18.5
"Area Cooperative Educational Services","=""2440014""",08,69,19.7
"Area Cooperative Educational Services","=""2440014""",09,8,17.8
"Area Cooperative Educational Services","=""2440014""",10,18,45.0
"Area Cooperative Educational Services","=""2440014""",11,21,36.2
"Area Cooperative Educational Services","=""2440014""",12,27,19.4
"Ashford School District","=""0030011""","K","N/A","N/A"
"Ashford School District","=""0030011""",01,"N/A","N/A"
"Ashford School District","=""0030011""",02,"N/A","N/A"
"Ashford School District","=""0030011""",03,"N/A","N/A"
"Ashford School District","=""0030011""",04,"N/A","N/A"
"Ashford School District","=""0030011""",05,"*","*"
"Ashford School District","=""0030011""",06,7,14.9
"Ashford School District","=""0030011""",07,"*","*"
"Ashford School District","=""0030011""",08,"*","*"
"Avon School District","=""0040011""","K","*","*"
"Avon School District","=""0040011""",01,"*","*"
"Avon School District","=""0040011""",02,"*","*"
"Avon School District","=""0040011""",03,"N/A","N/A"
"Avon School District","=""0040011""",04,"*","*"
"Avon School District","=""0040011""",05,"*","*"
"Avon School District","=""0040011""",06,"*","*"
"Avon School District","=""0040011""",07,8,2.5
"Avon School District","=""0040011""",08,15,5.2
"Avon School District","=""0040011""",09,10,3.8
"Avon School District","=""0040011""",10,"*","*"
"Avon School District","=""0040011""",11,18,6.4
"Avon School District","=""0040011""",12,15,5.6
"Barkhamsted School District","=""0050011""","K","N/A","N/A"
"Barkhamsted School District","=""0050011""",01,"N/A","N/A"
"Barkhamsted School District","=""0050011""",02,"N/A","N/A"
"Barkhamsted School District","=""0050011""",03,"N/A","N/A"
"Barkhamsted School District","=""0050011""",04,"*","*"
"Barkhamsted School District","=""0050011""",05,"N/A","N/A"
"Barkhamsted School District","=""0050011""",06,"*","*"
"Berlin School District","=""0070011""","K","N/A","N/A"
"Berlin School District","=""0070011""",01,"*","*"
"Berlin School District","=""0070011""",02,"*","*"
"Berlin School District","=""0070011""",03,"*","*"
"Berlin School District","=""0070011""",04,"*","*"
"Berlin School District","=""0070011""",05,"*","*"
"Berlin School District","=""0070011""",06,"*","*"
"Berlin School District","=""0070011""",07,"*","*"
"Berlin School District","=""0070011""",08,22,9.0
"Berlin School District","=""0070011""",09,17,7.0
"Berlin School District","=""0070011""",10,16,7.4
"Berlin School District","=""0070011""",11,18,7.5
"Berlin School District","=""0070011""",12,22,8.3
"Bethany School District","=""0080011""","K","N/A","N/A"
"Bethany School District","=""0080011""",01,"*","*"
"Bethany School District","=""0080011""",02,"N/A","N/A"
"Bethany School District","=""0080011""",03,"N/A","N/A"
"Bethany School District","=""0080011""",04,"N/A","N/A"
"Bethany School District","=""0080011""",05,"*","*"
"Bethany School District","=""0080011""",06,"*","*"
"Bethel School District","=""0090011""","K","N/A","N/A"
"Bethel School District","=""0090011""",01,"*","*"
"Bethel School District","=""0090011""",02,"*","*"
"Bethel School District","=""0090011""",03,"*","*"
"Bethel School District","=""0090011""",04,"N/A","N/A"
"Bethel School District","=""0090011""",05,"N/A","N/A"
"Bethel School District","=""0090011""",06,24,10.0
"Bethel School District","=""0090011""",07,22,10.0
"Bethel School District","=""0090011""",08,24,10.7
"Bethel School District","=""0090011""",09,23,8.9
"Bethel School District","=""0090011""",10,40,17.9
"Bethel School District","=""0090011""",11,28,11.4
"Bethel School District","=""0090011""",12,49,20.5
"Bloomfield School District","=""0110011""","K","*","*"
"Bloomfield School District","=""0110011""",01,"*","*"
"Bloomfield School District","=""0110011""",02,7,5.6
"Bloomfield School District","=""0110011""",03,7,6.3
"Bloomfield School District","=""0110011""",04,14,11.3
"Bloomfield School District","=""0110011""",05,21,17.5
"Bloomfield School District","=""0110011""",06,17,13.6
"Bloomfield School District","=""0110011""",07,31,20.7
"Bloomfield School District","=""0110011""",08,32,21.1
"Bloomfield School District","=""0110011""",09,34,22.8
"Bloomfield School District","=""0110011""",10,46,25.0
"Bloomfield School District","=""0110011""",11,22,13.3
"Bloomfield School District","=""0110011""",12,24,13.5
"Bolton School District","=""0120011""","K","N/A","N/A"
"Bolton School District","=""0120011""",01,"N/A","N/A"
"Bolton School District","=""0120011""",02,"N/A","N/A"
"Bolton School District","=""0120011""",03,"N/A","N/A"
"Bolton School District","=""0120011""",04,"N/A","N/A"
"Bolton School District","=""0120011""",05,"*","*"
"Bolton School District","=""0120011""",06,"*","*"
"Bolton School District","=""0120011""",07,"*","*"
"Bolton School District","=""0120011""",08,"*","*"
"Bolton School District","=""0120011""",09,"*","*"
"Bolton School District","=""0120011""",10,"*","*"
"Bolton School District","=""0120011""",11,12,11.4
"Bolton School District","=""0120011""",12,"*","*"
"Bozrah School District","=""0130011""","K","N/A","N/A"
"Bozrah School District","=""0130011""",01,"N/A","N/A"
"Bozrah School District","=""0130011""",02,"*","*"
"Bozrah School District","=""0130011""",03,"*","*"
"Bozrah School District","=""0130011""",04,"N/A","*"
"Bozrah School District","=""0130011""",05,"*","*"
"Bozrah School District","=""0130011""",06,"*","*"
"Bozrah School District","=""0130011""",07,"*","*"
"Bozrah School District","=""0130011""",08,"*","*"
"Bozrah School District","=""0130011""",12,"N/A","*"
"Branford School District","=""0140011""","K","N/A","N/A"
"Branford School District","=""0140011""",01,"N/A","N/A"
"Branford School District","=""0140011""",02,"N/A","N/A"
"Branford School District","=""0140011""",03,"N/A","N/A"
"Branford School District","=""0140011""",04,"N/A","N/A"
"Branford School District","=""0140011""",05,"*","*"
"Branford School District","=""0140011""",06,"*","*"
"Branford School District","=""0140011""",07,12,4.9
"Branford School District","=""0140011""",08,17,6.0
"Branford School District","=""0140011""",09,16,6.5
"Branford School District","=""0140011""",10,26,10.4
"Branford School District","=""0140011""",11,39,12.9
"Branford School District","=""0140011""",12,33,11.9
"Bridgeport Achievement First District","=""2850013""","K","*","*"
"Bridgeport Achievement First District","=""2850013""",01,"*","*"
"Bridgeport Achievement First District","=""2850013""",02,"*","*"
"Bridgeport Achievement First District","=""2850013""",05,21,22.3
"Bridgeport Achievement First District","=""2850013""",06,22,23.9
"Bridgeport Achievement First District","=""2850013""",07,19,23.5
"Bridgeport Achievement First District","=""2850013""",08,10,16.9
"Bridgeport Achievement First District","=""2850013""",09,25,48.1
"Bridgeport Achievement First District","=""2850013""",10,19,52.8
"Bridgeport School District","=""0150011""","K",41,2.1
"Bridgeport School District","=""0150011""",01,94,5.0
"Bridgeport School District","=""0150011""",02,114,6.5
"Bridgeport School District","=""0150011""",03,176,10.1
"Bridgeport School District","=""0150011""",04,189,11.3
"Bridgeport School District","=""0150011""",05,253,15.8
"Bridgeport School District","=""0150011""",06,233,16.2
"Bridgeport School District","=""0150011""",07,404,26.2
"Bridgeport School District","=""0150011""",08,346,24.8
"Bridgeport School District","=""0150011""",09,787,46.8
"Bridgeport School District","=""0150011""",10,322,29.5
"Bridgeport School District","=""0150011""",11,317,29.3
"Bridgeport School District","=""0150011""",12,176,19.4
"Bristol School District","=""0170011""","K",11,1.9
"Bristol School District","=""0170011""",01,18,3.0
"Bristol School District","=""0170011""",02,19,3.0
"Bristol School District","=""0170011""",03,28,4.7
"Bristol School District","=""0170011""",04,26,4.2
"Bristol School District","=""0170011""",05,28,5.0
"Bristol School District","=""0170011""",06,69,11.3
"Bristol School District","=""0170011""",07,72,11.9
"Bristol School District","=""0170011""",08,65,10.1
"Bristol School District","=""0170011""",09,129,17.2
"Bristol School District","=""0170011""",10,72,12.2
"Bristol School District","=""0170011""",11,109,16.4
"Bristol School District","=""0170011""",12,65,10.9
"Brookfield School District","=""0180011""","K","N/A","N/A"
"Brookfield School District","=""0180011""",01,"N/A","N/A"
"Brookfield School District","=""0180011""",02,"N/A","N/A"
"Brookfield School District","=""0180011""",03,"N/A","N/A"
"Brookfield School District","=""0180011""",04,"N/A","N/A"
"Brookfield School District","=""0180011""",05,"*","*"
"Brookfield School District","=""0180011""",06,13,5.8
"Brookfield School District","=""0180011""",07,12,5.6
"Brookfield School District","=""0180011""",08,10,4.1
"Brookfield School District","=""0180011""",09,10,4.8
"Brookfield School District","=""0180011""",10,"*","*"
"Brookfield School District","=""0180011""",11,11,4.8
"Brookfield School District","=""0180011""",12,11,4.5
"Brooklyn School District","=""0190011""","K","N/A","N/A"
"Brooklyn School District","=""0190011""",01,"N/A","N/A"
"Brooklyn School District","=""0190011""",02,"N/A","N/A"
"Brooklyn School District","=""0190011""",03,"N/A","N/A"
"Brooklyn School District","=""0190011""",04,"N/A","N/A"
"Brooklyn School District","=""0190011""",05,6,6.2
"Brooklyn School District","=""0190011""",06,13,12.4
"Brooklyn School District","=""0190011""",07,11,12.2
"Brooklyn School District","=""0190011""",08,16,14.8
"Brooklyn School District","=""0190011""",09,"N/A","*"
"Brooklyn School District","=""0190011""",10,"N/A","*"
"Brooklyn School District","=""0190011""",11,"N/A","*"
"Brooklyn School District","=""0190011""",12,"N/A","*"
"Canaan School District","=""0210011""","K","N/A","*"
"Canaan School District","=""0210011""",01,"N/A","*"
"Canaan School District","=""0210011""",02,"*","*"
"Canaan School District","=""0210011""",03,"N/A","*"
"Canaan School District","=""0210011""",04,"N/A","*"
"Canaan School District","=""0210011""",05,"N/A","*"
"Canaan School District","=""0210011""",06,"N/A","*"
"Canaan School District","=""0210011""",07,"N/A","*"
"Canaan School District","=""0210011""",08,"N/A","*"
"Canterbury School District","=""0220011""","K","N/A","N/A"
"Canterbury School District","=""0220011""",01,"N/A","N/A"
"Canterbury School District","=""0220011""",02,"*","*"
"Canterbury School District","=""0220011""",03,"*","*"
"Canterbury School District","=""0220011""",04,"*","*"
"Canterbury School District","=""0220011""",05,"*","*"
"Canterbury School District","=""0220011""",06,"*","*"
"Canterbury School District","=""0220011""",07,"*","*"
"Canterbury School District","=""0220011""",08,"*","*"
"Canterbury School District","=""0220011""",09,"N/A","*"
"Canterbury School District","=""0220011""",12,"N/A","*"
"Canton School District","=""0230011""","K","N/A","N/A"
"Canton School District","=""0230011""",01,"*","*"
"Canton School District","=""0230011""",02,"N/A","N/A"
"Canton School District","=""0230011""",03,"*","*"
"Canton School District","=""0230011""",04,"*","*"
"Canton School District","=""0230011""",05,"*","*"
"Canton School District","=""0230011""",06,"*","*"
"Canton School District","=""0230011""",07,"*","*"
"Canton School District","=""0230011""",08,"*","*"
"Canton School District","=""0230011""",09,"*","*"
"Canton School District","=""0230011""",10,"N/A","N/A"
"Canton School District","=""0230011""",11,9,6.3
"Canton School District","=""0230011""",12,"*","*"
"Capitol Region Education Council","=""2410014""","K","*","*"
"Capitol Region Education Council","=""2410014""",01,"N/A","N/A"
"Capitol Region Education Council","=""2410014""",02,"*","*"
"Capitol Region Education Council","=""2410014""",03,"N/A","N/A"
"Capitol Region Education Council","=""2410014""",04,"*","*"
"Capitol Region Education Council","=""2410014""",05,"*","*"
"Capitol Region Education Council","=""2410014""",06,77,11.7
"Capitol Region Education Council","=""2410014""",07,99,15.4
"Capitol Region Education Council","=""2410014""",08,119,22.0
"Capitol Region Education Council","=""2410014""",09,94,16.6
"Capitol Region Education Council","=""2410014""",10,42,10.8
"Capitol Region Education Council","=""2410014""",11,64,16.9
"Capitol Region Education Council","=""2410014""",12,38,13.3
"Chaplin School District","=""0240011""","K","N/A","N/A"
"Chaplin School District","=""0240011""",01,"N/A","N/A"
"Chaplin School District","=""0240011""",02,"N/A","*"
"Chaplin School District","=""0240011""",03,"*","*"
"Chaplin School District","=""0240011""",04,"N/A","*"
"Chaplin School District","=""0240011""",05,"N/A","N/A"
"Chaplin School District","=""0240011""",06,"N/A","N/A"
"Cheshire School District","=""0250011""","K","N/A","N/A"
"Cheshire School District","=""0250011""",01,"*","*"
"Cheshire School District","=""0250011""",02,"N/A","N/A"
"Cheshire School District","=""0250011""",03,"*","*"
"Cheshire School District","=""0250011""",04,"N/A","N/A"
"Cheshire School District","=""0250011""",05,"*","*"
"Cheshire School District","=""0250011""",06,"*","*"
"Cheshire School District","=""0250011""",07,"*","*"
"Cheshire School District","=""0250011""",08,16,4.0
"Cheshire School District","=""0250011""",09,27,7.0
"Cheshire School District","=""0250011""",10,15,3.7
"Cheshire School District","=""0250011""",11,26,6.8
"Cheshire School District","=""0250011""",12,25,6.5
"Chester School District","=""0260011""","K","N/A","N/A"
"Chester School District","=""0260011""",01,"N/A","N/A"
"Chester School District","=""0260011""",02,"N/A","N/A"
"Chester School District","=""0260011""",03,"N/A","N/A"
"Chester School District","=""0260011""",04,"N/A","N/A"
"Chester School District","=""0260011""",05,"*","*"
"Chester School District","=""0260011""",06,"N/A","N/A"
"Clinton School District","=""0270011""","K","*","*"
"Clinton School District","=""0270011""",01,"*","*"
"Clinton School District","=""0270011""",02,6,3.3
"Clinton School District","=""0270011""",03,"*","*"
"Clinton School District","=""0270011""",04,"*","*"
"Clinton School District","=""0270011""",05,"*","*"
"Clinton School District","=""0270011""",06,"N/A","N/A"
"Clinton School District","=""0270011""",07,"*","*"
"Clinton School District","=""0270011""",08,"*","*"
"Clinton School District","=""0270011""",09,29,19.1
"Clinton School District","=""0270011""",10,22,14.3
"Clinton School District","=""0270011""",11,19,13.8
"Clinton School District","=""0270011""",12,22,15.6
"Colchester School District","=""0280011""","K","*","*"
"Colchester School District","=""0280011""",01,"*","*"
"Colchester School District","=""0280011""",02,"*","*"
"Colchester School District","=""0280011""",03,"*","*"
"Colchester School District","=""0280011""",04,"*","*"
"Colchester School District","=""0280011""",05,"*","*"
"Colchester School District","=""0280011""",06,10,4.4
"Colchester School District","=""0280011""",07,13,5.2
"Colchester School District","=""0280011""",08,10,4.4
"Colchester School District","=""0280011""",09,10,4.8
"Colchester School District","=""0280011""",10,17,7.8
"Colchester School District","=""0280011""",11,21,8.4
"Colchester School District","=""0280011""",12,27,10.2
"Colebrook School District","=""0290011""","K","N/A","*"
"Colebrook School District","=""0290011""",01,"*","*"
"Colebrook School District","=""0290011""",02,"N/A","*"
"Colebrook School District","=""0290011""",03,"N/A","*"
"Colebrook School District","=""0290011""",04,"*","*"
"Colebrook School District","=""0290011""",05,"N/A","*"
"Colebrook School District","=""0290011""",06,"N/A","N/A"
"Columbia School District","=""0300011""","K","N/A","N/A"
"Columbia School District","=""0300011""",01,"N/A","N/A"
"Columbia School District","=""0300011""",02,"*","*"
"Columbia School District","=""0300011""",03,"*","*"
"Columbia School District","=""0300011""",04,"*","*"
"Columbia School District","=""0300011""",05,"N/A","N/A"
"Columbia School District","=""0300011""",06,"*","*"
"Columbia School District","=""0300011""",07,"N/A","N/A"
"Columbia School District","=""0300011""",08,"*","*"
"Columbia School District","=""0300011""",09,"N/A","*"
"Columbia School District","=""0300011""",10,"N/A","*"
"Columbia School District","=""0300011""",11,"N/A","*"
"Columbia School District","=""0300011""",12,"N/A","*"
"Common Ground High School District","=""2680013""",09,"*","*"
"Common Ground High School District","=""2680013""",10,"*","*"
"Common Ground High School District","=""2680013""",11,"*","*"
"Common Ground High School District","=""2680013""",12,"*","*"
"Connecticut Technical High School System","=""9000016""",09,508,17.6
"Connecticut Technical High School System","=""9000016""",10,548,20.4
"Connecticut Technical High School System","=""9000016""",11,498,19.9
"Connecticut Technical High School System","=""9000016""",12,524,21.5
"Cooperative Educational Services","=""2430014""","K","N/A","N/A"
"Cooperative Educational Services","=""2430014""",01,"N/A","N/A"
"Cooperative Educational Services","=""2430014""",02,"*","*"
"Cooperative Educational Services","=""2430014""",03,"N/A","N/A"
"Cooperative Educational Services","=""2430014""",04,"*","*"
"Cooperative Educational Services","=""2430014""",05,"*","*"
"Cooperative Educational Services","=""2430014""",06,6,7.9
"Cooperative Educational Services","=""2430014""",07,7,10.8
"Cooperative Educational Services","=""2430014""",08,8,13.6
"Cooperative Educational Services","=""2430014""",09,8,25.0
"Cooperative Educational Services","=""2430014""",10,7,19.4
"Cooperative Educational Services","=""2430014""",11,"*","*"
"Cooperative Educational Services","=""2430014""",12,"*","*"
"Cornwall School District","=""0310011""","K","N/A","*"
"Cornwall School District","=""0310011""",01,"N/A","*"
"Cornwall School District","=""0310011""",02,"N/A","*"
"Cornwall School District","=""0310011""",03,"N/A","*"
"Cornwall School District","=""0310011""",04,"N/A","*"
"Cornwall School District","=""0310011""",05,"N/A","*"
"Cornwall School District","=""0310011""",06,"N/A","*"
"Cornwall School District","=""0310011""",07,"N/A","*"
"Cornwall School District","=""0310011""",08,"N/A","*"
"Coventry School District","=""0320011""","K","N/A","N/A"
"Coventry School District","=""0320011""",01,"*","*"
"Coventry School District","=""0320011""",02,"N/A","N/A"
"Coventry School District","=""0320011""",03,7,5.6
"Coventry School District","=""0320011""",04,"*","*"
"Coventry School District","=""0320011""",05,"*","*"
"Coventry School District","=""0320011""",06,"*","*"
"Coventry School District","=""0320011""",07,8,6.0
"Coventry School District","=""0320011""",08,7,4.4
"Coventry School District","=""0320011""",09,7,5.6
"Coventry School District","=""0320011""",10,8,6.9
"Coventry School District","=""0320011""",11,9,7.0
"Coventry School District","=""0320011""",12,21,14.3
"Cromwell School District","=""0330011""","K","*","*"
"Cromwell School District","=""0330011""",01,"*","*"
"Cromwell School District","=""0330011""",02,"*","*"
"Cromwell School District","=""0330011""",03,"*","*"
"Cromwell School District","=""0330011""",04,"*","*"
"Cromwell School District","=""0330011""",05,"*","*"
"Cromwell School District","=""0330011""",06,17,10.1
"Cromwell School District","=""0330011""",07,12,7.6
"Cromwell School District","=""0330011""",08,26,14.3
"Cromwell School District","=""0330011""",09,16,11.2
"Cromwell School District","=""0330011""",10,6,4.7
"Cromwell School District","=""0330011""",11,33,25.2
"Cromwell School District","=""0330011""",12,29,19.7
"Danbury School District","=""0340011""","K","*","*"
"Danbury School District","=""0340011""",01,"*","*"
"Danbury School District","=""0340011""",02,"*","*"
"Danbury School District","=""0340011""",03,"*","*"
"Danbury School District","=""0340011""",04,7,0.8
"Danbury School District","=""0340011""",05,7,0.8
"Danbury School District","=""0340011""",06,81,10.6
"Danbury School District","=""0340011""",07,105,14.0
"Danbury School District","=""0340011""",08,113,14.3
"Danbury School District","=""0340011""",09,251,29.8
"Danbury School District","=""0340011""",10,176,24.3
"Danbury School District","=""0340011""",11,171,25.3
"Danbury School District","=""0340011""",12,187,26.2
"Darien School District","=""0350011""","K","*","*"
"Darien School District","=""0350011""",01,"N/A","N/A"
"Darien School District","=""0350011""",02,"N/A","N/A"
"Darien School District","=""0350011""",03,"N/A","N/A"
"Darien School District","=""0350011""",04,"N/A","N/A"
"Darien School District","=""0350011""",05,"*","*"
"Darien School District","=""0350011""",06,"N/A","N/A"
"Darien School District","=""0350011""",07,"*","*"
"Darien School District","=""0350011""",08,"*","*"
"Darien School District","=""0350011""",09,7,2.0
"Darien School District","=""0350011""",10,"*","*"
"Darien School District","=""0350011""",11,10,3.0
"Darien School District","=""0350011""",12,10,3.2
"Deep River School District","=""0360011""","K","N/A","N/A"
"Deep River School District","=""0360011""",01,"N/A","N/A"
"Deep River School District","=""0360011""",02,"*","*"
"Deep River School District","=""0360011""",03,"N/A","N/A"
"Deep River School District","=""0360011""",04,"N/A","N/A"
"Deep River School District","=""0360011""",05,"*","*"
"Deep River School District","=""0360011""",06,"N/A","N/A"
"Department of Mental Health and Addiction Services","=""3370015""",10,"N/A","*"
"Department of Mental Health and Addiction Services","=""3370015""",11,"N/A","*"
"Department of Mental Health and Addiction Services","=""3370015""",12,"N/A","*"
"Derby School District","=""0370011""","K","*","*"
"Derby School District","=""0370011""",01,"*","*"
"Derby School District","=""0370011""",02,"*","*"
"Derby School District","=""0370011""",03,"*","*"
"Derby School District","=""0370011""",04,8,7.0
"Derby School District","=""0370011""",05,"*","*"
"Derby School District","=""0370011""",06,15,11.8
"Derby School District","=""0370011""",07,25,18.5
"Derby School District","=""0370011""",08,19,17.3
"Derby School District","=""0370011""",09,32,29.9
"Derby School District","=""0370011""",10,21,22.8
"Derby School District","=""0370011""",11,20,20.2
"Derby School District","=""0370011""",12,9,12.7
"East Granby School District","=""0400011""","K","N/A","N/A"
"East Granby School District","=""0400011""",01,"N/A","N/A"
"East Granby School District","=""0400011""",02,"N/A","N/A"
"East Granby School District","=""0400011""",03,"*","*"
"East Granby School District","=""0400011""",04,"N/A","N/A"
"East Granby School District","=""0400011""",05,"*","*"
"East Granby School District","=""0400011""",06,"*","*"
"East Granby School District","=""0400011""",07,"*","*"
"East Granby School District","=""0400011""",08,"*","*"
"East Granby School District","=""0400011""",09,7,9.2
"East Granby School District","=""0400011""",10,"*","*"
"East Granby School District","=""0400011""",11,7,10.8
"East Granby School District","=""0400011""",12,"*","*"
"East Haddam School District","=""0410011""","K","N/A","N/A"
"East Haddam School District","=""0410011""",01,"N/A","N/A"
"East Haddam School District","=""0410011""",02,"N/A","N/A"
"East Haddam School District","=""0410011""",03,"N/A","N/A"
"East Haddam School District","=""0410011""",04,"N/A","N/A"
"East Haddam School District","=""0410011""",05,"N/A","N/A"
"East Haddam School District","=""0410011""",06,"N/A","N/A"
"East Haddam School District","=""0410011""",07,"N/A","N/A"
"East Haddam School District","=""0410011""",08,"N/A","N/A"
"East Haddam School District","=""0410011""",09,"N/A","N/A"
"East Haddam School District","=""0410011""",10,"N/A","N/A"
"East Haddam School District","=""0410011""",11,"N/A","N/A"
"East Haddam School District","=""0410011""",12,"N/A","N/A"
"East Hampton School District","=""0420011""","K","N/A","N/A"
"East Hampton School District","=""0420011""",01,"N/A","N/A"
"East Hampton School District","=""0420011""",02,"*","*"
"East Hampton School District","=""0420011""",03,"N/A","N/A"
"East Hampton School District","=""0420011""",04,"*","*"
"East Hampton School District","=""0420011""",05,"*","*"
"East Hampton School District","=""0420011""",06,6,3.9
"East Hampton School District","=""0420011""",07,6,4.7
"East Hampton School District","=""0420011""",08,6,3.6
"East Hampton School District","=""0420011""",09,13,8.8
"East Hampton School District","=""0420011""",10,8,6.5
"East Hampton School District","=""0420011""",11,6,4.8
"East Hampton School District","=""0420011""",12,7,5.2
"East Hartford School District","=""0430011""","K",17,3.2
"East Hartford School District","=""0430011""",01,26,4.9
"East Hartford School District","=""0430011""",02,41,7.4
"East Hartford School District","=""0430011""",03,32,6.2
"East Hartford School District","=""0430011""",04,47,8.5
"East Hartford School District","=""0430011""",05,99,18.7
"East Hartford School District","=""0430011""",06,90,16.8
"East Hartford School District","=""0430011""",07,145,30.7
"East Hartford School District","=""0430011""",08,158,32.0
"East Hartford School District","=""0430011""",09,227,36.9
"East Hartford School District","=""0430011""",10,137,25.8
"East Hartford School District","=""0430011""",11,106,23.5
"East Hartford School District","=""0430011""",12,147,28.0
"East Haven School District","=""0440011""","K","N/A","N/A"
"East Haven School District","=""0440011""",01,"*","*"
"East Haven School District","=""0440011""",02,"*","*"
"East Haven School District","=""0440011""",03,"*","*"
"East Haven School District","=""0440011""",04,"N/A","N/A"
"East Haven School District","=""0440011""",05,"*","*"
"East Haven School District","=""0440011""",06,21,9.4
"East Haven School District","=""0440011""",07,38,14.8
"East Haven School District","=""0440011""",08,43,16.0
"East Haven School District","=""0440011""",09,47,18.9
"East Haven School District","=""0440011""",10,46,19.9
"East Haven School District","=""0440011""",11,44,17.2
"East Haven School District","=""0440011""",12,26,12.2
"East Haven School District","=""0440011""","Not Available","*","*"
"East Lyme School District","=""0450011""","K","N/A","N/A"
"East Lyme School District","=""0450011""",01,"N/A","N/A"
"East Lyme School District","=""0450011""",02,"N/A","N/A"
"East Lyme School District","=""0450011""",03,"*","*"
"East Lyme School District","=""0450011""",04,"*","*"
"East Lyme School District","=""0450011""",05,"*","*"
"East Lyme School District","=""0450011""",06,14,6.4
"East Lyme School District","=""0450011""",07,19,8.5
"East Lyme School District","=""0450011""",08,17,8.1
"East Lyme School District","=""0450011""",09,6,2.3
"East Lyme School District","=""0450011""",10,8,2.8
"East Lyme School District","=""0450011""",11,12,4.5
"East Lyme School District","=""0450011""",12,7,2.2
"East Windsor School District","=""0470011""","K","N/A","N/A"
"East Windsor School District","=""0470011""",01,"N/A","N/A"
"East Windsor School District","=""0470011""",02,"*","*"
"East Windsor School District","=""0470011""",03,"*","*"
"East Windsor School District","=""0470011""",04,"*","*"
"East Windsor School District","=""0470011""",05,7,7.4
"East Windsor School District","=""0470011""",06,12,14.5
"East Windsor School District","=""0470011""",07,13,12.3
"East Windsor School District","=""0470011""",08,18,18.0
"East Windsor School District","=""0470011""",09,15,19.0
"East Windsor School District","=""0470011""",10,26,26.0
"East Windsor School District","=""0470011""",11,25,25.3
"East Windsor School District","=""0470011""",12,15,16.5
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","K","N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",01,"N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",02,"N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",03,"N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",04,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",05,"N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",06,"*","*"
