"District","District Code","Grade","Count","%"
"Bloomfield School District","=""0110011""",09,42,21.4
"Bloomfield School District","=""0110011""",10,40,21.5
"Bloomfield School District","=""0110011""",11,45,25.6
"Bloomfield School District","=""0110011""",12,15,10.0
"Bolton School District","=""0120011""","K","N/A","N/A"
"Bolton School District","=""0120011""",01,"*","*"
"Bolton School District","=""0120011""",02,"N/A","N/A"
"Bolton School District","=""0120011""",03,"N/A","N/A"
"Bolton School District","=""0120011""",05,"*","*"
"Bolton School District","=""0120011""",06,"*","*"
"Bolton School District","=""0120011""",07,"*","*"
"Bolton School District","=""0120011""",04,"*","*"
"Bolton School District","=""0120011""",08,"*","*"
"Bolton School District","=""0120011""",09,7,6.6
"Bolton School District","=""0120011""",10,7,8.2
"Bolton School District","=""0120011""",11,"*","*"
"Bolton School District","=""0120011""",12,"*","*"
"Bozrah School District","=""0130011""","K","N/A","N/A"
"Bozrah School District","=""0130011""",01,"N/A","N/A"
"Bozrah School District","=""0130011""",02,"N/A","N/A"
"Bozrah School District","=""0130011""",03,"N/A","N/A"
"Bozrah School District","=""0130011""",05,"N/A","N/A"
"Bozrah School District","=""0130011""",06,"N/A","N/A"
"Bozrah School District","=""0130011""",07,"N/A","*"
"Bozrah School District","=""0130011""",04,"N/A","N/A"
"Bozrah School District","=""0130011""",08,"N/A","N/A"
"Bozrah School District","=""0130011""",12,"N/A","*"
"Branford School District","=""0140011""","K","N/A","N/A"
"Branford School District","=""0140011""",01,"N/A","N/A"
"Branford School District","=""0140011""",02,"*","*"
"Branford School District","=""0140011""",03,"N/A","N/A"
"Branford School District","=""0140011""",05,14,5.7
"Branford School District","=""0140011""",06,16,5.9
"Branford School District","=""0140011""",07,28,10.8
"Branford School District","=""0140011""",04,"*","*"
"Branford School District","=""0140011""",08,23,8.6
"Branford School District","=""0140011""",09,32,10.6
"Branford School District","=""0140011""",10,26,9.4
"Branford School District","=""0140011""",11,49,18.8
"Branford School District","=""0140011""",12,47,16.4
"Bridgeport Achievement First District","=""2850013""","K",21,24.4
"Bridgeport Achievement First District","=""2850013""",05,34,40.0
"Bridgeport Achievement First District","=""2850013""",06,41,50.6
"Bridgeport Achievement First District","=""2850013""",07,29,38.7
"Bridgeport Achievement First District","=""2850013""",08,28,41.8
"Bridgeport School District","=""0150011""","K","*","*"
"Bridgeport School District","=""0150011""",01,98,5.3
"Bridgeport School District","=""0150011""",02,112,6.6
"Bridgeport School District","=""0150011""",03,185,10.8
"Bridgeport School District","=""0150011""",05,230,14.3
"Bridgeport School District","=""0150011""",06,216,15.3
"Bridgeport School District","=""0150011""",07,449,30.0
"Bridgeport School District","=""0150011""",04,190,11.7
"Bridgeport School District","=""0150011""",08,374,27.1
"Bridgeport School District","=""0150011""",09,676,46.5
"Bridgeport School District","=""0150011""",10,388,34.5
"Bridgeport School District","=""0150011""",11,380,30.9
"Bridgeport School District","=""0150011""",12,254,22.2
"Bridgeport School District","=""0150011""","Not Available","*","*"
"Bristol School District","=""0170011""","K","*","*"
"Bristol School District","=""0170011""",01,16,2.7
"Bristol School District","=""0170011""",02,19,3.0
"Bristol School District","=""0170011""",03,"*","*"
"Bristol School District","=""0170011""",05,33,5.5
"Bristol School District","=""0170011""",06,55,8.6
"Bristol School District","=""0170011""",07,86,12.9
"Bristol School District","=""0170011""",04,28,4.5
"Bristol School District","=""0170011""",08,108,16.0
"Bristol School District","=""0170011""",09,150,18.7
"Bristol School District","=""0170011""",10,96,15.8
"Bristol School District","=""0170011""",11,99,15.7
"Bristol School District","=""0170011""",12,80,12.1
"Brookfield School District","=""0180011""","K","N/A","N/A"
"Brookfield School District","=""0180011""",01,"N/A","N/A"
"Brookfield School District","=""0180011""",02,"N/A","N/A"
"Brookfield School District","=""0180011""",03,"N/A","N/A"
"Brookfield School District","=""0180011""",05,"*","*"
"Brookfield School District","=""0180011""",06,10,4.2
"Brookfield School District","=""0180011""",07,"*","*"
"Brookfield School District","=""0180011""",04,"N/A","N/A"
"Brookfield School District","=""0180011""",08,"*","*"
"Brookfield School District","=""0180011""",09,6,2.5
"Brookfield School District","=""0180011""",10,13,5.4
"Brookfield School District","=""0180011""",11,9,3.5
"Brookfield School District","=""0180011""",12,14,5.4
"Brooklyn School District","=""0190011""","K","N/A","N/A"
"Brooklyn School District","=""0190011""",01,"N/A","N/A"
"Brooklyn School District","=""0190011""",02,"*","*"
"Brooklyn School District","=""0190011""",03,"N/A","N/A"
"Brooklyn School District","=""0190011""",05,"*","*"
"Brooklyn School District","=""0190011""",06,10,9.3
"Brooklyn School District","=""0190011""",07,17,16.8
"Brooklyn School District","=""0190011""",04,"N/A","N/A"
"Brooklyn School District","=""0190011""",08,19,20.0
"Brooklyn School District","=""0190011""",09,"N/A","*"
"Brooklyn School District","=""0190011""",10,"N/A","*"
"Brooklyn School District","=""0190011""",12,"N/A","*"
"Canaan School District","=""0210011""","K","N/A","*"
"Canaan School District","=""0210011""",01,"N/A","*"
"Canaan School District","=""0210011""",02,"N/A","*"
"Canaan School District","=""0210011""",03,"N/A","*"
"Canaan School District","=""0210011""",05,"N/A","*"
"Canaan School District","=""0210011""",06,"N/A","*"
"Canaan School District","=""0210011""",07,"N/A","*"
"Canaan School District","=""0210011""",04,"N/A","*"
"Canaan School District","=""0210011""",08,"N/A","*"
"Canterbury School District","=""0220011""","K","N/A","N/A"
"Canterbury School District","=""0220011""",01,"N/A","N/A"
"Canterbury School District","=""0220011""",02,"N/A","N/A"
"Canterbury School District","=""0220011""",03,"*","*"
"Canterbury School District","=""0220011""",05,6,12.5
"Canterbury School District","=""0220011""",06,"*","*"
"Canterbury School District","=""0220011""",07,"*","*"
"Canterbury School District","=""0220011""",04,"*","*"
"Canterbury School District","=""0220011""",08,13,21.0
"Canterbury School District","=""0220011""",09,"N/A","*"
"Canterbury School District","=""0220011""",10,"N/A","*"
"Canterbury School District","=""0220011""",11,"N/A","*"
"Canton School District","=""0230011""","K","N/A","N/A"
"Canton School District","=""0230011""",01,"N/A","N/A"
"Canton School District","=""0230011""",02,"N/A","N/A"
"Canton School District","=""0230011""",03,"*","*"
"Canton School District","=""0230011""",05,"*","*"
"Canton School District","=""0230011""",06,"*","*"
"Canton School District","=""0230011""",07,7,5.8
"Canton School District","=""0230011""",04,"*","*"
"Canton School District","=""0230011""",08,"*","*"
"Canton School District","=""0230011""",09,"*","*"
"Canton School District","=""0230011""",10,"*","*"
"Canton School District","=""0230011""",11,"*","*"
"Canton School District","=""0230011""",12,"*","*"
"Capitol Region Education Council","=""2410014""","K","N/A","N/A"
"Capitol Region Education Council","=""2410014""",01,"N/A","N/A"
"Capitol Region Education Council","=""2410014""",02,"N/A","N/A"
"Capitol Region Education Council","=""2410014""",03,"N/A","N/A"
"Capitol Region Education Council","=""2410014""",05,"N/A","N/A"
"Capitol Region Education Council","=""2410014""",06,"*","*"
"Capitol Region Education Council","=""2410014""",07,86,17.5
"Capitol Region Education Council","=""2410014""",04,"*","*"
"Capitol Region Education Council","=""2410014""",08,88,20.1
"Capitol Region Education Council","=""2410014""",09,58,12.6
"Capitol Region Education Council","=""2410014""",10,56,15.5
"Capitol Region Education Council","=""2410014""",11,61,17.9
"Capitol Region Education Council","=""2410014""",12,59,18.0
"Chaplin School District","=""0240011""","K","N/A","N/A"
"Chaplin School District","=""0240011""",01,"*","*"
"Chaplin School District","=""0240011""",02,"N/A","N/A"
"Chaplin School District","=""0240011""",03,"N/A","N/A"
"Chaplin School District","=""0240011""",05,"N/A","N/A"
"Chaplin School District","=""0240011""",06,"N/A","N/A"
"Chaplin School District","=""0240011""",04,"N/A","N/A"
"Charter School for Young Children on Asylum Hill District","=""2870013""","K","N/A","N/A"
"Charter School for Young Children on Asylum Hill District","=""2870013""",01,"N/A","N/A"
"Charter School for Young Children on Asylum Hill District","=""2870013""",02,"N/A","N/A"
"Cheshire School District","=""0250011""","K","N/A","N/A"
"Cheshire School District","=""0250011""",01,"N/A","N/A"
"Cheshire School District","=""0250011""",02,"N/A","N/A"
"Cheshire School District","=""0250011""",03,"*","*"
"Cheshire School District","=""0250011""",05,"*","*"
"Cheshire School District","=""0250011""",06,"*","*"
"Cheshire School District","=""0250011""",07,11,2.9
"Cheshire School District","=""0250011""",04,"N/A","N/A"
"Cheshire School District","=""0250011""",08,10,2.4
"Cheshire School District","=""0250011""",09,14,3.7
"Cheshire School District","=""0250011""",10,23,6.1
"Cheshire School District","=""0250011""",11,25,6.0
"Cheshire School District","=""0250011""",12,33,8.6
"Chester School District","=""0260011""","K","N/A","N/A"
"Chester School District","=""0260011""",01,"N/A","N/A"
"Chester School District","=""0260011""",02,"*","*"
"Chester School District","=""0260011""",03,"*","*"
"Chester School District","=""0260011""",05,"N/A","N/A"
"Chester School District","=""0260011""",06,"N/A","N/A"
"Chester School District","=""0260011""",04,"N/A","N/A"
"Clinton School District","=""0270011""","K","*","*"
"Clinton School District","=""0270011""",01,"*","*"
"Clinton School District","=""0270011""",02,"N/A","N/A"
"Clinton School District","=""0270011""",03,"N/A","N/A"
"Clinton School District","=""0270011""",05,"*","*"
"Clinton School District","=""0270011""",06,"*","*"
"Clinton School District","=""0270011""",07,8,4.8
"Clinton School District","=""0270011""",04,"*","*"
"Clinton School District","=""0270011""",08,14,7.8
"Clinton School District","=""0270011""",09,26,17.6
"Clinton School District","=""0270011""",10,14,9.9
"Clinton School District","=""0270011""",11,21,16.5
"Clinton School District","=""0270011""",12,31,20.8
"Colchester School District","=""0280011""","K","N/A","N/A"
"Colchester School District","=""0280011""",01,"*","*"
"Colchester School District","=""0280011""",02,"*","*"
"Colchester School District","=""0280011""",03,"*","*"
"Colchester School District","=""0280011""",05,6,2.5
"Colchester School District","=""0280011""",06,8,3.6
"Colchester School District","=""0280011""",07,12,5.0
"Colchester School District","=""0280011""",04,"N/A","N/A"
"Colchester School District","=""0280011""",08,18,7.3
"Colchester School District","=""0280011""",09,16,6.5
"Colchester School District","=""0280011""",10,28,11.2
"Colchester School District","=""0280011""",11,20,8.2
"Colchester School District","=""0280011""",12,35,13.1
"Colebrook School District","=""0290011""","K","N/A","*"
"Colebrook School District","=""0290011""",01,"N/A","*"
"Colebrook School District","=""0290011""",02,"*","*"
"Colebrook School District","=""0290011""",03,"N/A","*"
"Colebrook School District","=""0290011""",05,"N/A","*"
"Colebrook School District","=""0290011""",06,"N/A","*"
"Colebrook School District","=""0290011""",04,"*","*"
"Columbia School District","=""0300011""","K","N/A","N/A"
"Columbia School District","=""0300011""",01,"N/A","N/A"
"Columbia School District","=""0300011""",02,"N/A","N/A"
"Columbia School District","=""0300011""",03,"N/A","N/A"
"Columbia School District","=""0300011""",05,"*","*"
"Columbia School District","=""0300011""",06,"*","*"
"Columbia School District","=""0300011""",07,"*","*"
"Columbia School District","=""0300011""",04,"*","*"
"Columbia School District","=""0300011""",08,"N/A","N/A"
"Columbia School District","=""0300011""",12,"N/A","*"
"Common Ground High School District","=""2680013""",09,8,16.0
"Common Ground High School District","=""2680013""",10,6,15.0
"Common Ground High School District","=""2680013""",11,"N/A","N/A"
"Common Ground High School District","=""2680013""",12,"N/A","N/A"
"Connecticut Technical High School System","=""9000016""",09,623,21.4
"Connecticut Technical High School System","=""9000016""",10,655,23.7
"Connecticut Technical High School System","=""9000016""",11,663,25.7
"Connecticut Technical High School System","=""9000016""",12,"*","*"
"Connecticut Technical High School System","=""9000016""","Not Available","*","*"
"Cooperative Educational Services","=""2430014""","K","N/A","N/A"
"Cooperative Educational Services","=""2430014""",01,"*","*"
"Cooperative Educational Services","=""2430014""",02,"*","*"
"Cooperative Educational Services","=""2430014""",03,8,11.6
"Cooperative Educational Services","=""2430014""",05,14,22.6
"Cooperative Educational Services","=""2430014""",06,6,9.5
"Cooperative Educational Services","=""2430014""",07,"*","*"
"Cooperative Educational Services","=""2430014""",04,"*","*"
"Cooperative Educational Services","=""2430014""",08,12,18.8
"Cooperative Educational Services","=""2430014""",09,7,23.3
"Cooperative Educational Services","=""2430014""",10,"*","*"
"Cooperative Educational Services","=""2430014""",11,"*","*"
"Cooperative Educational Services","=""2430014""",12,"*","*"
"Cornwall School District","=""0310011""","K","N/A","*"
"Cornwall School District","=""0310011""",01,"N/A","*"
"Cornwall School District","=""0310011""",02,"N/A","*"
"Cornwall School District","=""0310011""",03,"*","*"
"Cornwall School District","=""0310011""",05,"N/A","*"
"Cornwall School District","=""0310011""",06,"N/A","*"
"Cornwall School District","=""0310011""",07,"N/A","*"
"Cornwall School District","=""0310011""",04,"N/A","*"
"Cornwall School District","=""0310011""",08,"*","*"
"Coventry School District","=""0320011""","K","N/A","N/A"
"Coventry School District","=""0320011""",01,"N/A","N/A"
"Coventry School District","=""0320011""",02,"N/A","N/A"
"Coventry School District","=""0320011""",03,"*","*"
"Coventry School District","=""0320011""",05,8,5.3
"Coventry School District","=""0320011""",06,10,6.3
"Coventry School District","=""0320011""",07,12,7.9
"Coventry School District","=""0320011""",04,"*","*"
"Coventry School District","=""0320011""",08,21,13.5
"Coventry School District","=""0320011""",09,24,19.5
"Coventry School District","=""0320011""",10,32,22.9
"Coventry School District","=""0320011""",11,39,27.5
"Coventry School District","=""0320011""",12,35,21.7
"Cromwell School District","=""0330011""","K","N/A","N/A"
"Cromwell School District","=""0330011""",01,"*","*"
"Cromwell School District","=""0330011""",02,"*","*"
"Cromwell School District","=""0330011""",03,"*","*"
"Cromwell School District","=""0330011""",05,"*","*"
"Cromwell School District","=""0330011""",06,20,12.0
"Cromwell School District","=""0330011""",07,29,17.3
"Cromwell School District","=""0330011""",04,"*","*"
"Cromwell School District","=""0330011""",08,18,12.6
"Cromwell School District","=""0330011""",09,28,20.3
"Cromwell School District","=""0330011""",10,25,17.7
"Cromwell School District","=""0330011""",11,24,16.1
"Cromwell School District","=""0330011""",12,35,20.7
"Danbury School District","=""0340011""","K",7,0.8
"Danbury School District","=""0340011""",01,12,1.4
"Danbury School District","=""0340011""",02,10,1.1
"Danbury School District","=""0340011""",03,22,2.6
"Danbury School District","=""0340011""",05,29,3.7
"Danbury School District","=""0340011""",06,97,12.8
"Danbury School District","=""0340011""",07,100,13.8
"Danbury School District","=""0340011""",04,27,3.4
"Danbury School District","=""0340011""",08,125,16.7
"Danbury School District","=""0340011""",09,152,20.6
"Danbury School District","=""0340011""",10,203,24.7
"Danbury School District","=""0340011""",11,203,29.1
"Danbury School District","=""0340011""",12,137,19.5
"Darien School District","=""0350011""","K","N/A","N/A"
"Darien School District","=""0350011""",01,"N/A","N/A"
"Darien School District","=""0350011""",02,"N/A","N/A"
"Darien School District","=""0350011""",03,"*","*"
"Darien School District","=""0350011""",05,"N/A","N/A"
"Darien School District","=""0350011""",06,"*","*"
"Darien School District","=""0350011""",07,10,2.5
"Darien School District","=""0350011""",04,"*","*"
"Darien School District","=""0350011""",08,"*","*"
"Darien School District","=""0350011""",09,8,2.2
"Darien School District","=""0350011""",10,6,1.8
"Darien School District","=""0350011""",11,17,5.4
"Darien School District","=""0350011""",12,12,3.7
"Deep River School District","=""0360011""","K","N/A","N/A"
"Deep River School District","=""0360011""",01,"N/A","N/A"
"Deep River School District","=""0360011""",02,"*","*"
"Deep River School District","=""0360011""",03,"*","*"
"Deep River School District","=""0360011""",05,"*","*"
"Deep River School District","=""0360011""",06,"N/A","N/A"
"Deep River School District","=""0360011""",04,"N/A","N/A"
"Department of Mental Health and Addiction Services","=""3370015""",11,"N/A","*"
"Department of Mental Health and Addiction Services","=""3370015""",12,"N/A","*"
"Derby School District","=""0370011""","K","*","*"
"Derby School District","=""0370011""",01,"*","*"
"Derby School District","=""0370011""",02,"*","*"
"Derby School District","=""0370011""",03,"*","*"
"Derby School District","=""0370011""",05,6,4.6
"Derby School District","=""0370011""",06,"*","*"
"Derby School District","=""0370011""",07,"*","*"
"Derby School District","=""0370011""",04,6,5.1
"Derby School District","=""0370011""",08,"*","*"
"Derby School District","=""0370011""",09,44,40.4
"Derby School District","=""0370011""",10,33,39.8
"Derby School District","=""0370011""",11,26,28.0
"Derby School District","=""0370011""",12,26,25.5
"East Granby School District","=""0400011""","K","N/A","N/A"
"East Granby School District","=""0400011""",01,"*","*"
"East Granby School District","=""0400011""",02,"N/A","N/A"
"East Granby School District","=""0400011""",03,"N/A","N/A"
"East Granby School District","=""0400011""",05,"*","*"
"East Granby School District","=""0400011""",06,"*","*"
"East Granby School District","=""0400011""",07,"*","*"
"East Granby School District","=""0400011""",04,"N/A","N/A"
"East Granby School District","=""0400011""",08,"*","*"
"East Granby School District","=""0400011""",09,"*","*"
"East Granby School District","=""0400011""",10,"*","*"
"East Granby School District","=""0400011""",11,8,12.3
"East Granby School District","=""0400011""",12,8,10.3
"East Haddam School District","=""0410011""","K","N/A","N/A"
"East Haddam School District","=""0410011""",01,"N/A","N/A"
"East Haddam School District","=""0410011""",02,"N/A","N/A"
"East Haddam School District","=""0410011""",03,"*","*"
"East Haddam School District","=""0410011""",05,"N/A","N/A"
"East Haddam School District","=""0410011""",06,"*","*"
"East Haddam School District","=""0410011""",07,"*","*"
"East Haddam School District","=""0410011""",04,"N/A","N/A"
"East Haddam School District","=""0410011""",08,7,5.2
"East Haddam School District","=""0410011""",09,"*","*"
"East Haddam School District","=""0410011""",10,"*","*"
"East Haddam School District","=""0410011""",11,10,10.0
"East Haddam School District","=""0410011""",12,"*","*"
"East Hampton School District","=""0420011""","K","N/A","N/A"
"East Hampton School District","=""0420011""",01,"N/A","N/A"
"East Hampton School District","=""0420011""",02,"N/A","N/A"
"East Hampton School District","=""0420011""",03,"N/A","N/A"
"East Hampton School District","=""0420011""",05,"N/A","N/A"
"East Hampton School District","=""0420011""",06,"*","*"
"East Hampton School District","=""0420011""",07,"*","*"
"East Hampton School District","=""0420011""",04,"*","*"
"East Hampton School District","=""0420011""",08,11,6.8
"East Hampton School District","=""0420011""",09,"*","*"
"East Hampton School District","=""0420011""",10,12,8.4
"East Hampton School District","=""0420011""",11,20,12.3
"East Hampton School District","=""0420011""",12,10,7.1
"East Hartford School District","=""0430011""","K",29,5.3
"East Hartford School District","=""0430011""",01,26,4.9
"East Hartford School District","=""0430011""",02,30,5.3
"East Hartford School District","=""0430011""",03,46,8.9
"East Hartford School District","=""0430011""",05,87,16.2
"East Hartford School District","=""0430011""",06,103,21.5
"East Hartford School District","=""0430011""",07,185,37.8
"East Hartford School District","=""0430011""",04,56,9.9
"East Hartford School District","=""0430011""",08,196,37.1
"East Hartford School District","=""0430011""",09,319,48.3
"East Hartford School District","=""0430011""",10,183,36.0
"East Hartford School District","=""0430011""",11,150,28.6
"East Hartford School District","=""0430011""",12,149,27.6
"East Haven School District","=""0440011""","K","N/A","N/A"
"East Haven School District","=""0440011""",01,"*","*"
"East Haven School District","=""0440011""",02,"*","*"
"East Haven School District","=""0440011""",03,"*","*"
"East Haven School District","=""0440011""",05,"N/A","N/A"
"East Haven School District","=""0440011""",06,32,12.0
"East Haven School District","=""0440011""",07,64,22.0
"East Haven School District","=""0440011""",04,6,2.5
"East Haven School District","=""0440011""",08,80,28.1
"East Haven School District","=""0440011""",09,75,27.6
"East Haven School District","=""0440011""",10,60,26.5
"East Haven School District","=""0440011""",11,52,25.7
"East Haven School District","=""0440011""",12,42,15.1
"East Lyme School District","=""0450011""","K","N/A","N/A"
"East Lyme School District","=""0450011""",01,"N/A","N/A"
"East Lyme School District","=""0450011""",02,"*","*"
"East Lyme School District","=""0450011""",03,"N/A","N/A"
"East Lyme School District","=""0450011""",05,10,4.8
"East Lyme School District","=""0450011""",06,7,3.3
"East Lyme School District","=""0450011""",07,12,5.5
"East Lyme School District","=""0450011""",04,"*","*"
"East Lyme School District","=""0450011""",08,16,7.5
"East Lyme School District","=""0450011""",09,7,2.4
"East Lyme School District","=""0450011""",10,"*","*"
"East Lyme School District","=""0450011""",11,25,8.5
"East Lyme School District","=""0450011""",12,17,5.0
"East Windsor School District","=""0470011""","K","N/A","N/A"
"East Windsor School District","=""0470011""",01,"*","*"
"East Windsor School District","=""0470011""",02,"*","*"
"East Windsor School District","=""0470011""",03,"*","*"
"East Windsor School District","=""0470011""",05,13,11.5
"East Windsor School District","=""0470011""",06,25,25.5
"East Windsor School District","=""0470011""",07,15,16.0
"East Windsor School District","=""0470011""",04,8,7.8
"East Windsor School District","=""0470011""",08,15,15.8
"East Windsor School District","=""0470011""",09,23,20.0
"East Windsor School District","=""0470011""",10,19,20.9
"East Windsor School District","=""0470011""",11,22,22.9
"East Windsor School District","=""0470011""",12,21,24.7
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","K","N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",01,"N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",02,"N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",03,"N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",05,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",06,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",07,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",04,"N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",08,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",09,"*","*"
