"District","District Code","Grade","Count","%"
"Avon School District","=""0040011""",06,"N/A","N/A"
"Avon School District","=""0040011""",07,11,4.0
"Avon School District","=""0040011""",08,10,3.6
"Avon School District","=""0040011""",09,12,4.1
"Avon School District","=""0040011""",10,6,2.3
"Avon School District","=""0040011""",11,7,2.8
"Avon School District","=""0040011""",12,"*","*"
"Barkhamsted School District","=""0050011""","K","N/A","N/A"
"Barkhamsted School District","=""0050011""",01,"N/A","N/A"
"Barkhamsted School District","=""0050011""",02,"N/A","N/A"
"Barkhamsted School District","=""0050011""",03,"*","*"
"Barkhamsted School District","=""0050011""",04,"N/A","N/A"
"Barkhamsted School District","=""0050011""",05,"N/A","N/A"
"Barkhamsted School District","=""0050011""",06,"*","*"
"Berlin School District","=""0070011""","K","N/A","N/A"
"Berlin School District","=""0070011""",01,"*","*"
"Berlin School District","=""0070011""",02,"N/A","N/A"
"Berlin School District","=""0070011""",03,"N/A","N/A"
"Berlin School District","=""0070011""",04,"*","*"
"Berlin School District","=""0070011""",05,"*","*"
"Berlin School District","=""0070011""",06,15,6.1
"Berlin School District","=""0070011""",07,19,8.8
"Berlin School District","=""0070011""",08,22,9.0
"Berlin School District","=""0070011""",09,6,2.7
"Berlin School District","=""0070011""",10,13,5.5
"Berlin School District","=""0070011""",11,10,4.0
"Berlin School District","=""0070011""",12,9,4.1
"Bethany School District","=""0080011""","K","*","*"
"Bethany School District","=""0080011""",01,"N/A","N/A"
"Bethany School District","=""0080011""",02,"N/A","N/A"
"Bethany School District","=""0080011""",03,"*","*"
"Bethany School District","=""0080011""",04,"N/A","N/A"
"Bethany School District","=""0080011""",05,"N/A","N/A"
"Bethany School District","=""0080011""",06,"*","*"
"Bethel School District","=""0090011""","K","N/A","N/A"
"Bethel School District","=""0090011""",01,"*","*"
"Bethel School District","=""0090011""",02,"*","*"
"Bethel School District","=""0090011""",03,"*","*"
"Bethel School District","=""0090011""",04,8,3.9
"Bethel School District","=""0090011""",05,"N/A","N/A"
"Bethel School District","=""0090011""",06,25,10.2
"Bethel School District","=""0090011""",07,22,10.2
"Bethel School District","=""0090011""",08,44,17.8
"Bethel School District","=""0090011""",09,11,5.3
"Bethel School District","=""0090011""",10,25,11.8
"Bethel School District","=""0090011""",11,17,6.8
"Bethel School District","=""0090011""",12,61,26.4
"Bloomfield School District","=""0110011""","K","*","*"
"Bloomfield School District","=""0110011""",01,"*","*"
"Bloomfield School District","=""0110011""",02,6,4.1
"Bloomfield School District","=""0110011""",03,"*","*"
"Bloomfield School District","=""0110011""",04,"*","*"
"Bloomfield School District","=""0110011""",05,8,6.8
"Bloomfield School District","=""0110011""",06,28,21.9
"Bloomfield School District","=""0110011""",07,19,13.7
"Bloomfield School District","=""0110011""",08,26,18.2
"Bloomfield School District","=""0110011""",09,53,32.5
"Bloomfield School District","=""0110011""",10,29,16.6
"Bloomfield School District","=""0110011""",11,20,13.1
"Bloomfield School District","=""0110011""",12,32,18.6
"Bolton School District","=""0120011""","K","N/A","N/A"
"Bolton School District","=""0120011""",01,"N/A","N/A"
"Bolton School District","=""0120011""",02,"N/A","N/A"
"Bolton School District","=""0120011""",03,"N/A","N/A"
"Bolton School District","=""0120011""",04,"*","*"
"Bolton School District","=""0120011""",05,"N/A","N/A"
"Bolton School District","=""0120011""",06,"*","*"
"Bolton School District","=""0120011""",07,"*","*"
"Bolton School District","=""0120011""",08,"*","*"
"Bolton School District","=""0120011""",09,11,12.8
"Bolton School District","=""0120011""",10,6,9.0
"Bolton School District","=""0120011""",11,"*","*"
"Bolton School District","=""0120011""",12,7,8.3
"Booker T. Washington Academy District","=""2950013""","K","*","*"
"Booker T. Washington Academy District","=""2950013""",01,"*","*"
"Bozrah School District","=""0130011""","K","N/A","*"
"Bozrah School District","=""0130011""",01,"*","*"
"Bozrah School District","=""0130011""",02,"N/A","N/A"
"Bozrah School District","=""0130011""",03,"N/A","N/A"
"Bozrah School District","=""0130011""",04,"N/A","N/A"
"Bozrah School District","=""0130011""",05,"*","*"
"Bozrah School District","=""0130011""",06,"N/A","*"
"Bozrah School District","=""0130011""",07,"*","*"
"Bozrah School District","=""0130011""",08,"N/A","N/A"
"Bozrah School District","=""0130011""",12,"N/A","*"
"Branford School District","=""0140011""","K","N/A","N/A"
"Branford School District","=""0140011""",01,"N/A","N/A"
"Branford School District","=""0140011""",02,"N/A","N/A"
"Branford School District","=""0140011""",03,"*","*"
"Branford School District","=""0140011""",04,"N/A","N/A"
"Branford School District","=""0140011""",05,11,4.9
"Branford School District","=""0140011""",06,14,6.5
"Branford School District","=""0140011""",07,"*","*"
"Branford School District","=""0140011""",08,16,6.7
"Branford School District","=""0140011""",09,15,6.8
"Branford School District","=""0140011""",10,35,13.8
"Branford School District","=""0140011""",11,32,12.3
"Branford School District","=""0140011""",12,25,9.9
"Brass City Charter School District","=""2900013""","K","*","*"
"Brass City Charter School District","=""2900013""",01,"*","*"
"Brass City Charter School District","=""2900013""",02,"*","*"
"Bridgeport Achievement First District","=""2850013""","K",17,19.3
"Bridgeport Achievement First District","=""2850013""",01,10,11.1
"Bridgeport Achievement First District","=""2850013""",02,10,11.0
"Bridgeport Achievement First District","=""2850013""",03,22,22.9
"Bridgeport Achievement First District","=""2850013""",04,8,8.9
"Bridgeport Achievement First District","=""2850013""",05,44,44.0
"Bridgeport Achievement First District","=""2850013""",06,48,52.2
"Bridgeport Achievement First District","=""2850013""",07,40,42.6
"Bridgeport Achievement First District","=""2850013""",08,38,50.7
"Bridgeport Achievement First District","=""2850013""",09,29,58.0
"Bridgeport Achievement First District","=""2850013""",10,17,41.5
"Bridgeport Achievement First District","=""2850013""",11,9,31.0
"Bridgeport Achievement First District","=""2850013""",12,9,30.0
"Bridgeport School District","=""0150011""","K","*","*"
"Bridgeport School District","=""0150011""",01,78,4.2
"Bridgeport School District","=""0150011""",02,110,6.1
"Bridgeport School District","=""0150011""",03,159,8.8
"Bridgeport School District","=""0150011""",04,181,10.7
"Bridgeport School District","=""0150011""",05,238,15.6
"Bridgeport School District","=""0150011""",06,205,14.6
"Bridgeport School District","=""0150011""",07,403,26.8
"Bridgeport School District","=""0150011""",08,353,23.7
"Bridgeport School District","=""0150011""",09,620,36.0
"Bridgeport School District","=""0150011""",10,487,34.2
"Bridgeport School District","=""0150011""",11,301,25.1
"Bridgeport School District","=""0150011""",12,165,18.8
"Bridgeport School District","=""0150011""","Not Available","*","*"
"Bristol School District","=""0170011""","K",20,3.5
"Bristol School District","=""0170011""",01,22,3.9
"Bristol School District","=""0170011""",02,18,3.0
"Bristol School District","=""0170011""",03,28,4.6
"Bristol School District","=""0170011""",04,38,5.7
"Bristol School District","=""0170011""",05,38,6.5
"Bristol School District","=""0170011""",06,61,10.1
"Bristol School District","=""0170011""",07,96,17.0
"Bristol School District","=""0170011""",08,75,11.9
"Bristol School District","=""0170011""",09,107,16.0
"Bristol School District","=""0170011""",10,62,10.6
"Bristol School District","=""0170011""",11,74,11.8
"Bristol School District","=""0170011""",12,58,9.6
"Brookfield School District","=""0180011""","K","N/A","N/A"
"Brookfield School District","=""0180011""",01,"N/A","N/A"
"Brookfield School District","=""0180011""",02,"N/A","N/A"
"Brookfield School District","=""0180011""",03,"N/A","N/A"
"Brookfield School District","=""0180011""",04,"N/A","N/A"
"Brookfield School District","=""0180011""",05,19,8.4
"Brookfield School District","=""0180011""",06,"*","*"
"Brookfield School District","=""0180011""",07,9,4.5
"Brookfield School District","=""0180011""",08,11,4.8
"Brookfield School District","=""0180011""",09,"*","*"
"Brookfield School District","=""0180011""",10,7,3.0
"Brookfield School District","=""0180011""",11,12,5.5
"Brookfield School District","=""0180011""",12,19,8.0
"Brooklyn School District","=""0190011""","K","N/A","N/A"
"Brooklyn School District","=""0190011""",01,"N/A","N/A"
"Brooklyn School District","=""0190011""",02,"N/A","N/A"
"Brooklyn School District","=""0190011""",03,"N/A","N/A"
"Brooklyn School District","=""0190011""",04,"N/A","N/A"
"Brooklyn School District","=""0190011""",05,"*","*"
"Brooklyn School District","=""0190011""",06,"*","*"
"Brooklyn School District","=""0190011""",07,10,9.2
"Brooklyn School District","=""0190011""",08,18,18.0
"Brooklyn School District","=""0190011""",09,"N/A","*"
"Brooklyn School District","=""0190011""",10,"N/A","*"
"Brooklyn School District","=""0190011""",11,"N/A","*"
"Brooklyn School District","=""0190011""",12,"N/A","*"
"Canaan School District","=""0210011""","K","N/A","*"
"Canaan School District","=""0210011""",01,"N/A","*"
"Canaan School District","=""0210011""",02,"N/A","*"
"Canaan School District","=""0210011""",03,"N/A","*"
"Canaan School District","=""0210011""",04,"N/A","*"
"Canaan School District","=""0210011""",05,"N/A","*"
"Canaan School District","=""0210011""",06,"N/A","*"
"Canaan School District","=""0210011""",07,"N/A","*"
"Canaan School District","=""0210011""",08,"N/A","*"
"Canterbury School District","=""0220011""","K","N/A","N/A"
"Canterbury School District","=""0220011""",01,"N/A","N/A"
"Canterbury School District","=""0220011""",02,"N/A","N/A"
"Canterbury School District","=""0220011""",03,"N/A","N/A"
"Canterbury School District","=""0220011""",04,"N/A","N/A"
"Canterbury School District","=""0220011""",05,"N/A","N/A"
"Canterbury School District","=""0220011""",06,"*","*"
"Canterbury School District","=""0220011""",07,"*","*"
"Canterbury School District","=""0220011""",08,"*","*"
"Canterbury School District","=""0220011""",10,"N/A","*"
"Canterbury School District","=""0220011""",12,"N/A","*"
"Canton School District","=""0230011""","K","N/A","N/A"
"Canton School District","=""0230011""",01,"*","*"
"Canton School District","=""0230011""",02,"N/A","N/A"
"Canton School District","=""0230011""",03,"N/A","N/A"
"Canton School District","=""0230011""",04,"N/A","N/A"
"Canton School District","=""0230011""",05,"N/A","N/A"
"Canton School District","=""0230011""",06,"*","*"
"Canton School District","=""0230011""",07,"*","*"
"Canton School District","=""0230011""",08,8,6.3
"Canton School District","=""0230011""",09,"*","*"
"Canton School District","=""0230011""",10,"*","*"
"Canton School District","=""0230011""",11,"N/A","N/A"
"Canton School District","=""0230011""",12,"N/A","N/A"
"Capitol Region Education Council","=""2410014""","K","*","*"
"Capitol Region Education Council","=""2410014""",01,"*","*"
"Capitol Region Education Council","=""2410014""",02,"*","*"
"Capitol Region Education Council","=""2410014""",03,7,1.8
"Capitol Region Education Council","=""2410014""",04,"*","*"
"Capitol Region Education Council","=""2410014""",05,"*","*"
"Capitol Region Education Council","=""2410014""",06,83,10.9
"Capitol Region Education Council","=""2410014""",07,105,15.3
"Capitol Region Education Council","=""2410014""",08,123,17.2
"Capitol Region Education Council","=""2410014""",09,143,19.5
"Capitol Region Education Council","=""2410014""",10,79,13.4
"Capitol Region Education Council","=""2410014""",11,57,12.5
"Capitol Region Education Council","=""2410014""",12,42,10.9
"Chaplin School District","=""0240011""","K","N/A","N/A"
"Chaplin School District","=""0240011""",01,"N/A","N/A"
"Chaplin School District","=""0240011""",02,"N/A","N/A"
"Chaplin School District","=""0240011""",03,"N/A","*"
"Chaplin School District","=""0240011""",04,"N/A","N/A"
"Chaplin School District","=""0240011""",05,"N/A","N/A"
"Chaplin School District","=""0240011""",06,"N/A","*"
"Cheshire School District","=""0250011""","K","N/A","N/A"
"Cheshire School District","=""0250011""",01,"*","*"
"Cheshire School District","=""0250011""",02,"*","*"
"Cheshire School District","=""0250011""",03,"*","*"
"Cheshire School District","=""0250011""",04,"*","*"
"Cheshire School District","=""0250011""",05,"*","*"
"Cheshire School District","=""0250011""",06,"*","*"
"Cheshire School District","=""0250011""",07,11,3.1
"Cheshire School District","=""0250011""",08,22,5.5
"Cheshire School District","=""0250011""",09,21,6.0
"Cheshire School District","=""0250011""",10,25,6.2
"Cheshire School District","=""0250011""",11,26,6.8
"Cheshire School District","=""0250011""",12,25,6.0
"Chester School District","=""0260011""","K","N/A","N/A"
"Chester School District","=""0260011""",01,"N/A","N/A"
"Chester School District","=""0260011""",02,"N/A","N/A"
"Chester School District","=""0260011""",03,"N/A","N/A"
"Chester School District","=""0260011""",04,"N/A","N/A"
"Chester School District","=""0260011""",05,"*","*"
"Chester School District","=""0260011""",06,"*","*"
"Clinton School District","=""0270011""","K","N/A","N/A"
"Clinton School District","=""0270011""",01,"N/A","N/A"
"Clinton School District","=""0270011""",02,"*","*"
"Clinton School District","=""0270011""",03,"N/A","N/A"
"Clinton School District","=""0270011""",04,"*","*"
"Clinton School District","=""0270011""",05,"*","*"
"Clinton School District","=""0270011""",06,"*","*"
"Clinton School District","=""0270011""",07,"*","*"
"Clinton School District","=""0270011""",08,"*","*"
"Clinton School District","=""0270011""",09,7,5.1
"Clinton School District","=""0270011""",10,16,12.2
"Clinton School District","=""0270011""",11,23,16.8
"Clinton School District","=""0270011""",12,20,13.8
"Colchester School District","=""0280011""","K","N/A","N/A"
"Colchester School District","=""0280011""",01,"N/A","N/A"
"Colchester School District","=""0280011""",02,"N/A","N/A"
"Colchester School District","=""0280011""",03,"*","*"
"Colchester School District","=""0280011""",04,"*","*"
"Colchester School District","=""0280011""",05,"*","*"
"Colchester School District","=""0280011""",06,7,3.4
"Colchester School District","=""0280011""",07,6,3.1
"Colchester School District","=""0280011""",08,17,7.2
"Colchester School District","=""0280011""",09,19,8.6
"Colchester School District","=""0280011""",10,17,8.1
"Colchester School District","=""0280011""",11,18,8.5
"Colchester School District","=""0280011""",12,23,9.7
"Colebrook School District","=""0290011""","K","N/A","*"
"Colebrook School District","=""0290011""",01,"N/A","*"
"Colebrook School District","=""0290011""",02,"N/A","*"
"Colebrook School District","=""0290011""",03,"N/A","*"
"Colebrook School District","=""0290011""",04,"*","*"
"Colebrook School District","=""0290011""",05,"*","*"
"Colebrook School District","=""0290011""",06,"N/A","*"
"Columbia School District","=""0300011""","K","*","*"
"Columbia School District","=""0300011""",01,"*","*"
"Columbia School District","=""0300011""",02,"N/A","N/A"
"Columbia School District","=""0300011""",03,"*","*"
"Columbia School District","=""0300011""",04,"*","*"
"Columbia School District","=""0300011""",05,"*","*"
"Columbia School District","=""0300011""",06,"N/A","N/A"
"Columbia School District","=""0300011""",07,"*","*"
"Columbia School District","=""0300011""",08,10,17.2
"Columbia School District","=""0300011""",10,"N/A","*"
"Columbia School District","=""0300011""",11,"N/A","*"
"Columbia School District","=""0300011""",12,"N/A","*"
"Common Ground High School District","=""2680013""",09,9,16.7
"Common Ground High School District","=""2680013""",10,"*","*"
"Common Ground High School District","=""2680013""",11,"N/A","N/A"
"Common Ground High School District","=""2680013""",12,"*","*"
"Connecticut Technical High School System","=""9000016""",09,353,12.3
"Connecticut Technical High School System","=""9000016""",10,422,15.4
"Connecticut Technical High School System","=""9000016""",11,460,18.1
"Connecticut Technical High School System","=""9000016""",12,423,17.3
"Cooperative Educational Services","=""2430014""","K","N/A","N/A"
"Cooperative Educational Services","=""2430014""",01,"N/A","N/A"
"Cooperative Educational Services","=""2430014""",02,"*","*"
"Cooperative Educational Services","=""2430014""",03,"*","*"
"Cooperative Educational Services","=""2430014""",04,"*","*"
"Cooperative Educational Services","=""2430014""",05,"*","*"
"Cooperative Educational Services","=""2430014""",06,7,12.7
"Cooperative Educational Services","=""2430014""",07,13,21.0
"Cooperative Educational Services","=""2430014""",08,"*","*"
"Cooperative Educational Services","=""2430014""",09,6,18.8
"Cooperative Educational Services","=""2430014""",10,"*","*"
"Cooperative Educational Services","=""2430014""",11,"*","*"
"Cooperative Educational Services","=""2430014""",12,7,9.7
"Cornwall School District","=""0310011""","K","N/A","*"
"Cornwall School District","=""0310011""",01,"N/A","*"
"Cornwall School District","=""0310011""",02,"*","*"
"Cornwall School District","=""0310011""",03,"*","*"
"Cornwall School District","=""0310011""",04,"N/A","*"
"Cornwall School District","=""0310011""",05,"N/A","*"
"Cornwall School District","=""0310011""",06,"*","*"
"Cornwall School District","=""0310011""",07,"*","*"
"Cornwall School District","=""0310011""",08,"N/A","*"
"Coventry School District","=""0320011""","K","N/A","N/A"
"Coventry School District","=""0320011""",01,"*","*"
"Coventry School District","=""0320011""",02,"*","*"
"Coventry School District","=""0320011""",03,"*","*"
"Coventry School District","=""0320011""",04,7,5.7
"Coventry School District","=""0320011""",05,"*","*"
"Coventry School District","=""0320011""",06,"*","*"
"Coventry School District","=""0320011""",07,"*","*"
"Coventry School District","=""0320011""",08,8,6.7
"Coventry School District","=""0320011""",09,8,6.8
"Coventry School District","=""0320011""",10,"*","*"
"Coventry School District","=""0320011""",11,8,6.0
"Coventry School District","=""0320011""",12,6,4.9
"Cromwell School District","=""0330011""","K","*","*"
"Cromwell School District","=""0330011""",01,6,4.2
"Cromwell School District","=""0330011""",02,"*","*"
"Cromwell School District","=""0330011""",03,7,4.5
"Cromwell School District","=""0330011""",04,12,6.9
"Cromwell School District","=""0330011""",05,9,5.6
"Cromwell School District","=""0330011""",06,11,7.3
"Cromwell School District","=""0330011""",07,13,8.8
"Cromwell School District","=""0330011""",08,22,13.8
"Cromwell School District","=""0330011""",09,10,6.8
"Cromwell School District","=""0330011""",10,17,11.0
"Cromwell School District","=""0330011""",11,10,7.0
"Cromwell School District","=""0330011""",12,18,13.6
"Danbury School District","=""0340011""","K","*","*"
"Danbury School District","=""0340011""",01,8,0.9
"Danbury School District","=""0340011""",02,6,0.7
"Danbury School District","=""0340011""",03,11,1.3
"Danbury School District","=""0340011""",04,9,1.0
"Danbury School District","=""0340011""",05,18,2.2
"Danbury School District","=""0340011""",06,67,7.9
"Danbury School District","=""0340011""",07,77,9.6
"Danbury School District","=""0340011""",08,103,13.0
"Danbury School District","=""0340011""",09,289,32.7
"Danbury School District","=""0340011""",10,217,28.3
"Danbury School District","=""0340011""",11,151,22.5
"Danbury School District","=""0340011""",12,140,19.5
"Danbury School District","=""0340011""","Not Available","*","*"
"Darien School District","=""0350011""","K","N/A","N/A"
"Darien School District","=""0350011""",01,"*","*"
"Darien School District","=""0350011""",02,"N/A","N/A"
"Darien School District","=""0350011""",03,"*","*"
"Darien School District","=""0350011""",04,"N/A","N/A"
"Darien School District","=""0350011""",05,"*","*"
"Darien School District","=""0350011""",06,"N/A","N/A"
"Darien School District","=""0350011""",07,"*","*"
"Darien School District","=""0350011""",08,"*","*"
"Darien School District","=""0350011""",09,"*","*"
"Darien School District","=""0350011""",10,8,2.3
"Darien School District","=""0350011""",11,6,1.8
"Darien School District","=""0350011""",12,22,6.4
"Deep River School District","=""0360011""","K","N/A","N/A"
"Deep River School District","=""0360011""",01,"N/A","N/A"
"Deep River School District","=""0360011""",02,"*","*"
"Deep River School District","=""0360011""",03,"*","*"
"Deep River School District","=""0360011""",04,"*","*"
"Deep River School District","=""0360011""",05,"N/A","N/A"
"Deep River School District","=""0360011""",06,"*","*"
"Department of Mental Health and Addiction Services","=""3370015""",11,"N/A","*"
"Department of Mental Health and Addiction Services","=""3370015""",12,"N/A","*"
"Derby School District","=""0370011""","K","*","*"
"Derby School District","=""0370011""",01,"*","*"
"Derby School District","=""0370011""",02,12,9.6
"Derby School District","=""0370011""",03,6,4.4
"Derby School District","=""0370011""",04,"*","*"
"Derby School District","=""0370011""",05,8,6.8
"Derby School District","=""0370011""",06,22,19.0
"Derby School District","=""0370011""",07,25,24.3
"Derby School District","=""0370011""",08,26,21.0
"Derby School District","=""0370011""",09,24,23.3
"Derby School District","=""0370011""",10,16,16.7
"Derby School District","=""0370011""",11,19,22.4
"Derby School District","=""0370011""",12,20,21.3
"East Granby School District","=""0400011""","K","N/A","N/A"
"East Granby School District","=""0400011""",01,"N/A","N/A"
"East Granby School District","=""0400011""",02,"*","*"
"East Granby School District","=""0400011""",03,"N/A","N/A"
"East Granby School District","=""0400011""",04,"N/A","N/A"
"East Granby School District","=""0400011""",05,"N/A","N/A"
"East Granby School District","=""0400011""",06,"*","*"
"East Granby School District","=""0400011""",07,"*","*"
"East Granby School District","=""0400011""",08,"*","*"
"East Granby School District","=""0400011""",09,"*","*"
"East Granby School District","=""0400011""",10,8,12.9
"East Granby School District","=""0400011""",11,8,11.0
"East Granby School District","=""0400011""",12,10,14.9
"East Haddam School District","=""0410011""","K","*","*"
"East Haddam School District","=""0410011""",01,"*","*"
"East Haddam School District","=""0410011""",02,"*","*"
"East Haddam School District","=""0410011""",03,"N/A","N/A"
"East Haddam School District","=""0410011""",04,"*","*"
"East Haddam School District","=""0410011""",05,"*","*"
"East Haddam School District","=""0410011""",06,"*","*"
"East Haddam School District","=""0410011""",07,"*","*"
"East Haddam School District","=""0410011""",08,8,8.5
"East Haddam School District","=""0410011""",09,"*","*"
"East Haddam School District","=""0410011""",10,"*","*"
"East Haddam School District","=""0410011""",11,"N/A","N/A"
"East Haddam School District","=""0410011""",12,"*","*"
"East Hampton School District","=""0420011""","K","N/A","N/A"
"East Hampton School District","=""0420011""",01,"N/A","N/A"
"East Hampton School District","=""0420011""",02,"N/A","N/A"
"East Hampton School District","=""0420011""",03,"*","*"
"East Hampton School District","=""0420011""",04,"N/A","N/A"
"East Hampton School District","=""0420011""",05,"N/A","N/A"
"East Hampton School District","=""0420011""",06,"*","*"
"East Hampton School District","=""0420011""",07,"*","*"
"East Hampton School District","=""0420011""",08,9,5.8
"East Hampton School District","=""0420011""",09,7,6.4
"East Hampton School District","=""0420011""",10,6,4.6
"East Hampton School District","=""0420011""",11,10,6.9
"East Hampton School District","=""0420011""",12,"*","*"
"East Hartford School District","=""0430011""","K",11,2.2
"East Hartford School District","=""0430011""",01,22,3.9
"East Hartford School District","=""0430011""",02,12,2.3
"East Hartford School District","=""0430011""",03,23,4.4
"East Hartford School District","=""0430011""",04,48,9.0
"East Hartford School District","=""0430011""",05,44,8.8
"East Hartford School District","=""0430011""",06,59,12.6
"East Hartford School District","=""0430011""",07,121,24.8
"East Hartford School District","=""0430011""",08,121,22.7
"East Hartford School District","=""0430011""",09,238,42.5
"East Hartford School District","=""0430011""",10,162,31.0
"East Hartford School District","=""0430011""",11,113,22.7
"East Hartford School District","=""0430011""",12,159,28.2
"East Haven School District","=""0440011""","K","N/A","N/A"
"East Haven School District","=""0440011""",01,"*","*"
"East Haven School District","=""0440011""",02,"N/A","N/A"
"East Haven School District","=""0440011""",03,"N/A","N/A"
"East Haven School District","=""0440011""",04,"*","*"
"East Haven School District","=""0440011""",05,"*","*"
"East Haven School District","=""0440011""",06,24,9.6
"East Haven School District","=""0440011""",07,35,14.1
"East Haven School District","=""0440011""",08,36,16.0
"East Haven School District","=""0440011""",09,30,11.7
"East Haven School District","=""0440011""",10,26,10.7
"East Haven School District","=""0440011""",11,16,7.4
"East Haven School District","=""0440011""",12,13,6.6
"East Lyme School District","=""0450011""","K","N/A","N/A"
"East Lyme School District","=""0450011""",01,"*","*"
"East Lyme School District","=""0450011""",02,"N/A","N/A"
"East Lyme School District","=""0450011""",03,"*","*"
"East Lyme School District","=""0450011""",04,"*","*"
"East Lyme School District","=""0450011""",05,11,5.3
"East Lyme School District","=""0450011""",06,13,6.0
"East Lyme School District","=""0450011""",07,12,5.2
"East Lyme School District","=""0450011""",08,23,11.0
"East Lyme School District","=""0450011""",09,7,2.4
"East Lyme School District","=""0450011""",10,"*","*"
"East Lyme School District","=""0450011""",11,12,4.8
"East Lyme School District","=""0450011""",12,9,3.1
"East Windsor School District","=""0470011""","K","N/A","N/A"
"East Windsor School District","=""0470011""",01,"N/A","N/A"
"East Windsor School District","=""0470011""",02,"*","*"
"East Windsor School District","=""0470011""",03,"N/A","N/A"
"East Windsor School District","=""0470011""",04,"*","*"
"East Windsor School District","=""0470011""",05,16,18.2
"East Windsor School District","=""0470011""",06,"*","*"
"East Windsor School District","=""0470011""",07,14,17.5
"East Windsor School District","=""0470011""",08,10,12.7
"East Windsor School District","=""0470011""",09,11,11.0
"East Windsor School District","=""0470011""",10,12,15.8
"East Windsor School District","=""0470011""",11,15,21.4
"East Windsor School District","=""0470011""",12,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","K","N/A","*"
