"District","District Code","Grade","Count","%"
"Bozrah School District","=""0130011""",05,"N/A","N/A"
"Bozrah School District","=""0130011""",06,"N/A","N/A"
"Bozrah School District","=""0130011""",07,"*","*"
"Bozrah School District","=""0130011""",08,"*","*"
"Bozrah School District","=""0130011""",12,"N/A","*"
"Branford School District","=""0140011""","K","N/A","N/A"
"Branford School District","=""0140011""",01,"*","*"
"Branford School District","=""0140011""",02,"N/A","N/A"
"Branford School District","=""0140011""",03,"N/A","N/A"
"Branford School District","=""0140011""",04,"N/A","N/A"
"Branford School District","=""0140011""",05,"*","*"
"Branford School District","=""0140011""",06,15,6.1
"Branford School District","=""0140011""",07,21,7.5
"Branford School District","=""0140011""",08,21,8.1
"Branford School District","=""0140011""",09,15,6.4
"Branford School District","=""0140011""",10,31,10.2
"Branford School District","=""0140011""",11,27,10.0
"Branford School District","=""0140011""",12,61,23.1
"Bridgeport Achievement First District","=""2850013""","K",7,7.9
"Bridgeport Achievement First District","=""2850013""",01,14,15.7
"Bridgeport Achievement First District","=""2850013""",05,34,38.6
"Bridgeport Achievement First District","=""2850013""",06,50,55.6
"Bridgeport Achievement First District","=""2850013""",07,30,43.5
"Bridgeport Achievement First District","=""2850013""",08,20,30.8
"Bridgeport Achievement First District","=""2850013""",09,14,35.9
"Bridgeport School District","=""0150011""","K","*","*"
"Bridgeport School District","=""0150011""",01,95,5.2
"Bridgeport School District","=""0150011""",02,126,7.2
"Bridgeport School District","=""0150011""",03,183,10.6
"Bridgeport School District","=""0150011""",04,262,15.6
"Bridgeport School District","=""0150011""",05,237,15.6
"Bridgeport School District","=""0150011""",06,297,19.0
"Bridgeport School District","=""0150011""",07,479,33.6
"Bridgeport School District","=""0150011""",08,462,30.4
"Bridgeport School District","=""0150011""",09,654,43.1
"Bridgeport School District","=""0150011""",10,369,33.6
"Bridgeport School District","=""0150011""",11,287,28.1
"Bridgeport School District","=""0150011""",12,267,24.7
"Bridgeport School District","=""0150011""","Not Available","*","*"
"Bristol School District","=""0170011""","K",8,1.4
"Bristol School District","=""0170011""",01,11,1.7
"Bristol School District","=""0170011""",02,20,3.3
"Bristol School District","=""0170011""",03,24,3.9
"Bristol School District","=""0170011""",04,20,3.6
"Bristol School District","=""0170011""",05,34,5.4
"Bristol School District","=""0170011""",06,52,8.7
"Bristol School District","=""0170011""",07,72,11.0
"Bristol School District","=""0170011""",08,98,14.7
"Bristol School District","=""0170011""",09,148,20.1
"Bristol School District","=""0170011""",10,95,14.2
"Bristol School District","=""0170011""",11,78,13.0
"Bristol School District","=""0170011""",12,60,9.4
"Brookfield School District","=""0180011""","K","N/A","N/A"
"Brookfield School District","=""0180011""",01,"N/A","N/A"
"Brookfield School District","=""0180011""",02,"N/A","N/A"
"Brookfield School District","=""0180011""",03,"N/A","N/A"
"Brookfield School District","=""0180011""",04,"N/A","N/A"
"Brookfield School District","=""0180011""",05,12,5.6
"Brookfield School District","=""0180011""",06,6,2.9
"Brookfield School District","=""0180011""",07,9,3.8
"Brookfield School District","=""0180011""",08,8,3.8
"Brookfield School District","=""0180011""",09,8,3.4
"Brookfield School District","=""0180011""",10,19,8.0
"Brookfield School District","=""0180011""",11,16,6.6
"Brookfield School District","=""0180011""",12,12,4.6
"Brooklyn School District","=""0190011""","K","N/A","N/A"
"Brooklyn School District","=""0190011""",01,"*","*"
"Brooklyn School District","=""0190011""",02,"N/A","N/A"
"Brooklyn School District","=""0190011""",03,"N/A","N/A"
"Brooklyn School District","=""0190011""",04,"*","*"
"Brooklyn School District","=""0190011""",05,16,15.5
"Brooklyn School District","=""0190011""",06,11,12.6
"Brooklyn School District","=""0190011""",07,18,17.5
"Brooklyn School District","=""0190011""",08,21,21.6
"Brooklyn School District","=""0190011""",10,"N/A","*"
"Brooklyn School District","=""0190011""",11,"N/A","*"
"Brooklyn School District","=""0190011""",12,"N/A","*"
"Canaan School District","=""0210011""","K","N/A","*"
"Canaan School District","=""0210011""",01,"N/A","*"
"Canaan School District","=""0210011""",02,"N/A","*"
"Canaan School District","=""0210011""",03,"N/A","*"
"Canaan School District","=""0210011""",04,"N/A","*"
"Canaan School District","=""0210011""",05,"N/A","*"
"Canaan School District","=""0210011""",06,"N/A","*"
"Canaan School District","=""0210011""",07,"N/A","*"
"Canaan School District","=""0210011""",08,"N/A","*"
"Canterbury School District","=""0220011""","K","N/A","N/A"
"Canterbury School District","=""0220011""",01,"N/A","N/A"
"Canterbury School District","=""0220011""",02,"N/A","N/A"
"Canterbury School District","=""0220011""",03,"*","*"
"Canterbury School District","=""0220011""",04,"*","*"
"Canterbury School District","=""0220011""",05,6,9.5
"Canterbury School District","=""0220011""",06,7,14.6
"Canterbury School District","=""0220011""",07,6,10.7
"Canterbury School District","=""0220011""",08,"*","*"
"Canterbury School District","=""0220011""",10,"N/A","*"
"Canterbury School District","=""0220011""",12,"N/A","*"
"Canton School District","=""0230011""","K","N/A","N/A"
"Canton School District","=""0230011""",01,"N/A","N/A"
"Canton School District","=""0230011""",02,"*","*"
"Canton School District","=""0230011""",03,"*","*"
"Canton School District","=""0230011""",04,"*","*"
"Canton School District","=""0230011""",05,"*","*"
"Canton School District","=""0230011""",06,"*","*"
"Canton School District","=""0230011""",07,"*","*"
"Canton School District","=""0230011""",08,9,7.5
"Canton School District","=""0230011""",09,"*","*"
"Canton School District","=""0230011""",10,7,4.9
"Canton School District","=""0230011""",11,7,5.4
"Canton School District","=""0230011""",12,"*","*"
"Capitol Region Education Council","=""2410014""","K","N/A","N/A"
"Capitol Region Education Council","=""2410014""",01,"N/A","N/A"
"Capitol Region Education Council","=""2410014""",02,"*","*"
"Capitol Region Education Council","=""2410014""",03,"N/A","N/A"
"Capitol Region Education Council","=""2410014""",04,"N/A","N/A"
"Capitol Region Education Council","=""2410014""",05,"N/A","N/A"
"Capitol Region Education Council","=""2410014""",06,39,6.9
"Capitol Region Education Council","=""2410014""",07,76,14.2
"Capitol Region Education Council","=""2410014""",08,57,11.0
"Capitol Region Education Council","=""2410014""",09,41,8.8
"Capitol Region Education Council","=""2410014""",10,34,7.5
"Capitol Region Education Council","=""2410014""",11,36,10.4
"Capitol Region Education Council","=""2410014""",12,"*","*"
"Chaplin School District","=""0240011""","K","N/A","N/A"
"Chaplin School District","=""0240011""",01,"*","*"
"Chaplin School District","=""0240011""",02,"N/A","*"
"Chaplin School District","=""0240011""",03,"N/A","N/A"
"Chaplin School District","=""0240011""",04,"*","*"
"Chaplin School District","=""0240011""",05,"N/A","N/A"
"Chaplin School District","=""0240011""",06,"N/A","N/A"
"Cheshire School District","=""0250011""","K","N/A","N/A"
"Cheshire School District","=""0250011""",01,"*","*"
"Cheshire School District","=""0250011""",02,"*","*"
"Cheshire School District","=""0250011""",03,"N/A","N/A"
"Cheshire School District","=""0250011""",04,"*","*"
"Cheshire School District","=""0250011""",05,"*","*"
"Cheshire School District","=""0250011""",06,"*","*"
"Cheshire School District","=""0250011""",07,9,2.3
"Cheshire School District","=""0250011""",08,14,3.6
"Cheshire School District","=""0250011""",09,13,3.3
"Cheshire School District","=""0250011""",10,27,6.9
"Cheshire School District","=""0250011""",11,25,6.6
"Cheshire School District","=""0250011""",12,31,7.3
"Chester School District","=""0260011""","K","N/A","N/A"
"Chester School District","=""0260011""",01,"N/A","N/A"
"Chester School District","=""0260011""",02,"*","*"
"Chester School District","=""0260011""",03,"*","*"
"Chester School District","=""0260011""",04,"*","*"
"Chester School District","=""0260011""",05,"*","*"
"Chester School District","=""0260011""",06,"N/A","N/A"
"Clinton School District","=""0270011""","K","N/A","N/A"
"Clinton School District","=""0270011""",01,"*","*"
"Clinton School District","=""0270011""",02,"*","*"
"Clinton School District","=""0270011""",03,"N/A","N/A"
"Clinton School District","=""0270011""",04,"*","*"
"Clinton School District","=""0270011""",05,"N/A","N/A"
"Clinton School District","=""0270011""",06,"*","*"
"Clinton School District","=""0270011""",07,7,4.6
"Clinton School District","=""0270011""",08,16,9.5
"Clinton School District","=""0270011""",09,19,11.7
"Clinton School District","=""0270011""",10,18,13.0
"Clinton School District","=""0270011""",11,29,20.6
"Clinton School District","=""0270011""",12,26,20.5
"Colchester School District","=""0280011""","K","N/A","N/A"
"Colchester School District","=""0280011""",01,"*","*"
"Colchester School District","=""0280011""",02,"*","*"
"Colchester School District","=""0280011""",03,"*","*"
"Colchester School District","=""0280011""",04,"*","*"
"Colchester School District","=""0280011""",05,"*","*"
"Colchester School District","=""0280011""",06,"*","*"
"Colchester School District","=""0280011""",07,12,5.3
"Colchester School District","=""0280011""",08,10,4.2
"Colchester School District","=""0280011""",09,15,6.6
"Colchester School District","=""0280011""",10,14,5.7
"Colchester School District","=""0280011""",11,25,10.0
"Colchester School District","=""0280011""",12,33,12.5
"Colebrook School District","=""0290011""","K","N/A","*"
"Colebrook School District","=""0290011""",01,"N/A","*"
"Colebrook School District","=""0290011""",02,"N/A","*"
"Colebrook School District","=""0290011""",03,"N/A","*"
"Colebrook School District","=""0290011""",04,"N/A","*"
"Colebrook School District","=""0290011""",05,"N/A","N/A"
"Colebrook School District","=""0290011""",06,"N/A","*"
"Columbia School District","=""0300011""","K","N/A","N/A"
"Columbia School District","=""0300011""",01,"N/A","N/A"
"Columbia School District","=""0300011""",02,"*","*"
"Columbia School District","=""0300011""",03,"*","*"
"Columbia School District","=""0300011""",04,"*","*"
"Columbia School District","=""0300011""",05,"*","*"
"Columbia School District","=""0300011""",06,"*","*"
"Columbia School District","=""0300011""",07,"*","*"
"Columbia School District","=""0300011""",08,"*","*"
"Columbia School District","=""0300011""",09,"N/A","*"
"Columbia School District","=""0300011""",11,"N/A","*"
"Columbia School District","=""0300011""",12,"N/A","*"
"Common Ground High School District","=""2680013""",09,6,10.5
"Common Ground High School District","=""2680013""",10,"*","*"
"Common Ground High School District","=""2680013""",11,"*","*"
"Common Ground High School District","=""2680013""",12,"*","*"
"Connecticut Technical High School System","=""9000016""",08,"*","*"
"Connecticut Technical High School System","=""9000016""",09,544,19.2
"Connecticut Technical High School System","=""9000016""",10,767,28.4
"Connecticut Technical High School System","=""9000016""",11,679,26.5
"Connecticut Technical High School System","=""9000016""",12,732,29.7
"Connecticut Technical High School System","=""9000016""","Not Available","*","*"
"Cooperative Educational Services","=""2430014""","K","*","*"
"Cooperative Educational Services","=""2430014""",01,"*","*"
"Cooperative Educational Services","=""2430014""",02,"*","*"
"Cooperative Educational Services","=""2430014""",03,"*","*"
"Cooperative Educational Services","=""2430014""",04,"*","*"
"Cooperative Educational Services","=""2430014""",05,"*","*"
"Cooperative Educational Services","=""2430014""",06,13,19.7
"Cooperative Educational Services","=""2430014""",07,12,17.9
"Cooperative Educational Services","=""2430014""",08,"*","*"
"Cooperative Educational Services","=""2430014""",09,6,18.2
"Cooperative Educational Services","=""2430014""",10,"*","*"
"Cooperative Educational Services","=""2430014""",11,7,23.3
"Cooperative Educational Services","=""2430014""",12,"*","*"
"Cornwall School District","=""0310011""","K","N/A","*"
"Cornwall School District","=""0310011""",01,"N/A","*"
"Cornwall School District","=""0310011""",02,"N/A","*"
"Cornwall School District","=""0310011""",03,"N/A","*"
"Cornwall School District","=""0310011""",04,"N/A","*"
"Cornwall School District","=""0310011""",05,"N/A","*"
"Cornwall School District","=""0310011""",06,"N/A","*"
"Cornwall School District","=""0310011""",07,"N/A","*"
"Cornwall School District","=""0310011""",08,"N/A","*"
"Coventry School District","=""0320011""","K","N/A","N/A"
"Coventry School District","=""0320011""",01,"N/A","N/A"
"Coventry School District","=""0320011""",02,"N/A","N/A"
"Coventry School District","=""0320011""",03,"*","*"
"Coventry School District","=""0320011""",04,"*","*"
"Coventry School District","=""0320011""",05,8,6.6
"Coventry School District","=""0320011""",06,7,5.1
"Coventry School District","=""0320011""",07,11,6.7
"Coventry School District","=""0320011""",08,10,6.8
"Coventry School District","=""0320011""",09,8,6.9
"Coventry School District","=""0320011""",10,14,10.9
"Coventry School District","=""0320011""",11,20,14.5
"Coventry School District","=""0320011""",12,21,13.4
"Cromwell School District","=""0330011""","K","N/A","N/A"
"Cromwell School District","=""0330011""",01,"*","*"
"Cromwell School District","=""0330011""",02,"N/A","N/A"
"Cromwell School District","=""0330011""",03,"*","*"
"Cromwell School District","=""0330011""",04,"*","*"
"Cromwell School District","=""0330011""",05,"*","*"
"Cromwell School District","=""0330011""",06,7,4.3
"Cromwell School District","=""0330011""",07,36,20.1
"Cromwell School District","=""0330011""",08,27,16.3
"Cromwell School District","=""0330011""",09,29,21.5
"Cromwell School District","=""0330011""",10,24,18.2
"Cromwell School District","=""0330011""",11,21,14.9
"Cromwell School District","=""0330011""",12,36,23.7
"Danbury School District","=""0340011""","K",7,0.8
"Danbury School District","=""0340011""",01,12,1.3
"Danbury School District","=""0340011""",02,17,2.1
"Danbury School District","=""0340011""",03,22,2.4
"Danbury School District","=""0340011""",04,16,2.0
"Danbury School District","=""0340011""",05,19,2.3
"Danbury School District","=""0340011""",06,66,8.8
"Danbury School District","=""0340011""",07,124,16.2
"Danbury School District","=""0340011""",08,91,12.3
"Danbury School District","=""0340011""",09,252,29.0
"Danbury School District","=""0340011""",10,165,22.4
"Danbury School District","=""0340011""",11,137,19.7
"Danbury School District","=""0340011""",12,156,22.2
"Darien School District","=""0350011""","K","N/A","N/A"
"Darien School District","=""0350011""",01,"*","*"
"Darien School District","=""0350011""",02,"N/A","N/A"
"Darien School District","=""0350011""",03,"*","*"
"Darien School District","=""0350011""",04,"*","*"
"Darien School District","=""0350011""",05,"*","*"
"Darien School District","=""0350011""",06,"*","*"
"Darien School District","=""0350011""",07,"*","*"
"Darien School District","=""0350011""",08,"*","*"
"Darien School District","=""0350011""",09,"*","*"
"Darien School District","=""0350011""",10,13,3.8
"Darien School District","=""0350011""",11,10,3.1
"Darien School District","=""0350011""",12,10,3.2
"Deep River School District","=""0360011""","K","*","*"
"Deep River School District","=""0360011""",01,"*","*"
"Deep River School District","=""0360011""",02,"N/A","N/A"
"Deep River School District","=""0360011""",03,"N/A","N/A"
"Deep River School District","=""0360011""",04,"N/A","N/A"
"Deep River School District","=""0360011""",05,"N/A","N/A"
"Deep River School District","=""0360011""",06,"*","*"
"Department of Mental Health and Addiction Services","=""3370015""",11,"N/A","*"
"Department of Mental Health and Addiction Services","=""3370015""",12,"N/A","*"
"Derby School District","=""0370011""","K","*","*"
"Derby School District","=""0370011""",01,"*","*"
"Derby School District","=""0370011""",02,"*","*"
"Derby School District","=""0370011""",03,10,8.0
"Derby School District","=""0370011""",04,"*","*"
"Derby School District","=""0370011""",05,6,5.0
"Derby School District","=""0370011""",06,6,4.7
"Derby School District","=""0370011""",07,9,8.3
"Derby School District","=""0370011""",08,13,12.3
"Derby School District","=""0370011""",09,29,27.4
"Derby School District","=""0370011""",10,18,17.6
"Derby School District","=""0370011""",11,10,14.1
"Derby School District","=""0370011""",12,6,6.5
"East Granby School District","=""0400011""","K","N/A","N/A"
"East Granby School District","=""0400011""",01,"*","*"
"East Granby School District","=""0400011""",02,"*","*"
"East Granby School District","=""0400011""",03,"*","*"
"East Granby School District","=""0400011""",04,"N/A","N/A"
"East Granby School District","=""0400011""",05,"N/A","N/A"
"East Granby School District","=""0400011""",06,"*","*"
"East Granby School District","=""0400011""",07,"*","*"
"East Granby School District","=""0400011""",08,"N/A","N/A"
"East Granby School District","=""0400011""",09,"*","*"
"East Granby School District","=""0400011""",10,"*","*"
"East Granby School District","=""0400011""",11,"*","*"
"East Granby School District","=""0400011""",12,8,12.9
"East Haddam School District","=""0410011""","K","N/A","N/A"
"East Haddam School District","=""0410011""",01,"*","*"
"East Haddam School District","=""0410011""",02,"N/A","N/A"
"East Haddam School District","=""0410011""",03,"*","*"
"East Haddam School District","=""0410011""",04,"*","*"
"East Haddam School District","=""0410011""",05,"*","*"
"East Haddam School District","=""0410011""",06,"N/A","N/A"
"East Haddam School District","=""0410011""",07,8,7.6
"East Haddam School District","=""0410011""",08,8,7.7
"East Haddam School District","=""0410011""",09,6,5.2
"East Haddam School District","=""0410011""",10,6,5.9
"East Haddam School District","=""0410011""",11,"*","*"
"East Haddam School District","=""0410011""",12,12,12.4
"East Hampton School District","=""0420011""","K","N/A","N/A"
"East Hampton School District","=""0420011""",01,"N/A","N/A"
"East Hampton School District","=""0420011""",02,"N/A","N/A"
"East Hampton School District","=""0420011""",03,"N/A","N/A"
"East Hampton School District","=""0420011""",04,"*","*"
"East Hampton School District","=""0420011""",05,"*","*"
"East Hampton School District","=""0420011""",06,"*","*"
"East Hampton School District","=""0420011""",07,9,5.3
"East Hampton School District","=""0420011""",08,"*","*"
"East Hampton School District","=""0420011""",09,15,11.5
"East Hampton School District","=""0420011""",10,6,4.8
"East Hampton School District","=""0420011""",11,8,6.1
"East Hampton School District","=""0420011""",12,27,16.2
"East Hartford School District","=""0430011""","K",40,7.4
"East Hartford School District","=""0430011""",01,30,5.4
"East Hartford School District","=""0430011""",02,"*","*"
"East Hartford School District","=""0430011""",03,44,7.8
"East Hartford School District","=""0430011""",04,65,12.3
"East Hartford School District","=""0430011""",05,151,25.9
"East Hartford School District","=""0430011""",06,112,23.3
"East Hartford School District","=""0430011""",07,148,31.2
"East Hartford School District","=""0430011""",08,189,36.8
"East Hartford School District","=""0430011""",09,294,46.2
"East Hartford School District","=""0430011""",10,184,34.5
"East Hartford School District","=""0430011""",11,150,31.8
"East Hartford School District","=""0430011""",12,150,27.4
"East Hartford School District","=""0430011""","Not Available","*","*"
"East Haven School District","=""0440011""","K","*","*"
"East Haven School District","=""0440011""",01,"*","*"
"East Haven School District","=""0440011""",02,"*","*"
"East Haven School District","=""0440011""",03,"*","*"
"East Haven School District","=""0440011""",04,"*","*"
"East Haven School District","=""0440011""",05,10,4.3
"East Haven School District","=""0440011""",06,49,18.8
"East Haven School District","=""0440011""",07,41,15.3
"East Haven School District","=""0440011""",08,43,15.1
"East Haven School District","=""0440011""",09,75,28.3
"East Haven School District","=""0440011""",10,60,23.3
"East Haven School District","=""0440011""",11,55,24.7
"East Haven School District","=""0440011""",12,30,15.0
"East Lyme School District","=""0450011""","K","N/A","N/A"
"East Lyme School District","=""0450011""",01,"N/A","N/A"
"East Lyme School District","=""0450011""",02,"N/A","N/A"
"East Lyme School District","=""0450011""",03,"N/A","N/A"
"East Lyme School District","=""0450011""",04,"N/A","N/A"
"East Lyme School District","=""0450011""",05,16,7.7
"East Lyme School District","=""0450011""",06,12,5.5
"East Lyme School District","=""0450011""",07,13,6.3
"East Lyme School District","=""0450011""",08,12,5.5
"East Lyme School District","=""0450011""",09,8,2.9
"East Lyme School District","=""0450011""",10,20,7.1
"East Lyme School District","=""0450011""",11,10,3.2
"East Lyme School District","=""0450011""",12,21,6.9
"East Windsor School District","=""0470011""","K","*","*"
"East Windsor School District","=""0470011""",01,"*","*"
"East Windsor School District","=""0470011""",02,"*","*"
"East Windsor School District","=""0470011""",03,"*","*"
"East Windsor School District","=""0470011""",04,"*","*"
"East Windsor School District","=""0470011""",05,14,15.7
"East Windsor School District","=""0470011""",06,15,14.2
"East Windsor School District","=""0470011""",07,18,18.6
"East Windsor School District","=""0470011""",08,15,16.3
"East Windsor School District","=""0470011""",09,23,21.3
"East Windsor School District","=""0470011""",10,25,22.9
"East Windsor School District","=""0470011""",11,24,25.8
"East Windsor School District","=""0470011""",12,17,19.3
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",01,"N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",02,"N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",03,"N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",04,"N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",05,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",06,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",07,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",08,"N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",09,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",10,9,11.5
