"District","District Code","Grade","Count","%"
"Amistad Academy District","=""2790013""",11,7,11.7
"Amistad Academy District","=""2790013""",12,6,13.3
"Andover School District","=""0010011""","K","N/A","N/A"
"Andover School District","=""0010011""",01,"*","*"
"Andover School District","=""0010011""",02,"N/A","*"
"Andover School District","=""0010011""",03,"N/A","N/A"
"Andover School District","=""0010011""",04,"N/A","N/A"
"Andover School District","=""0010011""",05,"*","*"
"Andover School District","=""0010011""",06,"*","*"
"Ansonia School District","=""0020011""","K",6,3.3
"Ansonia School District","=""0020011""",01,7,3.3
"Ansonia School District","=""0020011""",02,"*","*"
"Ansonia School District","=""0020011""",03,"*","*"
"Ansonia School District","=""0020011""",04,14,7.4
"Ansonia School District","=""0020011""",05,22,11.6
"Ansonia School District","=""0020011""",06,33,16.3
"Ansonia School District","=""0020011""",07,50,28.4
"Ansonia School District","=""0020011""",08,50,27.5
"Ansonia School District","=""0020011""",09,54,31.0
"Ansonia School District","=""0020011""",10,44,33.8
"Ansonia School District","=""0020011""",11,29,18.1
"Ansonia School District","=""0020011""",12,28,15.7
"Area Cooperative Educational Services","=""2440014""","K","*","*"
"Area Cooperative Educational Services","=""2440014""",01,"*","*"
"Area Cooperative Educational Services","=""2440014""",02,7,6.8
"Area Cooperative Educational Services","=""2440014""",03,7,6.4
"Area Cooperative Educational Services","=""2440014""",04,13,12.4
"Area Cooperative Educational Services","=""2440014""",05,20,17.2
"Area Cooperative Educational Services","=""2440014""",06,51,14.2
"Area Cooperative Educational Services","=""2440014""",07,57,15.7
"Area Cooperative Educational Services","=""2440014""",08,80,22.7
"Area Cooperative Educational Services","=""2440014""",09,28,42.4
"Area Cooperative Educational Services","=""2440014""",10,21,35.0
"Area Cooperative Educational Services","=""2440014""",11,19,31.7
"Area Cooperative Educational Services","=""2440014""",12,19,14.3
"Ashford School District","=""0030011""","K","N/A","N/A"
"Ashford School District","=""0030011""",01,"N/A","N/A"
"Ashford School District","=""0030011""",02,"N/A","N/A"
"Ashford School District","=""0030011""",03,"*","*"
"Ashford School District","=""0030011""",04,"*","*"
"Ashford School District","=""0030011""",05,"*","*"
"Ashford School District","=""0030011""",06,"*","*"
"Ashford School District","=""0030011""",07,"N/A","N/A"
"Ashford School District","=""0030011""",08,6,13.3
"Avon School District","=""0040011""","K","*","*"
"Avon School District","=""0040011""",01,"*","*"
"Avon School District","=""0040011""",02,"*","*"
"Avon School District","=""0040011""",03,"*","*"
"Avon School District","=""0040011""",04,"*","*"
"Avon School District","=""0040011""",05,10,4.0
"Avon School District","=""0040011""",06,8,2.9
"Avon School District","=""0040011""",07,6,2.4
"Avon School District","=""0040011""",08,16,5.7
"Avon School District","=""0040011""",09,"*","*"
"Avon School District","=""0040011""",10,"*","*"
"Avon School District","=""0040011""",11,12,4.9
"Avon School District","=""0040011""",12,8,3.5
"Barkhamsted School District","=""0050011""","K","N/A","N/A"
"Barkhamsted School District","=""0050011""",01,"N/A","N/A"
"Barkhamsted School District","=""0050011""",02,"N/A","*"
"Barkhamsted School District","=""0050011""",03,"N/A","N/A"
"Barkhamsted School District","=""0050011""",04,"*","*"
"Barkhamsted School District","=""0050011""",05,"N/A","N/A"
"Barkhamsted School District","=""0050011""",06,"N/A","N/A"
"Berlin School District","=""0070011""","K","*","*"
"Berlin School District","=""0070011""",01,"N/A","N/A"
"Berlin School District","=""0070011""",02,"*","*"
"Berlin School District","=""0070011""",03,"*","*"
"Berlin School District","=""0070011""",04,6,3.0
"Berlin School District","=""0070011""",05,7,3.3
"Berlin School District","=""0070011""",06,6,2.6
"Berlin School District","=""0070011""",07,27,12.9
"Berlin School District","=""0070011""",08,24,9.2
"Berlin School District","=""0070011""",09,17,7.7
"Berlin School District","=""0070011""",10,6,2.4
"Berlin School District","=""0070011""",11,17,8.1
"Berlin School District","=""0070011""",12,13,5.4
"Bethany School District","=""0080011""","K","N/A","N/A"
"Bethany School District","=""0080011""",01,"*","*"
"Bethany School District","=""0080011""",02,"N/A","N/A"
"Bethany School District","=""0080011""",03,"*","*"
"Bethany School District","=""0080011""",04,"N/A","N/A"
"Bethany School District","=""0080011""",05,"*","*"
"Bethany School District","=""0080011""",06,"*","*"
"Bethel School District","=""0090011""","K","N/A","N/A"
"Bethel School District","=""0090011""",01,"*","*"
"Bethel School District","=""0090011""",02,"*","*"
"Bethel School District","=""0090011""",03,"*","*"
"Bethel School District","=""0090011""",04,9,3.9
"Bethel School District","=""0090011""",05,12,4.5
"Bethel School District","=""0090011""",06,11,3.9
"Bethel School District","=""0090011""",07,25,10.0
"Bethel School District","=""0090011""",08,49,20.6
"Bethel School District","=""0090011""",09,7,3.3
"Bethel School District","=""0090011""",10,24,9.6
"Bethel School District","=""0090011""",11,12,5.1
"Bethel School District","=""0090011""",12,37,14.7
"Bloomfield School District","=""0110011""","K","*","*"
"Bloomfield School District","=""0110011""",01,"*","*"
"Bloomfield School District","=""0110011""",02,"*","*"
"Bloomfield School District","=""0110011""",03,17,11.3
"Bloomfield School District","=""0110011""",04,10,7.8
"Bloomfield School District","=""0110011""",05,17,13.9
"Bloomfield School District","=""0110011""",06,29,17.3
"Bloomfield School District","=""0110011""",07,41,26.8
"Bloomfield School District","=""0110011""",08,32,19.9
"Bloomfield School District","=""0110011""",09,43,24.4
"Bloomfield School District","=""0110011""",10,38,22.9
"Bloomfield School District","=""0110011""",11,33,18.9
"Bloomfield School District","=""0110011""",12,12,6.9
"Bolton School District","=""0120011""","K","N/A","N/A"
"Bolton School District","=""0120011""",01,"*","*"
"Bolton School District","=""0120011""",02,"N/A","N/A"
"Bolton School District","=""0120011""",03,"*","*"
"Bolton School District","=""0120011""",04,"*","*"
"Bolton School District","=""0120011""",05,"N/A","N/A"
"Bolton School District","=""0120011""",06,"N/A","N/A"
"Bolton School District","=""0120011""",07,"*","*"
"Bolton School District","=""0120011""",08,"*","*"
"Bolton School District","=""0120011""",09,9,12.3
"Bolton School District","=""0120011""",10,"*","*"
"Bolton School District","=""0120011""",11,"*","*"
"Bolton School District","=""0120011""",12,"*","*"
"Booker T. Washington Academy District","=""2950013""","K","N/A","N/A"
"Booker T. Washington Academy District","=""2950013""",01,"N/A","N/A"
"Booker T. Washington Academy District","=""2950013""",02,"*","*"
"Booker T. Washington Academy District","=""2950013""",03,"*","*"
"Booker T. Washington Academy District","=""2950013""",04,"*","*"
"Booker T. Washington Academy District","=""2950013""",05,"*","*"
"Bozrah School District","=""0130011""","K","N/A","*"
"Bozrah School District","=""0130011""",01,"N/A","*"
"Bozrah School District","=""0130011""",02,"N/A","*"
"Bozrah School District","=""0130011""",03,"N/A","*"
"Bozrah School District","=""0130011""",04,"N/A","N/A"
"Bozrah School District","=""0130011""",05,"*","*"
"Bozrah School District","=""0130011""",06,"N/A","N/A"
"Bozrah School District","=""0130011""",07,"N/A","N/A"
"Bozrah School District","=""0130011""",08,"*","*"
"Bozrah School District","=""0130011""",10,"N/A","*"
"Bozrah School District","=""0130011""",11,"N/A","*"
"Bozrah School District","=""0130011""",12,"N/A","*"
"Branford School District","=""0140011""","K","N/A","N/A"
"Branford School District","=""0140011""",01,"N/A","N/A"
"Branford School District","=""0140011""",02,"*","*"
"Branford School District","=""0140011""",03,"*","*"
"Branford School District","=""0140011""",04,"*","*"
"Branford School District","=""0140011""",05,12,5.7
"Branford School District","=""0140011""",06,21,8.9
"Branford School District","=""0140011""",07,16,6.9
"Branford School District","=""0140011""",08,23,10.5
"Branford School District","=""0140011""",09,26,13.0
"Branford School District","=""0140011""",10,26,12.6
"Branford School District","=""0140011""",11,13,5.3
"Branford School District","=""0140011""",12,26,10.9
"Brass City Charter School District","=""2900013""","K","N/A","N/A"
"Brass City Charter School District","=""2900013""",01,"*","*"
"Brass City Charter School District","=""2900013""",02,"*","*"
"Brass City Charter School District","=""2900013""",03,"*","*"
"Brass City Charter School District","=""2900013""",04,"*","*"
"Brass City Charter School District","=""2900013""",05,"*","*"
"Brass City Charter School District","=""2900013""",06,"*","*"
"Bridgeport School District","=""0150011""","K",21,1.2
"Bridgeport School District","=""0150011""",01,34,2.0
"Bridgeport School District","=""0150011""",02,64,3.6
"Bridgeport School District","=""0150011""",03,97,5.8
"Bridgeport School District","=""0150011""",04,149,7.9
"Bridgeport School District","=""0150011""",05,158,9.5
"Bridgeport School District","=""0150011""",06,184,11.3
"Bridgeport School District","=""0150011""",07,332,21.1
"Bridgeport School District","=""0150011""",08,257,16.4
"Bridgeport School District","=""0150011""",09,556,33.5
"Bridgeport School District","=""0150011""",10,354,24.8
"Bridgeport School District","=""0150011""",11,256,20.6
"Bridgeport School District","=""0150011""",12,201,15.0
"Bristol School District","=""0170011""","K",15,2.8
"Bristol School District","=""0170011""",01,16,2.7
"Bristol School District","=""0170011""",02,12,2.0
"Bristol School District","=""0170011""",03,39,6.5
"Bristol School District","=""0170011""",04,37,6.2
"Bristol School District","=""0170011""",05,56,9.3
"Bristol School District","=""0170011""",06,83,12.9
"Bristol School District","=""0170011""",07,113,17.2
"Bristol School District","=""0170011""",08,139,19.6
"Bristol School District","=""0170011""",09,95,15.0
"Bristol School District","=""0170011""",10,46,7.6
"Bristol School District","=""0170011""",11,68,12.0
"Bristol School District","=""0170011""",12,57,8.8
"Brookfield School District","=""0180011""","K","N/A","N/A"
"Brookfield School District","=""0180011""",01,"N/A","N/A"
"Brookfield School District","=""0180011""",02,"*","*"
"Brookfield School District","=""0180011""",03,"N/A","N/A"
"Brookfield School District","=""0180011""",04,"*","*"
"Brookfield School District","=""0180011""",05,14,7.4
"Brookfield School District","=""0180011""",06,17,7.7
"Brookfield School District","=""0180011""",07,31,12.4
"Brookfield School District","=""0180011""",08,12,5.4
"Brookfield School District","=""0180011""",09,14,5.8
"Brookfield School District","=""0180011""",10,9,3.9
"Brookfield School District","=""0180011""",11,6,2.8
"Brookfield School District","=""0180011""",12,9,4.2
"Brooklyn School District","=""0190011""","K","*","*"
"Brooklyn School District","=""0190011""",01,"*","*"
"Brooklyn School District","=""0190011""",02,"*","*"
"Brooklyn School District","=""0190011""",03,"*","*"
"Brooklyn School District","=""0190011""",04,"*","*"
"Brooklyn School District","=""0190011""",05,"*","*"
"Brooklyn School District","=""0190011""",06,"N/A","N/A"
"Brooklyn School District","=""0190011""",07,6,6.7
"Brooklyn School District","=""0190011""",08,"*","*"
"Brooklyn School District","=""0190011""",09,"N/A","*"
"Brooklyn School District","=""0190011""",10,"N/A","*"
"Brooklyn School District","=""0190011""",11,"N/A","*"
"Brooklyn School District","=""0190011""",12,"N/A","*"
"Canaan School District","=""0210011""","K","N/A","*"
"Canaan School District","=""0210011""",01,"N/A","*"
"Canaan School District","=""0210011""",02,"N/A","*"
"Canaan School District","=""0210011""",03,"N/A","*"
"Canaan School District","=""0210011""",04,"N/A","*"
"Canaan School District","=""0210011""",05,"N/A","*"
"Canaan School District","=""0210011""",06,"N/A","*"
"Canaan School District","=""0210011""",07,"N/A","*"
"Canaan School District","=""0210011""",08,"N/A","*"
"Canterbury School District","=""0220011""","K","N/A","N/A"
"Canterbury School District","=""0220011""",01,"N/A","N/A"
"Canterbury School District","=""0220011""",02,"N/A","N/A"
"Canterbury School District","=""0220011""",03,"*","*"
"Canterbury School District","=""0220011""",04,"*","*"
"Canterbury School District","=""0220011""",05,"N/A","N/A"
"Canterbury School District","=""0220011""",06,"N/A","N/A"
"Canterbury School District","=""0220011""",07,"N/A","N/A"
"Canterbury School District","=""0220011""",08,"*","*"
"Canterbury School District","=""0220011""",12,"N/A","*"
"Canton School District","=""0230011""","K","N/A","N/A"
"Canton School District","=""0230011""",01,"N/A","N/A"
"Canton School District","=""0230011""",02,"N/A","N/A"
"Canton School District","=""0230011""",03,"N/A","N/A"
"Canton School District","=""0230011""",04,"*","*"
"Canton School District","=""0230011""",05,"N/A","N/A"
"Canton School District","=""0230011""",06,"*","*"
"Canton School District","=""0230011""",07,10,7.8
"Canton School District","=""0230011""",08,"*","*"
"Canton School District","=""0230011""",09,7,5.8
"Canton School District","=""0230011""",10,7,4.9
"Canton School District","=""0230011""",11,"*","*"
"Canton School District","=""0230011""",12,"*","*"
"Capital Preparatory Harbor School District","=""2970013""","K","*","*"
"Capital Preparatory Harbor School District","=""2970013""",01,6,10.5
"Capital Preparatory Harbor School District","=""2970013""",02,"*","*"
"Capital Preparatory Harbor School District","=""2970013""",03,"*","*"
"Capital Preparatory Harbor School District","=""2970013""",04,"*","*"
"Capital Preparatory Harbor School District","=""2970013""",05,6,10.7
"Capital Preparatory Harbor School District","=""2970013""",06,14,23.7
"Capital Preparatory Harbor School District","=""2970013""",07,11,24.4
"Capital Preparatory Harbor School District","=""2970013""",08,12,25.5
"Capital Preparatory Harbor School District","=""2970013""",09,"*","*"
"Capital Preparatory Harbor School District","=""2970013""",10,"*","*"
"Capital Preparatory Harbor School District","=""2970013""",11,"*","*"
"Capital Preparatory Harbor School District","=""2970013""",12,"*","*"
"Capitol Region Education Council","=""2410014""","K","*","*"
"Capitol Region Education Council","=""2410014""",01,"N/A","N/A"
"Capitol Region Education Council","=""2410014""",02,"*","*"
"Capitol Region Education Council","=""2410014""",03,"*","*"
"Capitol Region Education Council","=""2410014""",04,"*","*"
"Capitol Region Education Council","=""2410014""",05,6,1.0
"Capitol Region Education Council","=""2410014""",06,95,12.4
"Capitol Region Education Council","=""2410014""",07,100,15.2
"Capitol Region Education Council","=""2410014""",08,112,16.3
"Capitol Region Education Council","=""2410014""",09,132,20.0
"Capitol Region Education Council","=""2410014""",10,97,18.7
"Capitol Region Education Council","=""2410014""",11,95,17.1
"Capitol Region Education Council","=""2410014""",12,73,12.9
"Chaplin School District","=""0240011""","K","N/A","*"
"Chaplin School District","=""0240011""",01,"N/A","N/A"
"Chaplin School District","=""0240011""",02,"N/A","*"
"Chaplin School District","=""0240011""",03,"N/A","N/A"
"Chaplin School District","=""0240011""",04,"N/A","N/A"
"Chaplin School District","=""0240011""",05,"N/A","*"
"Chaplin School District","=""0240011""",06,"N/A","N/A"
"Cheshire School District","=""0250011""","K","N/A","N/A"
"Cheshire School District","=""0250011""",01,"*","*"
"Cheshire School District","=""0250011""",02,"N/A","N/A"
"Cheshire School District","=""0250011""",03,"*","*"
"Cheshire School District","=""0250011""",04,"*","*"
"Cheshire School District","=""0250011""",05,7,2.4
"Cheshire School District","=""0250011""",06,10,3.0
"Cheshire School District","=""0250011""",07,11,3.4
"Cheshire School District","=""0250011""",08,9,2.4
"Cheshire School District","=""0250011""",09,16,4.1
"Cheshire School District","=""0250011""",10,13,3.5
"Cheshire School District","=""0250011""",11,13,3.7
"Cheshire School District","=""0250011""",12,15,3.7
"Chester School District","=""0260011""","K","N/A","N/A"
"Chester School District","=""0260011""",01,"N/A","N/A"
"Chester School District","=""0260011""",02,"N/A","N/A"
"Chester School District","=""0260011""",03,"*","*"
"Chester School District","=""0260011""",04,"N/A","N/A"
"Chester School District","=""0260011""",05,"N/A","N/A"
"Chester School District","=""0260011""",06,"*","*"
"Clinton School District","=""0270011""","K","N/A","N/A"
"Clinton School District","=""0270011""",01,"N/A","N/A"
"Clinton School District","=""0270011""",02,"*","*"
"Clinton School District","=""0270011""",03,"N/A","N/A"
"Clinton School District","=""0270011""",04,"*","*"
"Clinton School District","=""0270011""",05,7,4.8
"Clinton School District","=""0270011""",06,"*","*"
"Clinton School District","=""0270011""",07,"N/A","N/A"
"Clinton School District","=""0270011""",08,14,8.3
"Clinton School District","=""0270011""",09,12,8.6
"Clinton School District","=""0270011""",10,8,5.6
"Clinton School District","=""0270011""",11,12,7.2
"Clinton School District","=""0270011""",12,19,13.4
"Colchester School District","=""0280011""","K","N/A","N/A"
"Colchester School District","=""0280011""",01,"N/A","N/A"
"Colchester School District","=""0280011""",02,"N/A","N/A"
"Colchester School District","=""0280011""",03,"N/A","N/A"
"Colchester School District","=""0280011""",04,"*","*"
"Colchester School District","=""0280011""",05,"N/A","N/A"
"Colchester School District","=""0280011""",06,15,8.8
"Colchester School District","=""0280011""",07,"*","*"
"Colchester School District","=""0280011""",08,12,6.2
"Colchester School District","=""0280011""",09,21,10.4
"Colchester School District","=""0280011""",10,30,14.1
"Colchester School District","=""0280011""",11,17,9.3
"Colchester School District","=""0280011""",12,14,7.0
"Colebrook School District","=""0290011""","K","*","*"
"Colebrook School District","=""0290011""",01,"N/A","*"
"Colebrook School District","=""0290011""",02,"N/A","*"
"Colebrook School District","=""0290011""",03,"N/A","*"
"Colebrook School District","=""0290011""",04,"*","*"
"Colebrook School District","=""0290011""",05,"N/A","*"
"Colebrook School District","=""0290011""",06,"N/A","N/A"
"Columbia School District","=""0300011""","K","N/A","N/A"
"Columbia School District","=""0300011""",01,"N/A","N/A"
"Columbia School District","=""0300011""",02,"N/A","N/A"
"Columbia School District","=""0300011""",03,"N/A","N/A"
"Columbia School District","=""0300011""",04,"*","*"
"Columbia School District","=""0300011""",05,"*","*"
"Columbia School District","=""0300011""",06,"*","*"
"Columbia School District","=""0300011""",07,"*","*"
"Columbia School District","=""0300011""",08,"*","*"
"Columbia School District","=""0300011""",10,"N/A","*"
"Columbia School District","=""0300011""",12,"N/A","*"
"Common Ground High School District","=""2680013""",09,12,17.6
"Common Ground High School District","=""2680013""",10,"*","*"
"Common Ground High School District","=""2680013""",11,"*","*"
"Common Ground High School District","=""2680013""",12,"N/A","N/A"
"Connecticut Technical Education and Career System","=""9000016""",09,486,15.5
"Connecticut Technical Education and Career System","=""9000016""",10,538,18.8
"Connecticut Technical Education and Career System","=""9000016""",11,361,14.5
"Connecticut Technical Education and Career System","=""9000016""",12,319,13.6
"Cooperative Educational Services","=""2430014""","K","N/A","N/A"
"Cooperative Educational Services","=""2430014""",01,"N/A","N/A"
"Cooperative Educational Services","=""2430014""",02,"N/A","N/A"
"Cooperative Educational Services","=""2430014""",03,"*","*"
"Cooperative Educational Services","=""2430014""",04,"*","*"
"Cooperative Educational Services","=""2430014""",05,"*","*"
"Cooperative Educational Services","=""2430014""",06,"*","*"
"Cooperative Educational Services","=""2430014""",07,6,8.1
"Cooperative Educational Services","=""2430014""",08,"*","*"
"Cooperative Educational Services","=""2430014""",09,7,16.3
"Cooperative Educational Services","=""2430014""",10,"*","*"
"Cooperative Educational Services","=""2430014""",11,"*","*"
"Cooperative Educational Services","=""2430014""",12,"*","*"
"Cornwall School District","=""0310011""","K","N/A","*"
"Cornwall School District","=""0310011""",01,"N/A","*"
"Cornwall School District","=""0310011""",02,"*","*"
"Cornwall School District","=""0310011""",03,"N/A","*"
"Cornwall School District","=""0310011""",04,"N/A","*"
"Cornwall School District","=""0310011""",05,"*","*"
"Cornwall School District","=""0310011""",06,"N/A","*"
"Cornwall School District","=""0310011""",07,"N/A","*"
"Cornwall School District","=""0310011""",08,"N/A","*"
"Coventry School District","=""0320011""","K","N/A","N/A"
"Coventry School District","=""0320011""",01,"N/A","N/A"
"Coventry School District","=""0320011""",02,"N/A","N/A"
"Coventry School District","=""0320011""",03,"*","*"
"Coventry School District","=""0320011""",04,"*","*"
"Coventry School District","=""0320011""",05,"N/A","N/A"
"Coventry School District","=""0320011""",06,"*","*"
"Coventry School District","=""0320011""",07,6,4.7
"Coventry School District","=""0320011""",08,16,13.2
"Coventry School District","=""0320011""",09,8,7.2
"Coventry School District","=""0320011""",10,8,6.5
"Coventry School District","=""0320011""",11,10,8.1
"Coventry School District","=""0320011""",12,"*","*"
"Cromwell School District","=""0330011""","K","*","*"
"Cromwell School District","=""0330011""",01,"*","*"
"Cromwell School District","=""0330011""",02,"*","*"
"Cromwell School District","=""0330011""",03,8,5.4
"Cromwell School District","=""0330011""",04,"*","*"
"Cromwell School District","=""0330011""",05,11,7.5
"Cromwell School District","=""0330011""",06,10,6.4
"Cromwell School District","=""0330011""",07,22,14.7
"Cromwell School District","=""0330011""",08,23,12.4
"Cromwell School District","=""0330011""",09,"*","*"
"Cromwell School District","=""0330011""",10,13,9.2
"Cromwell School District","=""0330011""",11,13,9.8
"Cromwell School District","=""0330011""",12,8,6.0
"Danbury School District","=""0340011""","K","*","*"
"Danbury School District","=""0340011""",01,"*","*"
"Danbury School District","=""0340011""",02,"*","*"
"Danbury School District","=""0340011""",03,14,1.5
"Danbury School District","=""0340011""",04,21,2.2
"Danbury School District","=""0340011""",05,40,4.1
"Danbury School District","=""0340011""",06,82,8.8
"Danbury School District","=""0340011""",07,95,11.1
"Danbury School District","=""0340011""",08,113,12.4
"Danbury School District","=""0340011""",09,161,17.4
"Danbury School District","=""0340011""",10,124,14.4
"Danbury School District","=""0340011""",11,100,12.6
"Danbury School District","=""0340011""",12,103,13.3
"Darien School District","=""0350011""","K","N/A","N/A"
"Darien School District","=""0350011""",01,"N/A","N/A"
"Darien School District","=""0350011""",02,"N/A","N/A"
"Darien School District","=""0350011""",03,"N/A","N/A"
"Darien School District","=""0350011""",04,"N/A","N/A"
"Darien School District","=""0350011""",05,"N/A","N/A"
"Darien School District","=""0350011""",06,"N/A","N/A"
"Darien School District","=""0350011""",07,"N/A","N/A"
"Darien School District","=""0350011""",08,"*","*"
"Darien School District","=""0350011""",09,"*","*"
"Darien School District","=""0350011""",10,13,3.8
"Darien School District","=""0350011""",11,13,3.6
"Darien School District","=""0350011""",12,26,7.3
"Deep River School District","=""0360011""","K","N/A","N/A"
"Deep River School District","=""0360011""",01,"N/A","N/A"
"Deep River School District","=""0360011""",02,"*","*"
"Deep River School District","=""0360011""",03,"N/A","N/A"
"Deep River School District","=""0360011""",04,"N/A","N/A"
"Deep River School District","=""0360011""",05,"N/A","N/A"
"Deep River School District","=""0360011""",06,"*","*"
"Department of Mental Health and Addiction Services","=""3370015""",12,"N/A","*"
"Derby School District","=""0370011""","K","*","*"
"Derby School District","=""0370011""",01,"*","*"
"Derby School District","=""0370011""",02,"*","*"
"Derby School District","=""0370011""",03,"*","*"
"Derby School District","=""0370011""",04,"*","*"
"Derby School District","=""0370011""",05,7,5.8
"Derby School District","=""0370011""",06,42,32.8
"Derby School District","=""0370011""",07,33,24.1
"Derby School District","=""0370011""",08,29,26.9
"Derby School District","=""0370011""",09,23,26.1
"Derby School District","=""0370011""",10,20,21.7
"Derby School District","=""0370011""",11,16,16.5
"Derby School District","=""0370011""",12,7,8.8
"East Granby School District","=""0400011""","K","N/A","N/A"
"East Granby School District","=""0400011""",01,"N/A","N/A"
"East Granby School District","=""0400011""",02,"*","*"
"East Granby School District","=""0400011""",03,"*","*"
"East Granby School District","=""0400011""",04,"*","*"
"East Granby School District","=""0400011""",05,"*","*"
"East Granby School District","=""0400011""",06,"*","*"
"East Granby School District","=""0400011""",07,"N/A","N/A"
"East Granby School District","=""0400011""",08,"*","*"
"East Granby School District","=""0400011""",09,6,9.1
"East Granby School District","=""0400011""",10,8,11.4
"East Granby School District","=""0400011""",11,7,12.7
"East Granby School District","=""0400011""",12,7,9.0
"East Haddam School District","=""0410011""","K","N/A","N/A"
"East Haddam School District","=""0410011""",01,"N/A","N/A"
"East Haddam School District","=""0410011""",02,"*","*"
"East Haddam School District","=""0410011""",03,"*","*"
"East Haddam School District","=""0410011""",04,"N/A","N/A"
"East Haddam School District","=""0410011""",05,7,9.3
"East Haddam School District","=""0410011""",06,"*","*"
"East Haddam School District","=""0410011""",07,"*","*"
"East Haddam School District","=""0410011""",08,"*","*"
"East Haddam School District","=""0410011""",09,"*","*"
"East Haddam School District","=""0410011""",10,7,6.9
"East Haddam School District","=""0410011""",11,9,10.6
"East Haddam School District","=""0410011""",12,10,13.0
"East Hampton School District","=""0420011""","K","*","*"
"East Hampton School District","=""0420011""",01,"*","*"
"East Hampton School District","=""0420011""",02,"*","*"
"East Hampton School District","=""0420011""",03,"*","*"
"East Hampton School District","=""0420011""",04,"*","*"
"East Hampton School District","=""0420011""",05,"*","*"
"East Hampton School District","=""0420011""",06,7,4.2
"East Hampton School District","=""0420011""",07,11,6.7
"East Hampton School District","=""0420011""",08,9,6.3
"East Hampton School District","=""0420011""",09,13,9.5
"East Hampton School District","=""0420011""",10,17,13.6
"East Hampton School District","=""0420011""",11,6,5.0
"East Hampton School District","=""0420011""",12,17,12.6
"East Hartford School District","=""0430011""","K","N/A","N/A"
"East Hartford School District","=""0430011""",01,"*","*"
"East Hartford School District","=""0430011""",02,"*","*"
"East Hartford School District","=""0430011""",03,11,2.3
"East Hartford School District","=""0430011""",04,15,2.8
"East Hartford School District","=""0430011""",05,23,3.9
"East Hartford School District","=""0430011""",06,105,19.9
"East Hartford School District","=""0430011""",07,136,26.9
"East Hartford School District","=""0430011""",08,120,24.5
"East Hartford School District","=""0430011""",09,177,32.2
"East Hartford School District","=""0430011""",10,188,31.9
"East Hartford School District","=""0430011""",11,133,24.2
"East Hartford School District","=""0430011""",12,98,15.9
"East Haven School District","=""0440011""","K","N/A","N/A"
"East Haven School District","=""0440011""",01,"N/A","N/A"
"East Haven School District","=""0440011""",02,"N/A","N/A"
"East Haven School District","=""0440011""",03,"N/A","N/A"
"East Haven School District","=""0440011""",04,"N/A","N/A"
"East Haven School District","=""0440011""",05,"*","*"
"East Haven School District","=""0440011""",06,19,9.0
"East Haven School District","=""0440011""",07,20,9.0
"East Haven School District","=""0440011""",08,34,15.3
"East Haven School District","=""0440011""",09,28,11.8
"East Haven School District","=""0440011""",10,20,8.2
"East Haven School District","=""0440011""",11,26,10.3
"East Haven School District","=""0440011""",12,"*","*"
"East Lyme School District","=""0450011""","K","N/A","N/A"
"East Lyme School District","=""0450011""",01,"N/A","N/A"
"East Lyme School District","=""0450011""",02,"N/A","N/A"
"East Lyme School District","=""0450011""",03,"N/A","N/A"
"East Lyme School District","=""0450011""",04,"N/A","N/A"
