"District","District Code","Grade","Count","%"
"Area Cooperative Educational Services","=""2440014""",11,27,35.1
"Area Cooperative Educational Services","=""2440014""",12,25,16.6
"Area Cooperative Educational Services","=""2440014""",04,"*","*"
"Ashford School District","=""0030011""","K","N/A","N/A"
"Ashford School District","=""0030011""",01,"N/A","N/A"
"Ashford School District","=""0030011""",02,"N/A","N/A"
"Ashford School District","=""0030011""",05,"N/A","N/A"
"Ashford School District","=""0030011""",06,"N/A","N/A"
"Ashford School District","=""0030011""",03,"N/A","N/A"
"Ashford School District","=""0030011""",07,"*","*"
"Ashford School District","=""0030011""",08,"*","*"
"Ashford School District","=""0030011""",04,"N/A","N/A"
"Avon School District","=""0040011""","K","N/A","N/A"
"Avon School District","=""0040011""",01,"*","*"
"Avon School District","=""0040011""",02,"*","*"
"Avon School District","=""0040011""",05,13,4.5
"Avon School District","=""0040011""",06,14,5.0
"Avon School District","=""0040011""",03,"*","*"
"Avon School District","=""0040011""",07,"*","*"
"Avon School District","=""0040011""",08,19,5.9
"Avon School District","=""0040011""",09,6,2.2
"Avon School District","=""0040011""",10,"*","*"
"Avon School District","=""0040011""",11,10,3.9
"Avon School District","=""0040011""",12,11,3.9
"Avon School District","=""0040011""",04,"*","*"
"Barkhamsted School District","=""0050011""","K","N/A","N/A"
"Barkhamsted School District","=""0050011""",01,"N/A","N/A"
"Barkhamsted School District","=""0050011""",02,"N/A","N/A"
"Barkhamsted School District","=""0050011""",05,"N/A","N/A"
"Barkhamsted School District","=""0050011""",06,"N/A","N/A"
"Barkhamsted School District","=""0050011""",03,"*","*"
"Barkhamsted School District","=""0050011""",04,"N/A","N/A"
"Berlin School District","=""0070011""","K","N/A","N/A"
"Berlin School District","=""0070011""",01,6,2.5
"Berlin School District","=""0070011""",02,"*","*"
"Berlin School District","=""0070011""",05,"*","*"
"Berlin School District","=""0070011""",06,16,6.4
"Berlin School District","=""0070011""",03,"*","*"
"Berlin School District","=""0070011""",07,16,6.8
"Berlin School District","=""0070011""",08,25,10.0
"Berlin School District","=""0070011""",09,25,9.8
"Berlin School District","=""0070011""",10,35,13.6
"Berlin School District","=""0070011""",11,46,17.8
"Berlin School District","=""0070011""",12,30,12.1
"Berlin School District","=""0070011""",04,8,3.3
"Bethany School District","=""0080011""","K","N/A","N/A"
"Bethany School District","=""0080011""",01,"N/A","N/A"
"Bethany School District","=""0080011""",02,"N/A","N/A"
"Bethany School District","=""0080011""",05,"N/A","N/A"
"Bethany School District","=""0080011""",06,"*","*"
"Bethany School District","=""0080011""",03,"N/A","N/A"
"Bethany School District","=""0080011""",04,"*","*"
"Bethel School District","=""0090011""","K","N/A","N/A"
"Bethel School District","=""0090011""",01,"N/A","N/A"
"Bethel School District","=""0090011""",02,"*","*"
"Bethel School District","=""0090011""",05,"*","*"
"Bethel School District","=""0090011""",06,8,3.3
"Bethel School District","=""0090011""",03,"*","*"
"Bethel School District","=""0090011""",07,37,17.2
"Bethel School District","=""0090011""",08,34,14.0
"Bethel School District","=""0090011""",09,32,13.2
"Bethel School District","=""0090011""",10,16,6.8
"Bethel School District","=""0090011""",11,30,12.0
"Bethel School District","=""0090011""",12,56,21.1
"Bethel School District","=""0090011""",04,"N/A","N/A"
"Bloomfield School District","=""0110011""","K",7,4.7
"Bloomfield School District","=""0110011""",01,8,5.7
"Bloomfield School District","=""0110011""",02,12,8.6
"Bloomfield School District","=""0110011""",05,28,16.8
"Bloomfield School District","=""0110011""",06,18,14.5
"Bloomfield School District","=""0110011""",03,15,9.6
"Bloomfield School District","=""0110011""",07,39,25.0
"Bloomfield School District","=""0110011""",08,28,17.1
"Bloomfield School District","=""0110011""",09,40,22.2
"Bloomfield School District","=""0110011""",10,57,26.3
"Bloomfield School District","=""0110011""",11,34,21.8
"Bloomfield School District","=""0110011""",12,16,9.8
"Bloomfield School District","=""0110011""",04,21,12.8
"Bolton School District","=""0120011""","K","N/A","N/A"
"Bolton School District","=""0120011""",01,"N/A","N/A"
"Bolton School District","=""0120011""",02,"N/A","N/A"
"Bolton School District","=""0120011""",05,"N/A","N/A"
"Bolton School District","=""0120011""",06,"*","*"
"Bolton School District","=""0120011""",03,"N/A","N/A"
"Bolton School District","=""0120011""",07,7,10.0
"Bolton School District","=""0120011""",08,"*","*"
"Bolton School District","=""0120011""",09,"*","*"
"Bolton School District","=""0120011""",10,"*","*"
"Bolton School District","=""0120011""",11,"*","*"
"Bolton School District","=""0120011""",12,"*","*"
"Bolton School District","=""0120011""",04,"*","*"
"Bozrah School District","=""0130011""","K","N/A","N/A"
"Bozrah School District","=""0130011""",01,"N/A","N/A"
"Bozrah School District","=""0130011""",02,"N/A","N/A"
"Bozrah School District","=""0130011""",05,"N/A","N/A"
"Bozrah School District","=""0130011""",06,"N/A","N/A"
"Bozrah School District","=""0130011""",03,"N/A","N/A"
"Bozrah School District","=""0130011""",07,"N/A","N/A"
"Bozrah School District","=""0130011""",08,"*","*"
"Bozrah School District","=""0130011""",12,"N/A","*"
"Bozrah School District","=""0130011""",04,"N/A","N/A"
"Branford School District","=""0140011""","K","*","*"
"Branford School District","=""0140011""",01,"*","*"
"Branford School District","=""0140011""",02,"*","*"
"Branford School District","=""0140011""",05,9,3.3
"Branford School District","=""0140011""",06,30,11.2
"Branford School District","=""0140011""",03,"*","*"
"Branford School District","=""0140011""",07,19,7.3
"Branford School District","=""0140011""",08,44,14.1
"Branford School District","=""0140011""",09,16,5.8
"Branford School District","=""0140011""",10,53,20.3
"Branford School District","=""0140011""",11,32,11.7
"Branford School District","=""0140011""",12,44,14.0
"Branford School District","=""0140011""",04,"N/A","N/A"
"Bridgeport Achievement First District","=""2850013""",05,8,10.8
"Bridgeport Achievement First District","=""2850013""",06,15,19.5
"Bridgeport Achievement First District","=""2850013""",07,9,12.7
"Bridgeport School District","=""0150011""","K",45,2.5
"Bridgeport School District","=""0150011""",01,96,5.2
"Bridgeport School District","=""0150011""",02,138,7.9
"Bridgeport School District","=""0150011""",05,221,14.7
"Bridgeport School District","=""0150011""",06,256,16.8
"Bridgeport School District","=""0150011""",03,155,9.6
"Bridgeport School District","=""0150011""",07,445,31.4
"Bridgeport School District","=""0150011""",08,479,32.3
"Bridgeport School District","=""0150011""",09,461,35.5
"Bridgeport School District","=""0150011""",10,425,31.3
"Bridgeport School District","=""0150011""",11,352,27.3
"Bridgeport School District","=""0150011""",12,210,18.9
"Bridgeport School District","=""0150011""",04,217,12.9
"Bristol School District","=""0170011""","K",6,1.1
"Bristol School District","=""0170011""",01,10,1.6
"Bristol School District","=""0170011""",02,10,1.9
"Bristol School District","=""0170011""",05,13,2.0
"Bristol School District","=""0170011""",06,46,6.8
"Bristol School District","=""0170011""",03,20,3.2
"Bristol School District","=""0170011""",07,85,12.7
"Bristol School District","=""0170011""",08,82,11.3
"Bristol School District","=""0170011""",09,142,19.1
"Bristol School District","=""0170011""",10,70,11.0
"Bristol School District","=""0170011""",11,64,9.7
"Bristol School District","=""0170011""",12,53,8.4
"Bristol School District","=""0170011""",04,15,2.5
"Brookfield School District","=""0180011""","K","N/A","N/A"
"Brookfield School District","=""0180011""",01,"N/A","N/A"
"Brookfield School District","=""0180011""",02,"N/A","N/A"
"Brookfield School District","=""0180011""",05,"*","*"
"Brookfield School District","=""0180011""",06,6,2.8
"Brookfield School District","=""0180011""",03,"N/A","N/A"
"Brookfield School District","=""0180011""",07,6,2.6
"Brookfield School District","=""0180011""",08,12,4.9
"Brookfield School District","=""0180011""",09,"*","*"
"Brookfield School District","=""0180011""",10,7,2.8
"Brookfield School District","=""0180011""",11,6,2.3
"Brookfield School District","=""0180011""",12,10,3.7
"Brookfield School District","=""0180011""",04,"N/A","N/A"
"Brooklyn School District","=""0190011""","K","N/A","N/A"
"Brooklyn School District","=""0190011""",01,"N/A","N/A"
"Brooklyn School District","=""0190011""",02,"N/A","N/A"
"Brooklyn School District","=""0190011""",05,"*","*"
"Brooklyn School District","=""0190011""",06,12,11.7
"Brooklyn School District","=""0190011""",03,"N/A","N/A"
"Brooklyn School District","=""0190011""",07,11,12.0
"Brooklyn School District","=""0190011""",08,14,14.7
"Brooklyn School District","=""0190011""",09,"N/A","*"
"Brooklyn School District","=""0190011""",11,"N/A","*"
"Brooklyn School District","=""0190011""",04,"*","*"
"Canaan School District","=""0210011""","K","N/A","*"
"Canaan School District","=""0210011""",01,"N/A","*"
"Canaan School District","=""0210011""",02,"N/A","*"
"Canaan School District","=""0210011""",05,"N/A","*"
"Canaan School District","=""0210011""",06,"N/A","*"
"Canaan School District","=""0210011""",03,"N/A","*"
"Canaan School District","=""0210011""",07,"N/A","*"
"Canaan School District","=""0210011""",08,"N/A","*"
"Canaan School District","=""0210011""",04,"N/A","*"
"Canterbury School District","=""0220011""","K","N/A","N/A"
"Canterbury School District","=""0220011""",01,"*","*"
"Canterbury School District","=""0220011""",02,"*","*"
"Canterbury School District","=""0220011""",05,6,10.7
"Canterbury School District","=""0220011""",06,"*","*"
"Canterbury School District","=""0220011""",03,"*","*"
"Canterbury School District","=""0220011""",07,10,16.4
"Canterbury School District","=""0220011""",08,"*","*"
"Canterbury School District","=""0220011""",09,"N/A","*"
"Canterbury School District","=""0220011""",10,"N/A","*"
"Canterbury School District","=""0220011""",04,"*","*"
"Canton School District","=""0230011""","K","N/A","N/A"
"Canton School District","=""0230011""",01,"N/A","N/A"
"Canton School District","=""0230011""",02,"*","*"
"Canton School District","=""0230011""",05,"N/A","N/A"
"Canton School District","=""0230011""",06,"*","*"
"Canton School District","=""0230011""",03,"N/A","N/A"
"Canton School District","=""0230011""",07,"*","*"
"Canton School District","=""0230011""",08,"*","*"
"Canton School District","=""0230011""",09,7,5.6
"Canton School District","=""0230011""",10,"*","*"
"Canton School District","=""0230011""",11,10,7.9
"Canton School District","=""0230011""",12,13,9.3
"Canton School District","=""0230011""",04,"*","*"
"Capitol Region Education Council","=""2410014""","K","N/A","N/A"
"Capitol Region Education Council","=""2410014""",01,"*","*"
"Capitol Region Education Council","=""2410014""",02,"*","*"
"Capitol Region Education Council","=""2410014""",05,"N/A","N/A"
"Capitol Region Education Council","=""2410014""",06,62,15.6
"Capitol Region Education Council","=""2410014""",03,"N/A","N/A"
"Capitol Region Education Council","=""2410014""",07,100,23.6
"Capitol Region Education Council","=""2410014""",08,96,24.3
"Capitol Region Education Council","=""2410014""",09,62,18.0
"Capitol Region Education Council","=""2410014""",10,68,21.2
"Capitol Region Education Council","=""2410014""",11,52,18.5
"Capitol Region Education Council","=""2410014""",12,29,12.8
"Capitol Region Education Council","=""2410014""",04,"*","*"
"Chaplin School District","=""0240011""","K","N/A","*"
"Chaplin School District","=""0240011""",01,"N/A","*"
"Chaplin School District","=""0240011""",02,"N/A","N/A"
"Chaplin School District","=""0240011""",05,"N/A","N/A"
"Chaplin School District","=""0240011""",06,"N/A","*"
"Chaplin School District","=""0240011""",03,"N/A","*"
"Chaplin School District","=""0240011""",04,"N/A","N/A"
"Charter School for Young Children on Asylum Hill District","=""2870013""","K","N/A","N/A"
"Charter School for Young Children on Asylum Hill District","=""2870013""",01,"N/A","N/A"
"Cheshire School District","=""0250011""","K","N/A","N/A"
"Cheshire School District","=""0250011""",01,"N/A","N/A"
"Cheshire School District","=""0250011""",02,"*","*"
"Cheshire School District","=""0250011""",05,"*","*"
"Cheshire School District","=""0250011""",06,9,2.4
"Cheshire School District","=""0250011""",03,"*","*"
"Cheshire School District","=""0250011""",07,8,2.0
"Cheshire School District","=""0250011""",08,20,4.8
"Cheshire School District","=""0250011""",09,14,3.7
"Cheshire School District","=""0250011""",10,30,7.2
"Cheshire School District","=""0250011""",11,36,9.7
"Cheshire School District","=""0250011""",12,24,5.7
"Cheshire School District","=""0250011""",04,"*","*"
"Chester School District","=""0260011""","K","N/A","N/A"
"Chester School District","=""0260011""",01,"N/A","N/A"
"Chester School District","=""0260011""",02,"N/A","N/A"
"Chester School District","=""0260011""",05,"*","*"
"Chester School District","=""0260011""",06,"N/A","N/A"
"Chester School District","=""0260011""",03,"*","*"
"Chester School District","=""0260011""",04,"N/A","N/A"
"Clinton School District","=""0270011""","K","*","*"
"Clinton School District","=""0270011""",01,"N/A","N/A"
"Clinton School District","=""0270011""",02,"N/A","N/A"
"Clinton School District","=""0270011""",05,"*","*"
"Clinton School District","=""0270011""",06,"*","*"
"Clinton School District","=""0270011""",03,"N/A","N/A"
"Clinton School District","=""0270011""",07,10,5.6
"Clinton School District","=""0270011""",08,"*","*"
"Clinton School District","=""0270011""",09,11,7.9
"Clinton School District","=""0270011""",10,15,11.6
"Clinton School District","=""0270011""",11,30,20.7
"Clinton School District","=""0270011""",12,49,32.5
"Clinton School District","=""0270011""",04,"*","*"
"Colchester School District","=""0280011""","K","*","*"
"Colchester School District","=""0280011""",01,"*","*"
"Colchester School District","=""0280011""",02,"*","*"
"Colchester School District","=""0280011""",05,8,3.6
"Colchester School District","=""0280011""",06,10,4.0
"Colchester School District","=""0280011""",03,"*","*"
"Colchester School District","=""0280011""",07,13,5.3
"Colchester School District","=""0280011""",08,21,8.0
"Colchester School District","=""0280011""",09,31,12.2
"Colchester School District","=""0280011""",10,17,7.0
"Colchester School District","=""0280011""",11,26,10.5
"Colchester School District","=""0280011""",12,49,18.3
"Colchester School District","=""0280011""",04,7,2.8
"Colebrook School District","=""0290011""","K","N/A","*"
"Colebrook School District","=""0290011""",01,"N/A","*"
"Colebrook School District","=""0290011""",02,"N/A","*"
"Colebrook School District","=""0290011""",05,"N/A","N/A"
"Colebrook School District","=""0290011""",06,"N/A","*"
"Colebrook School District","=""0290011""",03,"N/A","*"
"Colebrook School District","=""0290011""",04,"N/A","*"
"Columbia School District","=""0300011""","K","N/A","N/A"
"Columbia School District","=""0300011""",01,"N/A","N/A"
"Columbia School District","=""0300011""",02,"*","*"
"Columbia School District","=""0300011""",05,"*","*"
"Columbia School District","=""0300011""",06,"*","*"
"Columbia School District","=""0300011""",03,"N/A","N/A"
"Columbia School District","=""0300011""",07,"*","*"
"Columbia School District","=""0300011""",08,6,8.5
"Columbia School District","=""0300011""",12,"N/A","*"
"Columbia School District","=""0300011""",04,"N/A","N/A"
"Common Ground High School District","=""2680013""",09,12,21.4
"Common Ground High School District","=""2680013""",10,"*","*"
"Common Ground High School District","=""2680013""",11,"*","*"
"Common Ground High School District","=""2680013""",12,"*","*"
"Connecticut Technical High School System","=""9000016""",09,"*","*"
"Connecticut Technical High School System","=""9000016""",10,670,24.0
"Connecticut Technical High School System","=""9000016""",11,702,29.7
"Connecticut Technical High School System","=""9000016""",12,663,29.9
"Connecticut Technical High School System","=""9000016""","Not Available","*","*"
"Cooperative Educational Services","=""2430014""","K","*","*"
"Cooperative Educational Services","=""2430014""",01,"*","*"
"Cooperative Educational Services","=""2430014""",02,"*","*"
"Cooperative Educational Services","=""2430014""",05,9,15.8
"Cooperative Educational Services","=""2430014""",06,10,14.7
"Cooperative Educational Services","=""2430014""",03,"*","*"
"Cooperative Educational Services","=""2430014""",07,6,9.2
"Cooperative Educational Services","=""2430014""",08,10,16.9
"Cooperative Educational Services","=""2430014""",09,8,27.6
"Cooperative Educational Services","=""2430014""",10,"*","*"
"Cooperative Educational Services","=""2430014""",11,7,30.4
"Cooperative Educational Services","=""2430014""",12,"*","*"
"Cooperative Educational Services","=""2430014""",04,6,11.1
"Cornwall School District","=""0310011""","K","N/A","*"
"Cornwall School District","=""0310011""",01,"N/A","*"
"Cornwall School District","=""0310011""",02,"N/A","*"
"Cornwall School District","=""0310011""",05,"N/A","*"
"Cornwall School District","=""0310011""",06,"N/A","*"
"Cornwall School District","=""0310011""",03,"N/A","*"
"Cornwall School District","=""0310011""",07,"N/A","*"
"Cornwall School District","=""0310011""",08,"N/A","*"
"Cornwall School District","=""0310011""",04,"N/A","*"
"Coventry School District","=""0320011""","K","N/A","N/A"
"Coventry School District","=""0320011""",01,"*","*"
"Coventry School District","=""0320011""",02,"N/A","N/A"
"Coventry School District","=""0320011""",05,7,4.3
"Coventry School District","=""0320011""",06,10,6.5
"Coventry School District","=""0320011""",03,"*","*"
"Coventry School District","=""0320011""",07,14,8.9
"Coventry School District","=""0320011""",08,27,15.9
"Coventry School District","=""0320011""",09,25,17.9
"Coventry School District","=""0320011""",10,37,26.1
"Coventry School District","=""0320011""",11,31,20.0
"Coventry School District","=""0320011""",12,23,17.6
"Coventry School District","=""0320011""",04,"*","*"
"Cromwell School District","=""0330011""","K","*","*"
"Cromwell School District","=""0330011""",01,"*","*"
"Cromwell School District","=""0330011""",02,"*","*"
"Cromwell School District","=""0330011""",05,"*","*"
"Cromwell School District","=""0330011""",06,16,9.6
"Cromwell School District","=""0330011""",03,"*","*"
"Cromwell School District","=""0330011""",07,23,14.8
"Cromwell School District","=""0330011""",08,26,17.4
"Cromwell School District","=""0330011""",09,27,18.0
"Cromwell School District","=""0330011""",10,19,12.8
"Cromwell School District","=""0330011""",11,35,20.2
"Cromwell School District","=""0330011""",12,25,17.0
"Cromwell School District","=""0330011""",04,"N/A","N/A"
"Danbury School District","=""0340011""","K","*","*"
"Danbury School District","=""0340011""",01,7,0.8
"Danbury School District","=""0340011""",02,12,1.4
"Danbury School District","=""0340011""",05,31,4.0
"Danbury School District","=""0340011""",06,91,12.8
"Danbury School District","=""0340011""",03,18,2.3
"Danbury School District","=""0340011""",07,76,10.5
"Danbury School District","=""0340011""",08,124,16.6
"Danbury School District","=""0340011""",09,252,28.7
"Danbury School District","=""0340011""",10,154,21.7
"Danbury School District","=""0340011""",11,146,21.0
"Danbury School District","=""0340011""",12,120,17.4
"Danbury School District","=""0340011""",04,29,3.6
"Danbury School District","=""0340011""","Not Available","*","*"
"Darien School District","=""0350011""","K","N/A","N/A"
"Darien School District","=""0350011""",01,"N/A","N/A"
"Darien School District","=""0350011""",02,"*","*"
"Darien School District","=""0350011""",05,"N/A","N/A"
"Darien School District","=""0350011""",06,"*","*"
"Darien School District","=""0350011""",03,"N/A","N/A"
"Darien School District","=""0350011""",07,"*","*"
"Darien School District","=""0350011""",08,10,2.6
"Darien School District","=""0350011""",09,8,2.3
"Darien School District","=""0350011""",10,10,3.1
"Darien School District","=""0350011""",11,6,1.8
"Darien School District","=""0350011""",12,12,4.3
"Darien School District","=""0350011""",04,"N/A","N/A"
"Deep River School District","=""0360011""","K","N/A","N/A"
"Deep River School District","=""0360011""",01,"N/A","N/A"
"Deep River School District","=""0360011""",02,"N/A","N/A"
"Deep River School District","=""0360011""",05,"*","*"
"Deep River School District","=""0360011""",06,"N/A","N/A"
"Deep River School District","=""0360011""",03,"N/A","N/A"
"Deep River School District","=""0360011""",04,"*","*"
"Department of Mental Health and Addiction Services","=""3370015""",09,"N/A","*"
"Department of Mental Health and Addiction Services","=""3370015""",10,"N/A","*"
"Department of Mental Health and Addiction Services","=""3370015""",11,"N/A","*"
"Department of Mental Health and Addiction Services","=""3370015""",12,"N/A","*"
"Derby School District","=""0370011""","K","N/A","N/A"
"Derby School District","=""0370011""",01,"*","*"
"Derby School District","=""0370011""",02,"*","*"
"Derby School District","=""0370011""",05,8,8.1
"Derby School District","=""0370011""",06,16,15.1
"Derby School District","=""0370011""",03,"*","*"
"Derby School District","=""0370011""",07,23,19.0
"Derby School District","=""0370011""",08,27,24.1
"Derby School District","=""0370011""",09,48,45.7
"Derby School District","=""0370011""",10,34,31.5
"Derby School District","=""0370011""",11,32,31.4
"Derby School District","=""0370011""",12,28,32.2
"Derby School District","=""0370011""",04,"*","*"
"East Granby School District","=""0400011""","K","N/A","N/A"
"East Granby School District","=""0400011""",01,"N/A","N/A"
"East Granby School District","=""0400011""",02,"N/A","N/A"
"East Granby School District","=""0400011""",05,"*","*"
"East Granby School District","=""0400011""",06,"*","*"
"East Granby School District","=""0400011""",03,"N/A","N/A"
"East Granby School District","=""0400011""",07,7,10.8
"East Granby School District","=""0400011""",08,11,14.3
"East Granby School District","=""0400011""",09,"*","*"
"East Granby School District","=""0400011""",10,8,13.1
"East Granby School District","=""0400011""",11,"*","*"
"East Granby School District","=""0400011""",12,"*","*"
"East Granby School District","=""0400011""",04,"N/A","N/A"
"East Haddam School District","=""0410011""","K","N/A","N/A"
"East Haddam School District","=""0410011""",01,"*","*"
"East Haddam School District","=""0410011""",02,"*","*"
"East Haddam School District","=""0410011""",05,"*","*"
"East Haddam School District","=""0410011""",06,"*","*"
"East Haddam School District","=""0410011""",03,"N/A","N/A"
"East Haddam School District","=""0410011""",07,"*","*"
"East Haddam School District","=""0410011""",08,7,6.0
"East Haddam School District","=""0410011""",09,"*","*"
"East Haddam School District","=""0410011""",10,"*","*"
"East Haddam School District","=""0410011""",11,"*","*"
"East Haddam School District","=""0410011""",12,10,8.6
"East Haddam School District","=""0410011""",04,"*","*"
"East Hampton School District","=""0420011""","K","N/A","N/A"
"East Hampton School District","=""0420011""",01,"N/A","N/A"
"East Hampton School District","=""0420011""",02,"N/A","N/A"
"East Hampton School District","=""0420011""",05,"N/A","N/A"
"East Hampton School District","=""0420011""",06,"*","*"
"East Hampton School District","=""0420011""",03,"N/A","N/A"
"East Hampton School District","=""0420011""",07,12,7.5
"East Hampton School District","=""0420011""",08,6,3.9
"East Hampton School District","=""0420011""",09,11,7.5
"East Hampton School District","=""0420011""",10,16,10.1
"East Hampton School District","=""0420011""",11,11,8.0
"East Hampton School District","=""0420011""",12,12,7.9
"East Hampton School District","=""0420011""",04,"*","*"
"East Hartford School District","=""0430011""","K",24,4.3
"East Hartford School District","=""0430011""",01,20,3.6
"East Hartford School District","=""0430011""",02,18,3.5
"East Hartford School District","=""0430011""",05,53,9.6
"East Hartford School District","=""0430011""",06,117,23.5
"East Hartford School District","=""0430011""",03,38,6.7
"East Hartford School District","=""0430011""",07,166,32.9
"East Hartford School District","=""0430011""",08,188,39.6
"East Hartford School District","=""0430011""",09,335,49.3
"East Hartford School District","=""0430011""",10,157,29.1
"East Hartford School District","=""0430011""",11,184,34.1
"East Hartford School District","=""0430011""",12,180,31.0
"East Hartford School District","=""0430011""",04,58,10.7
"East Haven School District","=""0440011""","K","N/A","N/A"
"East Haven School District","=""0440011""",01,"*","*"
"East Haven School District","=""0440011""",02,"*","*"
"East Haven School District","=""0440011""",05,9,3.2
"East Haven School District","=""0440011""",06,11,3.9
"East Haven School District","=""0440011""",03,"*","*"
"East Haven School District","=""0440011""",07,55,19.5
"East Haven School District","=""0440011""",08,90,29.8
"East Haven School District","=""0440011""",09,65,26.9
"East Haven School District","=""0440011""",10,49,23.2
"East Haven School District","=""0440011""",11,39,13.7
"East Haven School District","=""0440011""",12,61,23.6
"East Haven School District","=""0440011""",04,7,2.5
"East Lyme School District","=""0450011""","K","N/A","N/A"
"East Lyme School District","=""0450011""",01,"N/A","N/A"
"East Lyme School District","=""0450011""",02,"N/A","N/A"
"East Lyme School District","=""0450011""",05,"*","*"
"East Lyme School District","=""0450011""",06,11,5.3
"East Lyme School District","=""0450011""",03,"N/A","N/A"
"East Lyme School District","=""0450011""",07,17,8.0
"East Lyme School District","=""0450011""",08,12,5.2
"East Lyme School District","=""0450011""",09,"*","*"
"East Lyme School District","=""0450011""",10,18,6.2
"East Lyme School District","=""0450011""",11,14,4.3
"East Lyme School District","=""0450011""",12,23,7.1
"East Lyme School District","=""0450011""",04,"N/A","N/A"
"East Windsor School District","=""0470011""","K","*","*"
"East Windsor School District","=""0470011""",01,"N/A","N/A"
"East Windsor School District","=""0470011""",02,"*","*"
"East Windsor School District","=""0470011""",05,15,15.0
"East Windsor School District","=""0470011""",06,23,23.5
"East Windsor School District","=""0470011""",03,11,10.4
"East Windsor School District","=""0470011""",07,19,19.8
"East Windsor School District","=""0470011""",08,16,14.4
"East Windsor School District","=""0470011""",09,18,18.8
"East Windsor School District","=""0470011""",10,23,23.2
"East Windsor School District","=""0470011""",11,17,18.5
"East Windsor School District","=""0470011""",12,13,12.9
"East Windsor School District","=""0470011""",04,6,5.2
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",01,"N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",02,"N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",05,"N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",06,"N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",03,"N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",07,"N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",08,"N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",09,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",10,18,23.4
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",11,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",12,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",04,"N/A","*"
"Eastford School District","=""0390011""","K","N/A","*"
"Eastford School District","=""0390011""",01,"N/A","*"
"Eastford School District","=""0390011""",02,"N/A","*"
"Eastford School District","=""0390011""",05,"N/A","N/A"
"Eastford School District","=""0390011""",06,"*","*"
"Eastford School District","=""0390011""",03,"N/A","N/A"
