"District","District Code","Grade","Count","%"
"Bridgeport Achievement First District","=""2850013""",07,41,48.2
"Bridgeport Achievement First District","=""2850013""",08,28,42.4
"Bridgeport Achievement First District","=""2850013""",09,23,50.0
"Bridgeport Achievement First District","=""2850013""",10,21,55.3
"Bridgeport Achievement First District","=""2850013""",11,18,54.5
"Bridgeport School District","=""0150011""","K","*","*"
"Bridgeport School District","=""0150011""",01,89,4.7
"Bridgeport School District","=""0150011""",02,138,7.7
"Bridgeport School District","=""0150011""",03,162,9.2
"Bridgeport School District","=""0150011""",04,227,13.4
"Bridgeport School District","=""0150011""",05,227,14.1
"Bridgeport School District","=""0150011""",06,269,17.8
"Bridgeport School District","=""0150011""",07,380,25.8
"Bridgeport School District","=""0150011""",08,326,21.4
"Bridgeport School District","=""0150011""",09,663,36.9
"Bridgeport School District","=""0150011""",10,356,27.9
"Bridgeport School District","=""0150011""",11,221,24.9
"Bridgeport School District","=""0150011""",12,254,23.9
"Bridgeport School District","=""0150011""","Not Available","*","*"
"Bristol School District","=""0170011""","K","*","*"
"Bristol School District","=""0170011""",01,17,2.7
"Bristol School District","=""0170011""",02,23,3.8
"Bristol School District","=""0170011""",03,24,3.8
"Bristol School District","=""0170011""",04,29,4.9
"Bristol School District","=""0170011""",05,40,6.4
"Bristol School District","=""0170011""",06,60,10.7
"Bristol School District","=""0170011""",07,87,13.9
"Bristol School District","=""0170011""",08,69,11.4
"Bristol School District","=""0170011""",09,119,16.9
"Bristol School District","=""0170011""",10,95,15.2
"Bristol School District","=""0170011""",11,82,13.5
"Bristol School District","=""0170011""",12,78,11.8
"Bristol School District","=""0170011""","Not Available","*","*"
"Brookfield School District","=""0180011""","K","N/A","N/A"
"Brookfield School District","=""0180011""",01,"N/A","N/A"
"Brookfield School District","=""0180011""",02,"N/A","N/A"
"Brookfield School District","=""0180011""",03,"N/A","N/A"
"Brookfield School District","=""0180011""",04,"*","*"
"Brookfield School District","=""0180011""",05,"*","*"
"Brookfield School District","=""0180011""",06,11,5.6
"Brookfield School District","=""0180011""",07,6,2.6
"Brookfield School District","=""0180011""",08,7,3.2
"Brookfield School District","=""0180011""",09,8,3.5
"Brookfield School District","=""0180011""",10,10,4.5
"Brookfield School District","=""0180011""",11,6,2.6
"Brookfield School District","=""0180011""",12,18,7.7
"Brooklyn School District","=""0190011""","K","N/A","N/A"
"Brooklyn School District","=""0190011""",01,"N/A","N/A"
"Brooklyn School District","=""0190011""",02,"*","*"
"Brooklyn School District","=""0190011""",03,"N/A","N/A"
"Brooklyn School District","=""0190011""",04,"N/A","N/A"
"Brooklyn School District","=""0190011""",05,"*","*"
"Brooklyn School District","=""0190011""",06,6,5.8
"Brooklyn School District","=""0190011""",07,20,19.2
"Brooklyn School District","=""0190011""",08,16,18.2
"Brooklyn School District","=""0190011""",09,"N/A","*"
"Brooklyn School District","=""0190011""",10,"N/A","*"
"Brooklyn School District","=""0190011""",11,"N/A","*"
"Brooklyn School District","=""0190011""",12,"N/A","*"
"Canaan School District","=""0210011""","K","N/A","*"
"Canaan School District","=""0210011""",01,"N/A","*"
"Canaan School District","=""0210011""",02,"N/A","*"
"Canaan School District","=""0210011""",03,"*","*"
"Canaan School District","=""0210011""",04,"N/A","*"
"Canaan School District","=""0210011""",05,"N/A","*"
"Canaan School District","=""0210011""",06,"N/A","*"
"Canaan School District","=""0210011""",07,"N/A","*"
"Canaan School District","=""0210011""",08,"N/A","*"
"Canterbury School District","=""0220011""","K","N/A","N/A"
"Canterbury School District","=""0220011""",01,"N/A","N/A"
"Canterbury School District","=""0220011""",02,"*","*"
"Canterbury School District","=""0220011""",03,"*","*"
"Canterbury School District","=""0220011""",04,"N/A","N/A"
"Canterbury School District","=""0220011""",05,"*","*"
"Canterbury School District","=""0220011""",06,"*","*"
"Canterbury School District","=""0220011""",07,"*","*"
"Canterbury School District","=""0220011""",08,8,17.4
"Canterbury School District","=""0220011""",09,"N/A","*"
"Canterbury School District","=""0220011""",11,"N/A","*"
"Canterbury School District","=""0220011""",12,"N/A","*"
"Canton School District","=""0230011""","K","*","*"
"Canton School District","=""0230011""",01,"N/A","N/A"
"Canton School District","=""0230011""",02,"N/A","N/A"
"Canton School District","=""0230011""",03,"N/A","N/A"
"Canton School District","=""0230011""",04,"*","*"
"Canton School District","=""0230011""",05,"*","*"
"Canton School District","=""0230011""",06,"*","*"
"Canton School District","=""0230011""",07,"*","*"
"Canton School District","=""0230011""",08,"*","*"
"Canton School District","=""0230011""",09,"*","*"
"Canton School District","=""0230011""",10,"*","*"
"Canton School District","=""0230011""",11,"*","*"
"Canton School District","=""0230011""",12,"*","*"
"Capitol Region Education Council","=""2410014""","K","*","*"
"Capitol Region Education Council","=""2410014""",01,"*","*"
"Capitol Region Education Council","=""2410014""",02,"*","*"
"Capitol Region Education Council","=""2410014""",03,"*","*"
"Capitol Region Education Council","=""2410014""",04,"*","*"
"Capitol Region Education Council","=""2410014""",05,6,2.6
"Capitol Region Education Council","=""2410014""",06,82,12.6
"Capitol Region Education Council","=""2410014""",07,107,15.7
"Capitol Region Education Council","=""2410014""",08,94,14.8
"Capitol Region Education Council","=""2410014""",09,137,22.4
"Capitol Region Education Council","=""2410014""",10,81,15.8
"Capitol Region Education Council","=""2410014""",11,56,15.8
"Capitol Region Education Council","=""2410014""",12,45,12.3
"Capitol Region Education Council","=""2410014""","Not Available","*","*"
"Chaplin School District","=""0240011""","K","N/A","N/A"
"Chaplin School District","=""0240011""",01,"N/A","N/A"
"Chaplin School District","=""0240011""",02,"N/A","N/A"
"Chaplin School District","=""0240011""",03,"N/A","N/A"
"Chaplin School District","=""0240011""",04,"N/A","N/A"
"Chaplin School District","=""0240011""",05,"N/A","*"
"Chaplin School District","=""0240011""",06,"*","*"
"Cheshire School District","=""0250011""","K","*","*"
"Cheshire School District","=""0250011""",01,"N/A","N/A"
"Cheshire School District","=""0250011""",02,"N/A","N/A"
"Cheshire School District","=""0250011""",03,"N/A","N/A"
"Cheshire School District","=""0250011""",04,"*","*"
"Cheshire School District","=""0250011""",05,"N/A","N/A"
"Cheshire School District","=""0250011""",06,"*","*"
"Cheshire School District","=""0250011""",07,9,2.3
"Cheshire School District","=""0250011""",08,17,4.7
"Cheshire School District","=""0250011""",09,13,3.2
"Cheshire School District","=""0250011""",10,27,7.1
"Cheshire School District","=""0250011""",11,14,3.5
"Cheshire School District","=""0250011""",12,35,8.7
"Chester School District","=""0260011""","K","N/A","N/A"
"Chester School District","=""0260011""",01,"N/A","N/A"
"Chester School District","=""0260011""",02,"N/A","N/A"
"Chester School District","=""0260011""",03,"*","*"
"Chester School District","=""0260011""",04,"N/A","N/A"
"Chester School District","=""0260011""",05,"N/A","N/A"
"Chester School District","=""0260011""",06,"N/A","N/A"
"Clinton School District","=""0270011""","K","N/A","N/A"
"Clinton School District","=""0270011""",01,"*","*"
"Clinton School District","=""0270011""",02,"*","*"
"Clinton School District","=""0270011""",03,"*","*"
"Clinton School District","=""0270011""",04,6,4.1
"Clinton School District","=""0270011""",05,"*","*"
"Clinton School District","=""0270011""",06,"*","*"
"Clinton School District","=""0270011""",07,"*","*"
"Clinton School District","=""0270011""",08,6,4.1
"Clinton School District","=""0270011""",09,15,10.5
"Clinton School District","=""0270011""",10,22,15.8
"Clinton School District","=""0270011""",11,16,11.0
"Clinton School District","=""0270011""",12,24,17.6
"Colchester School District","=""0280011""","K","N/A","N/A"
"Colchester School District","=""0280011""",01,"*","*"
"Colchester School District","=""0280011""",02,"*","*"
"Colchester School District","=""0280011""",03,"*","*"
"Colchester School District","=""0280011""",04,"*","*"
"Colchester School District","=""0280011""",05,"*","*"
"Colchester School District","=""0280011""",06,7,3.4
"Colchester School District","=""0280011""",07,17,7.4
"Colchester School District","=""0280011""",08,10,4.0
"Colchester School District","=""0280011""",09,11,5.3
"Colchester School District","=""0280011""",10,14,6.5
"Colchester School District","=""0280011""",11,19,8.3
"Colchester School District","=""0280011""",12,26,9.9
"Colebrook School District","=""0290011""","K","N/A","*"
"Colebrook School District","=""0290011""",01,"N/A","*"
"Colebrook School District","=""0290011""",02,"N/A","*"
"Colebrook School District","=""0290011""",03,"N/A","*"
"Colebrook School District","=""0290011""",04,"N/A","*"
"Colebrook School District","=""0290011""",05,"*","*"
"Colebrook School District","=""0290011""",06,"N/A","*"
"Columbia School District","=""0300011""","K","N/A","N/A"
"Columbia School District","=""0300011""",01,"N/A","N/A"
"Columbia School District","=""0300011""",02,"*","*"
"Columbia School District","=""0300011""",03,"N/A","N/A"
"Columbia School District","=""0300011""",04,"N/A","N/A"
"Columbia School District","=""0300011""",05,"N/A","N/A"
"Columbia School District","=""0300011""",06,"N/A","N/A"
"Columbia School District","=""0300011""",07,"N/A","N/A"
"Columbia School District","=""0300011""",08,"*","*"
"Columbia School District","=""0300011""",10,"N/A","*"
"Columbia School District","=""0300011""",11,"N/A","*"
"Columbia School District","=""0300011""",12,"N/A","*"
"Common Ground High School District","=""2680013""",09,10,14.7
"Common Ground High School District","=""2680013""",10,"*","*"
"Common Ground High School District","=""2680013""",11,"*","*"
"Common Ground High School District","=""2680013""",12,"*","*"
"Connecticut Technical High School System","=""9000016""",09,417,14.3
"Connecticut Technical High School System","=""9000016""",10,502,18.4
"Connecticut Technical High School System","=""9000016""",11,389,15.3
"Connecticut Technical High School System","=""9000016""",12,"*","*"
"Cooperative Educational Services","=""2430014""","K","N/A","N/A"
"Cooperative Educational Services","=""2430014""",01,"*","*"
"Cooperative Educational Services","=""2430014""",02,"*","*"
"Cooperative Educational Services","=""2430014""",03,"*","*"
"Cooperative Educational Services","=""2430014""",04,"N/A","N/A"
"Cooperative Educational Services","=""2430014""",05,"*","*"
"Cooperative Educational Services","=""2430014""",06,6,9.7
"Cooperative Educational Services","=""2430014""",07,8,11.0
"Cooperative Educational Services","=""2430014""",08,7,11.7
"Cooperative Educational Services","=""2430014""",09,"*","*"
"Cooperative Educational Services","=""2430014""",10,"*","*"
"Cooperative Educational Services","=""2430014""",11,"*","*"
"Cooperative Educational Services","=""2430014""",12,"*","*"
"Cornwall School District","=""0310011""","K","N/A","*"
"Cornwall School District","=""0310011""",01,"N/A","*"
"Cornwall School District","=""0310011""",02,"N/A","*"
"Cornwall School District","=""0310011""",03,"N/A","*"
"Cornwall School District","=""0310011""",04,"N/A","*"
"Cornwall School District","=""0310011""",05,"N/A","*"
"Cornwall School District","=""0310011""",06,"N/A","*"
"Cornwall School District","=""0310011""",07,"N/A","*"
"Cornwall School District","=""0310011""",08,"N/A","*"
"Coventry School District","=""0320011""","K","N/A","N/A"
"Coventry School District","=""0320011""",01,"N/A","N/A"
"Coventry School District","=""0320011""",02,"N/A","N/A"
"Coventry School District","=""0320011""",03,9,7.1
"Coventry School District","=""0320011""",04,11,8.5
"Coventry School District","=""0320011""",05,"*","*"
"Coventry School District","=""0320011""",06,"*","*"
"Coventry School District","=""0320011""",07,"*","*"
"Coventry School District","=""0320011""",08,16,11.4
"Coventry School District","=""0320011""",09,"*","*"
"Coventry School District","=""0320011""",10,6,4.7
"Coventry School District","=""0320011""",11,7,5.9
"Coventry School District","=""0320011""",12,7,4.9
"Cromwell School District","=""0330011""","K","*","*"
"Cromwell School District","=""0330011""",01,"N/A","N/A"
"Cromwell School District","=""0330011""",02,"*","*"
"Cromwell School District","=""0330011""",03,"*","*"
"Cromwell School District","=""0330011""",04,"*","*"
"Cromwell School District","=""0330011""",05,"*","*"
"Cromwell School District","=""0330011""",06,18,12.7
"Cromwell School District","=""0330011""",07,37,21.9
"Cromwell School District","=""0330011""",08,9,5.7
"Cromwell School District","=""0330011""",09,16,10.6
"Cromwell School District","=""0330011""",10,13,9.1
"Cromwell School District","=""0330011""",11,12,8.9
"Cromwell School District","=""0330011""",12,25,17.7
"Danbury School District","=""0340011""","K","*","*"
"Danbury School District","=""0340011""",01,"*","*"
"Danbury School District","=""0340011""",02,10,1.1
"Danbury School District","=""0340011""",03,12,1.4
"Danbury School District","=""0340011""",04,7,0.8
"Danbury School District","=""0340011""",05,10,1.1
"Danbury School District","=""0340011""",06,55,7.0
"Danbury School District","=""0340011""",07,100,12.9
"Danbury School District","=""0340011""",08,95,12.3
"Danbury School District","=""0340011""",09,264,31.0
"Danbury School District","=""0340011""",10,138,19.1
"Danbury School District","=""0340011""",11,119,17.4
"Danbury School District","=""0340011""",12,111,15.4
"Darien School District","=""0350011""","K","N/A","N/A"
"Darien School District","=""0350011""",01,"*","*"
"Darien School District","=""0350011""",02,"N/A","N/A"
"Darien School District","=""0350011""",03,"*","*"
"Darien School District","=""0350011""",04,"N/A","N/A"
"Darien School District","=""0350011""",05,"N/A","N/A"
"Darien School District","=""0350011""",06,"N/A","N/A"
"Darien School District","=""0350011""",07,"*","*"
"Darien School District","=""0350011""",08,"N/A","N/A"
"Darien School District","=""0350011""",09,8,2.3
"Darien School District","=""0350011""",10,10,2.9
"Darien School District","=""0350011""",11,13,3.9
"Darien School District","=""0350011""",12,33,9.6
"Deep River School District","=""0360011""","K","N/A","N/A"
"Deep River School District","=""0360011""",01,"N/A","N/A"
"Deep River School District","=""0360011""",02,"*","*"
"Deep River School District","=""0360011""",03,"N/A","N/A"
"Deep River School District","=""0360011""",04,"N/A","N/A"
"Deep River School District","=""0360011""",05,"N/A","N/A"
"Deep River School District","=""0360011""",06,"*","*"
"Department of Mental Health and Addiction Services","=""3370015""",10,"N/A","*"
"Department of Mental Health and Addiction Services","=""3370015""",11,"N/A","*"
"Department of Mental Health and Addiction Services","=""3370015""",12,"N/A","*"
"Derby School District","=""0370011""","K",8,6.3
"Derby School District","=""0370011""",01,7,5.3
"Derby School District","=""0370011""",02,"*","*"
"Derby School District","=""0370011""",03,7,6.1
"Derby School District","=""0370011""",04,"*","*"
"Derby School District","=""0370011""",05,"*","*"
"Derby School District","=""0370011""",06,23,22.5
"Derby School District","=""0370011""",07,15,11.8
"Derby School District","=""0370011""",08,37,29.1
"Derby School District","=""0370011""",09,23,22.1
"Derby School District","=""0370011""",10,19,19.2
"Derby School District","=""0370011""",11,12,13.3
"Derby School District","=""0370011""",12,21,19.8
"East Granby School District","=""0400011""","K","N/A","N/A"
"East Granby School District","=""0400011""",01,"N/A","N/A"
"East Granby School District","=""0400011""",02,"*","*"
"East Granby School District","=""0400011""",03,"N/A","N/A"
"East Granby School District","=""0400011""",04,"*","*"
"East Granby School District","=""0400011""",05,"*","*"
"East Granby School District","=""0400011""",06,"*","*"
"East Granby School District","=""0400011""",07,"*","*"
"East Granby School District","=""0400011""",08,"*","*"
"East Granby School District","=""0400011""",09,6,10.7
"East Granby School District","=""0400011""",10,6,7.9
"East Granby School District","=""0400011""",11,"*","*"
"East Granby School District","=""0400011""",12,"*","*"
"East Haddam School District","=""0410011""","K","N/A","N/A"
"East Haddam School District","=""0410011""",01,"N/A","N/A"
"East Haddam School District","=""0410011""",02,"N/A","N/A"
"East Haddam School District","=""0410011""",03,"N/A","N/A"
"East Haddam School District","=""0410011""",04,"N/A","N/A"
"East Haddam School District","=""0410011""",05,"N/A","N/A"
"East Haddam School District","=""0410011""",06,"N/A","N/A"
"East Haddam School District","=""0410011""",07,"N/A","N/A"
"East Haddam School District","=""0410011""",08,"N/A","N/A"
"East Haddam School District","=""0410011""",09,"N/A","N/A"
"East Haddam School District","=""0410011""",10,"N/A","N/A"
"East Haddam School District","=""0410011""",11,"N/A","N/A"
"East Haddam School District","=""0410011""",12,"N/A","N/A"
"East Hampton School District","=""0420011""","K","*","*"
"East Hampton School District","=""0420011""",01,"N/A","N/A"
"East Hampton School District","=""0420011""",02,"*","*"
"East Hampton School District","=""0420011""",03,"N/A","N/A"
"East Hampton School District","=""0420011""",04,"*","*"
"East Hampton School District","=""0420011""",05,"*","*"
"East Hampton School District","=""0420011""",06,6,4.3
"East Hampton School District","=""0420011""",07,7,4.5
"East Hampton School District","=""0420011""",08,9,6.9
"East Hampton School District","=""0420011""",09,12,9.1
"East Hampton School District","=""0420011""",10,11,7.4
"East Hampton School District","=""0420011""",11,9,7.1
"East Hampton School District","=""0420011""",12,8,6.3
"East Hartford School District","=""0430011""","K",15,2.6
"East Hartford School District","=""0430011""",01,19,3.5
"East Hartford School District","=""0430011""",02,23,4.4
"East Hartford School District","=""0430011""",03,45,8.3
"East Hartford School District","=""0430011""",04,38,7.2
"East Hartford School District","=""0430011""",05,71,12.8
"East Hartford School District","=""0430011""",06,72,14.7
"East Hartford School District","=""0430011""",07,126,23.5
"East Hartford School District","=""0430011""",08,138,29.3
"East Hartford School District","=""0430011""",09,236,40.1
"East Hartford School District","=""0430011""",10,157,28.9
"East Hartford School District","=""0430011""",11,185,34.8
"East Hartford School District","=""0430011""",12,103,22.5
"East Haven School District","=""0440011""","K","*","*"
"East Haven School District","=""0440011""",01,"*","*"
"East Haven School District","=""0440011""",02,"*","*"
"East Haven School District","=""0440011""",03,"*","*"
"East Haven School District","=""0440011""",04,"*","*"
"East Haven School District","=""0440011""",05,"*","*"
"East Haven School District","=""0440011""",06,26,10.7
"East Haven School District","=""0440011""",07,32,14.2
"East Haven School District","=""0440011""",08,49,19.8
"East Haven School District","=""0440011""",09,33,12.8
"East Haven School District","=""0440011""",10,34,14.9
"East Haven School District","=""0440011""",11,19,8.8
"East Haven School District","=""0440011""",12,29,12.3
"East Lyme School District","=""0450011""","K","*","*"
"East Lyme School District","=""0450011""",01,"N/A","N/A"
"East Lyme School District","=""0450011""",02,"*","*"
"East Lyme School District","=""0450011""",03,"*","*"
"East Lyme School District","=""0450011""",04,"N/A","N/A"
"East Lyme School District","=""0450011""",05,6,2.8
"East Lyme School District","=""0450011""",06,9,4.0
"East Lyme School District","=""0450011""",07,10,4.6
"East Lyme School District","=""0450011""",08,15,6.6
"East Lyme School District","=""0450011""",09,"*","*"
"East Lyme School District","=""0450011""",10,14,5.6
"East Lyme School District","=""0450011""",11,7,2.5
"East Lyme School District","=""0450011""",12,10,3.6
"East Windsor School District","=""0470011""","K","*","*"
"East Windsor School District","=""0470011""",01,"*","*"
"East Windsor School District","=""0470011""",02,"*","*"
"East Windsor School District","=""0470011""",03,"*","*"
"East Windsor School District","=""0470011""",04,"*","*"
"East Windsor School District","=""0470011""",05,11,12.6
"East Windsor School District","=""0470011""",06,10,12.3
"East Windsor School District","=""0470011""",07,14,17.5
"East Windsor School District","=""0470011""",08,12,11.3
"East Windsor School District","=""0470011""",09,23,27.7
"East Windsor School District","=""0470011""",10,14,18.2
"East Windsor School District","=""0470011""",11,10,12.0
"East Windsor School District","=""0470011""",12,23,22.1
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","K","N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""",01,"N/A","*"
